,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.848,0.761,0.809,0.78,0.568,0.077,0.038,0.056,6
1,0.824,0.687,0.796,0.715,0.471,0.062,0.043,0.069,6
2,0.761,0.645,0.67,0.654,0.314,0.006,0.048,0.087,6
3,0.753,0.5,0.377,0.43,0.0,0.0,0.0,0.0,6
4,0.849,0.756,0.819,0.779,0.571,0.066,0.011,0.004,7
5,0.831,0.717,0.797,0.743,0.508,0.056,0.014,0.017,7
6,0.773,0.639,0.691,0.653,0.326,0.028,0.034,0.085,7
7,0.779,0.67,0.703,0.682,0.372,0.037,0.05,0.131,7
8,0.749,0.5,0.375,0.428,0.0,0.0,0.0,0.0,7
9,0.846,0.751,0.808,0.773,0.557,0.079,0.043,0.065,5
10,0.847,0.755,0.808,0.775,0.56,0.085,0.053,0.082,5
11,0.844,0.747,0.805,0.769,0.549,0.076,0.035,0.05,5
12,0.837,0.728,0.799,0.752,0.523,0.075,0.049,0.08,5
13,0.831,0.717,0.791,0.741,0.503,0.076,0.055,0.09,5
14,0.826,0.711,0.782,0.734,0.488,0.075,0.054,0.088,5
15,0.758,0.686,0.678,0.682,0.364,0.099,0.073,0.091,5
16,0.754,0.5,0.377,0.43,0.0,0.0,0.0,0.0,5
17,0.847,0.764,0.804,0.78,0.566,0.081,0.011,0.001,4
18,0.847,0.759,0.805,0.777,0.562,0.071,0.004,0.023,4
19,0.839,0.738,0.798,0.76,0.533,0.071,0.0,0.023,4
20,0.827,0.712,0.784,0.736,0.491,0.063,0.001,0.021,4
21,0.826,0.71,0.784,0.733,0.488,0.059,0.009,0.036,4
22,0.826,0.708,0.785,0.732,0.486,0.06,0.004,0.026,4
23,0.763,0.672,0.679,0.675,0.35,0.051,0.005,0.027,4
24,0.754,0.5,0.377,0.43,0.0,0.0,0.0,0.0,4
25,0.842,0.758,0.801,0.775,0.557,0.087,0.036,0.045,0
26,0.841,0.753,0.801,0.771,0.552,0.087,0.039,0.05,0
27,0.838,0.748,0.798,0.767,0.544,0.084,0.035,0.043,0
28,0.828,0.722,0.789,0.744,0.506,0.077,0.039,0.055,0
29,0.824,0.711,0.787,0.734,0.491,0.067,0.024,0.03,0
30,0.821,0.729,0.77,0.745,0.497,0.078,0.028,0.029,0
31,0.818,0.685,0.792,0.711,0.465,0.066,0.036,0.053,0
32,0.818,0.683,0.792,0.709,0.462,0.064,0.033,0.048,0
33,0.8,0.704,0.735,0.716,0.438,0.054,0.02,0.063,0
34,0.801,0.734,0.736,0.735,0.47,0.135,0.114,0.159,0
35,0.748,0.5,0.374,0.428,0.0,0.0,0.0,0.0,0
36,0.85,0.765,0.811,0.784,0.575,0.071,0.004,0.035,1
37,0.847,0.762,0.806,0.78,0.566,0.077,0.016,0.006,1
38,0.838,0.766,0.787,0.775,0.552,0.08,0.036,0.053,1
39,0.839,0.763,0.789,0.774,0.551,0.072,0.025,0.037,1
40,0.819,0.682,0.789,0.709,0.459,0.054,0.009,0.002,1
41,0.818,0.681,0.789,0.707,0.457,0.053,0.009,0.002,1
42,0.776,0.66,0.695,0.673,0.354,0.042,0.021,0.066,1
43,0.846,0.758,0.807,0.777,0.563,0.08,0.02,0.005,3
44,0.845,0.757,0.805,0.776,0.56,0.079,0.016,0.002,3
45,0.84,0.753,0.796,0.77,0.546,0.073,0.016,0.004,3
46,0.82,0.684,0.79,0.711,0.463,0.062,0.025,0.025,3
47,0.819,0.682,0.79,0.709,0.459,0.059,0.019,0.012,3
48,0.775,0.652,0.693,0.666,0.343,0.026,0.046,0.11,3
49,0.752,0.5,0.376,0.429,0.0,0.0,0.0,0.0,3
50,0.843,0.754,0.807,0.774,0.558,0.077,0.029,0.036,2
51,0.835,0.734,0.8,0.756,0.529,0.075,0.038,0.058,2
52,0.826,0.725,0.783,0.745,0.504,0.069,0.023,0.024,2
53,0.814,0.674,0.79,0.7,0.449,0.058,0.033,0.052,2
54,0.756,0.636,0.668,0.647,0.302,0.004,0.048,0.084,2
55,0.747,0.5,0.373,0.427,0.0,0.0,0.0,0.0,2
56,0.849,0.756,0.811,0.777,0.564,0.077,0.042,0.068,9
57,0.848,0.764,0.804,0.781,0.567,0.067,0.019,0.026,9
58,0.849,0.758,0.81,0.778,0.565,0.07,0.026,0.038,9
59,0.838,0.73,0.802,0.754,0.527,0.059,0.02,0.03,9
60,0.829,0.713,0.789,0.737,0.496,0.056,0.022,0.035,9
61,0.828,0.711,0.788,0.735,0.493,0.054,0.019,0.031,9
62,0.774,0.64,0.687,0.654,0.324,0.039,0.003,0.025,9
63,0.771,0.673,0.687,0.679,0.359,0.034,0.01,0.023,9
64,0.755,0.5,0.377,0.43,0.0,0.0,0.0,0.0,9
65,0.847,0.759,0.805,0.777,0.562,0.081,0.03,0.03,8
66,0.846,0.756,0.804,0.775,0.558,0.072,0.016,0.006,8
67,0.83,0.719,0.786,0.742,0.501,0.063,0.017,0.013,8
68,0.821,0.684,0.789,0.711,0.461,0.052,0.019,0.025,8
69,0.82,0.68,0.789,0.707,0.457,0.048,0.016,0.02,8
70,0.765,0.635,0.673,0.647,0.305,0.045,0.028,0.1,8
71,0.755,0.5,0.377,0.43,0.0,0.0,0.0,0.0,8
72,0.847,0.758,0.809,0.778,0.565,0.086,0.041,0.054,14
73,0.847,0.756,0.809,0.776,0.563,0.082,0.035,0.045,14
74,0.846,0.756,0.808,0.776,0.562,0.08,0.029,0.034,14
75,0.843,0.757,0.799,0.774,0.554,0.07,0.009,0.001,14
76,0.836,0.752,0.786,0.766,0.537,0.094,0.045,0.049,14
77,0.821,0.68,0.797,0.708,0.463,0.064,0.039,0.058,14
78,0.79,0.671,0.718,0.687,0.387,0.064,0.023,0.016,14
79,0.752,0.5,0.376,0.429,0.0,0.0,0.0,0.0,14
80,0.848,0.754,0.813,0.776,0.564,0.069,0.023,0.022,15
81,0.848,0.755,0.813,0.777,0.565,0.067,0.019,0.017,15
82,0.847,0.751,0.811,0.773,0.559,0.064,0.017,0.015,15
83,0.84,0.734,0.804,0.758,0.534,0.051,0.004,0.002,15
