,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
84,0.791,0.671,0.718,0.687,0.386,0.049,0.012,0.002,15
85,0.753,0.5,0.377,0.43,0.0,0.0,0.0,0.0,15
86,0.848,0.759,0.812,0.779,0.568,0.09,0.038,0.049,11
87,0.845,0.755,0.808,0.775,0.56,0.084,0.034,0.046,11
88,0.845,0.752,0.809,0.773,0.558,0.08,0.027,0.034,11
89,0.831,0.747,0.779,0.761,0.526,0.081,0.025,0.026,11
90,0.82,0.684,0.794,0.711,0.465,0.07,0.05,0.081,11
91,0.794,0.69,0.725,0.703,0.413,0.082,0.041,0.045,11
92,0.75,0.5,0.375,0.429,0.0,0.0,0.0,0.0,11
93,0.847,0.753,0.815,0.776,0.565,0.077,0.027,0.029,10
94,0.843,0.75,0.808,0.771,0.555,0.075,0.023,0.019,10
95,0.837,0.734,0.803,0.758,0.533,0.069,0.02,0.017,10
96,0.826,0.714,0.788,0.738,0.497,0.069,0.032,0.041,10
97,0.817,0.678,0.792,0.705,0.456,0.059,0.037,0.057,10
98,0.817,0.678,0.792,0.705,0.456,0.056,0.033,0.052,10
99,0.786,0.67,0.715,0.685,0.382,0.059,0.008,0.019,10
100,0.749,0.655,0.662,0.658,0.317,0.064,0.019,0.002,10
101,0.694,0.552,0.564,0.554,0.115,0.035,0.099,0.287,10
102,0.749,0.5,0.375,0.428,0.0,0.0,0.0,0.0,10
103,0.847,0.758,0.811,0.778,0.567,0.07,0.016,0.013,12
104,0.847,0.755,0.812,0.777,0.564,0.066,0.011,0.005,12
105,0.847,0.758,0.811,0.778,0.567,0.07,0.017,0.016,12
106,0.826,0.712,0.788,0.736,0.495,0.063,0.025,0.031,12
107,0.823,0.686,0.802,0.714,0.474,0.054,0.023,0.034,12
108,0.823,0.687,0.802,0.715,0.475,0.054,0.024,0.036,12
109,0.776,0.657,0.697,0.671,0.353,0.016,0.06,0.128,12
110,0.765,0.634,0.678,0.646,0.309,0.036,0.029,0.086,12
111,0.749,0.5,0.375,0.428,0.0,0.0,0.0,0.0,12
112,0.847,0.754,0.812,0.776,0.563,0.076,0.033,0.04,13
113,0.847,0.752,0.812,0.774,0.561,0.073,0.027,0.029,13
114,0.84,0.757,0.794,0.772,0.55,0.082,0.035,0.036,13
115,0.83,0.721,0.789,0.744,0.505,0.073,0.048,0.072,13
116,0.818,0.683,0.785,0.709,0.457,0.066,0.049,0.076,13
117,0.785,0.666,0.71,0.68,0.373,0.047,0.003,0.018,13
118,0.772,0.683,0.692,0.687,0.375,0.06,0.024,0.021,13
119,0.752,0.5,0.376,0.429,0.0,0.0,0.0,0.0,13
