gen,nevals,avg,std,min,max
0,50,[0.81164 0.20004],[0.01149393 0.07215039],[0.779 0.12 ],[0.828 0.4  ]
1,4,[0.8066 0.172 ],[0.0107629  0.01071448],[0.788 0.157],[0.818 0.185]
2,4,[0.7998 0.169 ],[0.01260793 0.01234504],[0.783 0.151],[0.817 0.187]
3,5,[0.8042 0.2366],[0.01124989 0.10679813],[0.786 0.175],[0.821 0.45 ]
4,3,[0.8042 0.2782],[0.00658483 0.14060213],[0.798 0.15 ],[0.817 0.45 ]
5,4,[0.8092 0.2746],[0.00932523 0.11819746],[0.8   0.175],[0.822 0.45 ]
6,5,[0.806  0.2194],[0.00525357 0.08135257],[0.801 0.176],[0.816 0.382]
7,4,[0.8136 0.2552],[0.0063435  0.10698299],[0.804 0.143],[0.823 0.388]
8,5,[0.8034 0.219 ],[0.0123061 0.0860279],[0.783 0.162],[0.818 0.39 ]
9,5,[0.8136 0.2636],[0.0058515 0.0999892],[0.806 0.177],[0.819 0.388]
10,4,[0.8136 0.22  ],[0.00752596 0.08103086],[0.803 0.177],[0.821 0.382]
11,3,[0.8118 0.1766],[0.00818291 0.00922171],[0.803 0.16 ],[0.824 0.188]
12,4,[0.8106 0.2254],[0.00830903 0.08034077],[0.801 0.181],[0.821 0.386]
13,5,[0.8096 0.2614],[0.00387814 0.10022694],[0.803 0.173],[0.815 0.386]
14,4,[0.8154 0.2264],[0.00366606 0.07983633],[0.81  0.182],[0.819 0.386]
15,3,[0.8172 0.2652],[0.00116619 0.09703484],[0.816 0.182],[0.819 0.386]
16,4,[0.8168 0.265 ],[0.00183303 0.09967547],[0.815 0.178],[0.819 0.388]
17,4,[0.8166 0.2222],[0.00185472 0.08193998],[0.814 0.178],[0.819 0.386]
18,3,[0.819  0.3064],[0.00167332 0.09586783],[0.816 0.189],[0.821 0.386]
19,5,[0.8086 0.1698],[0.01051856 0.02494314],[0.791 0.122],[0.818 0.187]
20,4,[0.8118 0.226 ],[0.01246435 0.08325623],[0.787 0.172],[0.82  0.392]
21,5,[0.8068 0.217 ],[0.01296765 0.08309753],[0.789 0.163],[0.818 0.382]
22,3,[0.812  0.3012],[0.00959166 0.10161378],[0.793 0.167],[0.819 0.386]
23,2,[0.8054 0.2592],[0.01272164 0.10299398],[0.787 0.167],[0.816 0.386]
24,5,[0.8134 0.2618],[0.00991161 0.10330808],[0.794 0.165],[0.822 0.392]
25,3,[0.8098 0.1772],[0.01124989 0.0104    ],[0.788 0.161],[0.818 0.188]
