gen,nevals,avg,std,min,max
0,50,[0.81402 0.16988],[0.00967779 0.03568117],[0.786 0.114],[0.831 0.382]
1,5,[0.8144 0.1964],[0.0068     0.09578016],[0.805 0.118],[0.823 0.384]
2,5,[0.8056 0.1566],[0.00338231 0.02549196],[0.8   0.109],[0.81  0.176]
3,5,[0.8104 0.1598],[0.00739189 0.02884025],[0.798 0.103],[0.82  0.181]
4,4,[0.8088 0.1628],[0.00601332 0.03026153],[0.798 0.103],[0.815 0.183]
5,4,[0.8114 0.1728],[0.00700286 0.00614492],[0.802 0.166],[0.823 0.184]
6,5,[0.807 0.169],[0.00654217 0.0077201 ],[0.797 0.156],[0.817 0.179]
7,4,[0.8072 0.1654],[0.01351148 0.01321514],[0.788 0.149],[0.823 0.181]
8,5,[0.8064 0.1704],[0.01261111 0.01731589],[0.791 0.146],[0.818 0.187]
9,4,[0.8076 0.1658],[0.01168931 0.00926067],[0.791 0.153],[0.819 0.181]
10,4,[0.8016 0.1624],[0.01344024 0.01135958],[0.789 0.151],[0.819 0.181]
11,3,[0.8102 0.1634],[0.01563841 0.01148216],[0.789 0.15 ],[0.828 0.18 ]
12,5,[0.8108 0.1684],[0.00897552 0.0080399 ],[0.8  0.16],[0.821 0.18 ]
13,5,[0.8128 0.2154],[0.0119063  0.08391329],[0.791 0.158],[0.822 0.382]
14,4,[0.8074 0.1734],[0.01197664 0.01130664],[0.784 0.154],[0.817 0.186]
15,3,[0.8124 0.1726],[0.00307246 0.00717217],[0.809 0.16 ],[0.817 0.18 ]
16,4,[0.8094 0.2154],[0.00508331 0.09171608],[0.804 0.16 ],[0.817 0.398]
17,4,[0.814  0.2252],[0.002      0.08643934],[0.811 0.178],[0.817 0.398]
18,5,[0.813  0.2122],[0.00244949 0.09271332],[0.81  0.135],[0.815 0.394]
19,5,[0.8118 0.209 ],[0.00503587 0.08989327],[0.803 0.137],[0.817 0.386]
20,5,[0.8154 0.1722],[0.0068     0.01929145],[0.809 0.135],[0.828 0.189]
21,4,[0.8128 0.1532],[0.00746726 0.016005  ],[0.798 0.135],[0.818 0.181]
22,4,[0.8104 0.1546],[0.00708802 0.02714111],[0.798 0.116],[0.819 0.188]
23,3,[0.8106 0.1718],[0.0095205 0.0116   ],[0.798 0.158],[0.819 0.188]
24,3,[0.8122 0.1774],[0.00893085 0.01019019],[0.8   0.158],[0.822 0.188]
25,2,[0.8022 0.172 ],[0.01285924 0.01687602],[0.78  0.146],[0.819 0.188]
