gen,nevals,avg,std,min,max
0,50,[0.81852 0.25682],[0.01012767 0.11196976],[0.786 0.132],[0.832 0.42 ]
1,5,[0.8212 0.346 ],[0.00411825 0.09513779],[0.816 0.156],[0.827 0.4  ]
2,3,[0.8196 0.348 ],[0.00463033 0.09604166],[0.815 0.156],[0.827 0.4  ]
3,5,[0.8188 0.3516],[0.00370945 0.09182941],[0.816 0.168],[0.826 0.4  ]
4,5,[0.8228 0.2598],[0.00643117 0.10987338],[0.817 0.156],[0.834 0.396]
5,4,[0.8188 0.2162],[0.00835225 0.09535492],[0.809 0.156],[0.829 0.406]
6,5,[0.8168 0.3092],[0.0069685  0.10730778],[0.809 0.169],[0.828 0.4  ]
7,4,[0.8166 0.3542],[0.00911263 0.0931545 ],[0.806 0.169],[0.828 0.416]
8,4,[0.8198 0.2616],[0.00917388 0.10684868],[0.806 0.166],[0.829 0.4  ]
9,4,[0.8192 0.3162],[0.00930376 0.12024708],[0.807 0.166],[0.829 0.428]
10,3,[0.8156 0.3214],[0.00643739 0.11885049],[0.809 0.172],[0.826 0.428]
11,2,[0.812  0.3674],[0.00379473 0.09411397],[0.809 0.181],[0.819 0.428]
12,4,[0.8074 0.3732],[0.00215407 0.09209213],[0.804 0.19 ],[0.81 0.43]
13,3,[0.8056 0.3628],[0.00542586 0.08796909],[0.798 0.19 ],[0.81  0.434]
14,3,[0.8052 0.3632],[0.0056356  0.09110521],[0.798 0.184],[0.812 0.434]
15,5,[0.8114 0.4076],[0.0010198  0.01370547],[0.81  0.394],[0.813 0.424]
16,4,[0.8102 0.3038],[0.00342929 0.13151791],[0.805 0.13 ],[0.815 0.424]
17,4,[0.807  0.3424],[0.00260768 0.10652624],[0.803 0.13 ],[0.81  0.408]
18,4,[0.8052 0.3408],[0.00271293 0.10946853],[0.801 0.122],[0.809 0.402]
19,4,[0.807  0.2014],[0.00684105 0.09904464],[0.801 0.117],[0.82  0.396]
20,3,[0.8072 0.203 ],[0.00386782 0.09849061],[0.802 0.117],[0.814 0.396]
21,5,[0.8092 0.2068],[0.00299333 0.098751  ],[0.805 0.129],[0.813 0.398]
22,5,[0.8074 0.2146],[0.0051225 0.0866501],[0.801 0.152],[0.815 0.386]
23,4,[0.8094 0.252 ],[0.01040385 0.11399474],[0.797 0.13 ],[0.827 0.396]
24,5,[0.809  0.2066],[0.00973653 0.0981888 ],[0.795 0.147],[0.819 0.402]
25,3,[0.8168 0.2006],[0.00872697 0.09779693],[0.802 0.147],[0.827 0.396]
