gen,nevals,avg,std,min,max
0,50,[0.81776 0.17174],[0.0113764 0.0351527],[0.792 0.132],[0.833 0.398]
1,5,[0.8208 0.1708],[0.00805978 0.01103449],[0.809 0.153],[0.83  0.187]
2,4,[0.8248 0.1716],[0.00746726 0.00488262],[0.813 0.162],[0.832 0.175]
3,5,[0.825  0.1644],[0.00576194 0.0080895 ],[0.818 0.155],[0.831 0.173]
4,5,[0.8182 0.1778],[0.0059127  0.00702567],[0.81  0.167],[0.828 0.188]
5,4,[0.8208 0.174 ],[0.00515364 0.00374166],[0.817 0.168],[0.831 0.179]
6,4,[0.8228 0.1742],[0.00693974 0.00263818],[0.814 0.171],[0.831 0.179]
7,4,[0.8174 0.18  ],[0.00578273 0.0056921 ],[0.812 0.173],[0.828 0.188]
8,2,[0.8172 0.1748],[0.00752064 0.00376298],[0.81  0.171],[0.831 0.182]
9,4,[0.8228 0.1788],[0.00800999 0.00507543],[0.809 0.171],[0.831 0.185]
10,3,[0.8166 0.18  ],[0.00640625 0.00303315],[0.808 0.175],[0.826 0.184]
11,4,[0.8144 0.1782],[0.00344093 0.00676461],[0.811 0.171],[0.819 0.189]
12,4,[0.814  0.1774],[0.00609918 0.00300666],[0.803 0.174],[0.82  0.183]
13,4,[0.8172 0.1616],[0.00872697 0.02424541],[0.806 0.115],[0.832 0.181]
14,4,[0.8094 0.1536],[0.00688767 0.03012374],[0.802 0.114],[0.819 0.181]
15,4,[0.8076 0.1412],[0.00560714 0.02634692],[0.801 0.115],[0.818 0.178]
16,5,[0.7968 0.1612],[0.00890842 0.02173845],[0.781 0.12 ],[0.805 0.181]
17,4,[0.7994 0.1576],[0.00571314 0.02130352],[0.79  0.118],[0.806 0.177]
18,4,[0.8016 0.1584],[0.00640625 0.02173108],[0.793 0.116],[0.81  0.177]
19,4,[0.7982 0.17  ],[0.00365513 0.00497996],[0.794 0.165],[0.803 0.177]
20,3,[0.7934 0.1644],[0.00682935 0.00796492],[0.781 0.152],[0.802 0.177]
21,5,[0.794 0.162],[0.00414729 0.00596657],[0.787 0.151],[0.799 0.169]
22,4,[0.7956 0.1638],[0.0010198  0.00462169],[0.794 0.157],[0.797 0.169]
23,4,[0.796  0.1632],[0.00109545 0.0024    ],[0.794 0.159],[0.797 0.165]
24,4,[0.7984 0.1566],[0.00440908 0.01870401],[0.795 0.12 ],[0.807 0.17 ]
25,3,[0.7964 0.1532],[0.00608605 0.02047828],[0.788 0.113],[0.807 0.169]
