gen,nevals,avg,std,min,max
0,50,[0.81416 0.18382],[0.00929809 0.05396321],[0.789 0.108],[0.83  0.392]
1,5,[0.8178 0.1672],[0.00719444 0.01383329],[0.804 0.147],[0.824 0.186]
2,4,[0.8168 0.1688],[0.00541849 0.01222129],[0.811 0.15 ],[0.824 0.184]
3,3,[0.8198 0.2238],[0.00337046 0.09049508],[0.816 0.163],[0.824 0.404]
4,4,[0.8216 0.1764],[0.0063435 0.0082365],[0.814 0.163],[0.829 0.185]
5,4,[0.817 0.22 ],[0.00718331 0.09237099],[0.807 0.163],[0.829 0.404]
6,2,[0.8194 0.2152],[0.00835703 0.09488393],[0.807 0.156],[0.829 0.404]
7,4,[0.8152 0.1688],[0.01151347 0.01215566],[0.794 0.156],[0.828 0.187]
8,3,[0.817  0.1762],[0.00547723 0.01147868],[0.809 0.158],[0.826 0.19 ]
9,5,[0.8154 0.181 ],[0.00185472 0.00761577],[0.813 0.171],[0.818 0.19 ]
10,5,[0.818  0.2292],[0.00126491 0.08040746],[0.816 0.187],[0.819 0.39 ]
11,4,[0.8172 0.1816],[0.00146969 0.00796492],[0.815 0.171],[0.819 0.19 ]
12,4,[0.8158 0.2142],[0.00231517 0.09001644],[0.812 0.134],[0.819 0.39 ]
13,5,[0.8152 0.2064],[0.0024     0.09096945],[0.811 0.134],[0.818 0.386]
14,5,[0.8112 0.2124],[0.0097857  0.09410335],[0.792 0.132],[0.819 0.396]
15,4,[0.8106 0.2134],[0.00796492 0.09693833],[0.796 0.133],[0.819 0.404]
16,4,[0.8078 0.1634],[0.00986712 0.02018514],[0.796 0.125],[0.819 0.185]
17,4,[0.8084 0.2184],[0.00991161 0.08433647],[0.796 0.165],[0.819 0.386]
18,3,[0.8062 0.1734],[0.01299846 0.01709503],[0.785 0.143],[0.817 0.189]
19,5,[0.8168 0.179 ],[0.00679412 0.01109955],[0.805 0.158],[0.826 0.189]
20,5,[0.8192 0.1804],[0.00430813 0.00382623],[0.814 0.174],[0.827 0.186]
21,3,[0.8188 0.1792],[0.00411825 0.00292575],[0.816 0.174],[0.827 0.182]
22,4,[0.821  0.1744],[0.00669328 0.01046136],[0.813 0.163],[0.829 0.19 ]
23,4,[0.8232 0.264 ],[0.00667533 0.11689825],[0.812 0.163],[0.829 0.428]
24,2,[0.8242 0.1714],[0.00466476 0.01068831],[0.818 0.158],[0.828 0.188]
25,4,[0.8212 0.1734],[0.00453431 0.01374918],[0.816 0.149],[0.828 0.188]
