gen,nevals,avg,std,min,max
0,50,[0.61484 0.14044],[0.01571669 0.05540692],[0.561 0.082],[0.64  0.448]
1,5,[0.6144 0.1398],[0.02120943 0.03328303],[0.574 0.101],[0.632 0.193]
2,4,[0.6056 0.1192],[0.0327817  0.02240893],[0.56  0.085],[0.639 0.147]
3,5,[0.6032 0.1448],[0.02713964 0.03558876],[0.572 0.103],[0.644 0.185]
4,4,[0.5944 0.1052],[0.019986   0.04186837],[0.568 0.063],[0.623 0.183]
5,5,[0.5878 0.126 ],[0.01679762 0.03407052],[0.571 0.087],[0.609 0.186]
6,2,[0.5778 0.0956],[0.00614492 0.01238709],[0.571 0.082],[0.588 0.115]
7,5,[0.5868 0.1158],[0.00910824 0.0110526 ],[0.575 0.105],[0.602 0.133]
8,5,[0.584 0.087],[0.00493964 0.01188276],[0.579 0.073],[0.59  0.104]
9,2,[0.593 0.106],[0.01940103 0.03895125],[0.579 0.073],[0.631 0.178]
10,5,[0.5916 0.1364],[0.02153695 0.02705254],[0.567 0.09 ],[0.623 0.168]
11,3,[0.6228 0.217 ],[0.00370945 0.13514141],[0.616 0.129],[0.627 0.482]
12,4,[0.6218 0.278 ],[0.00655439 0.15485348],[0.611 0.122],[0.629 0.482]
13,5,[0.6226 0.2732],[0.00926499 0.1442129 ],[0.612 0.137],[0.635 0.458]
14,4,[0.625  0.1948],[0.01017841 0.1335985 ],[0.608 0.103],[0.636 0.458]
15,5,[0.6202 0.1368],[0.00928224 0.05164262],[0.605 0.079],[0.634 0.201]
16,4,[0.6134 0.1206],[0.00674092 0.03191614],[0.605 0.079],[0.622 0.173]
17,5,[0.6132 0.1116],[0.00541849 0.02444259],[0.608 0.085],[0.622 0.153]
18,4,[0.6104 0.1226],[0.01146473 0.03708153],[0.599 0.077],[0.626 0.163]
19,5,[0.6198 0.1484],[0.00998799 0.02075187],[0.603 0.123],[0.63  0.172]
20,4,[0.6166 0.1396],[0.01105622 0.01066958],[0.599 0.124],[0.629 0.155]
21,5,[0.618  0.1304],[0.01492649 0.03089725],[0.599 0.078],[0.637 0.163]
22,4,[0.6116 0.1296],[0.01868261 0.02149977],[0.589 0.099],[0.634 0.16 ]
23,4,[0.6056 0.1142],[0.01199333 0.04020647],[0.589 0.06 ],[0.623 0.183]
24,3,[0.6028 0.1052],[0.01324236 0.01905151],[0.589 0.082],[0.628 0.14 ]
25,4,[0.6034 0.116 ],[0.00796492 0.02861468],[0.595 0.082],[0.618 0.167]
