gen,nevals,avg,std,min,max
0,50,[0.6152  0.12956],[0.01659397 0.03506175],[0.579 0.06 ],[0.659 0.205]
1,2,[0.6116 0.1012],[0.00838093 0.02491907],[0.599 0.069],[0.623 0.134]
2,5,[0.6172 0.114 ],[0.01257617 0.02184491],[0.601 0.078],[0.638 0.137]
3,5,[0.6118 0.1186],[0.00890842 0.02980336],[0.596 0.068],[0.622 0.161]
4,4,[0.6136 0.106 ],[0.01177455 0.02215401],[0.593 0.067],[0.627 0.127]
5,5,[0.6116 0.1278],[0.00531413 0.00658483],[0.607 0.118],[0.622 0.136]
6,3,[0.6156 0.1292],[0.01177455 0.00915205],[0.608 0.119],[0.639 0.146]
7,4,[0.6124 0.129 ],[0.00830903 0.01184905],[0.597 0.109],[0.621 0.145]
8,4,[0.6162 0.1484],[0.00453431 0.01333567],[0.611 0.135],[0.622 0.167]
9,5,[0.6132 0.1234],[0.00676461 0.01688313],[0.6 0.1],[0.619 0.149]
10,4,[0.6136 0.1274],[0.01261111 0.02866077],[0.59  0.075],[0.627 0.153]
11,3,[0.6078 0.1198],[0.01539351 0.03354639],[0.588 0.075],[0.622 0.153]
12,5,[0.6036 0.1156],[0.01149957 0.02877221],[0.586 0.077],[0.615 0.152]
13,5,[0.6174 0.1346],[0.00935094 0.02044113],[0.601 0.105],[0.628 0.156]
14,5,[0.6054 0.1338],[0.00891291 0.02481451],[0.592 0.092],[0.619 0.165]
15,3,[0.6072 0.128 ],[0.01006777 0.02113764],[0.592 0.092],[0.621 0.157]
16,5,[0.6026 0.1314],[0.00649923 0.02154623],[0.595 0.095],[0.611 0.152]
17,5,[0.6076 0.1372],[0.00700286 0.02140467],[0.599 0.097],[0.618 0.158]
18,3,[0.6094 0.11  ],[0.0128     0.01344619],[0.594 0.097],[0.633 0.131]
19,3,[0.6206 0.1314],[0.02014547 0.035012  ],[0.599 0.095],[0.645 0.18 ]
20,5,[0.629 0.13 ],[0.02131666 0.04618658],[0.604 0.084],[0.66  0.217]
21,3,[0.6342 0.161 ],[0.02535666 0.03985474],[0.601 0.12 ],[0.66  0.217]
22,4,[0.611  0.0966],[0.01052616 0.02778921],[0.601 0.047],[0.631 0.12 ]
23,5,[0.6206 0.1106],[0.01628005 0.02026425],[0.597 0.071],[0.638 0.126]
24,4,[0.621  0.1234],[0.01976866 0.03832284],[0.596 0.081],[0.65  0.194]
25,4,[0.6314 0.1244],[0.01243543 0.00983056],[0.617 0.115],[0.652 0.143]
