gen,nevals,avg,std,min,max
0,50,[0.62264 0.1306 ],[0.02060656 0.06328791],[0.574 0.055],[0.665 0.442]
1,3,[0.6274 0.1234],[0.01878936 0.04560965],[0.596 0.064],[0.647 0.205]
2,3,[0.6278 0.1112],[0.01310572 0.02282455],[0.612 0.08 ],[0.643 0.148]
3,4,[0.6146 0.1002],[0.01730433 0.03831658],[0.598 0.051],[0.643 0.154]
4,4,[0.608  0.0974],[0.01899474 0.02439344],[0.591 0.063],[0.643 0.132]
5,5,[0.598 0.093],[0.00275681 0.01879362],[0.594 0.063],[0.602 0.12 ]
6,5,[0.6102 0.1086],[0.01988366 0.01911649],[0.591 0.088],[0.64  0.133]
7,3,[0.6168 0.1108],[0.01622837 0.02025241],[0.596 0.087],[0.64  0.135]
8,4,[0.6064 0.0948],[0.00960417 0.01083328],[0.597 0.084],[0.624 0.114]
9,4,[0.6078 0.113 ],[0.00538145 0.02404995],[0.6   0.084],[0.615 0.141]
10,5,[0.604  0.1186],[0.01669731 0.01691863],[0.58 0.09],[0.632 0.136]
11,4,[0.5942 0.1192],[0.02789552 0.03838437],[0.56  0.084],[0.633 0.19 ]
12,3,[0.5724 0.0942],[0.01467787 0.01892512],[0.56  0.071],[0.601 0.127]
13,4,[0.5736 0.0876],[0.01098362 0.01982524],[0.56  0.074],[0.592 0.127]
14,3,[0.5756 0.0848],[0.00891291 0.0148243 ],[0.566 0.063],[0.592 0.107]
15,4,[0.5876 0.0734],[0.0190326  0.01001199],[0.573 0.061],[0.623 0.089]
16,5,[0.5972 0.0978],[0.0216     0.03462023],[0.576 0.068],[0.636 0.164]
17,4,[0.5974 0.1008],[0.01643898 0.03304179],[0.576 0.072],[0.622 0.156]
18,5,[0.5766 0.0836],[0.01693045 0.00995188],[0.563 0.071],[0.61  0.095]
19,4,[0.5716 0.0916],[0.00801499 0.01865047],[0.562 0.069],[0.586 0.125]
20,5,[0.5678 0.1014],[0.00713863 0.02375374],[0.558 0.071],[0.577 0.14 ]
21,3,[0.5774 0.0958],[0.00300666 0.02338718],[0.574 0.071],[0.583 0.131]
22,4,[0.5832 0.1024],[0.01404849 0.01785049],[0.571 0.075],[0.61  0.131]
23,4,[0.5896 0.0884],[0.01478648 0.04480893],[0.576 0.035],[0.618 0.15 ]
24,3,[0.5942 0.109 ],[0.0347701  0.02889983],[0.568 0.075],[0.662 0.15 ]
25,3,[0.5776 0.1104],[0.00995188 0.03545476],[0.565 0.061],[0.589 0.15 ]
