gen,nevals,avg,std,min,max
0,50,[0.61938 0.12978],[0.0235507  0.06914978],[0.561 0.046],[0.66  0.486]
1,4,[0.6148 0.187 ],[0.03145409 0.13438303],[0.555 0.042],[0.638 0.442]
2,4,[0.6306 0.1172],[0.00760526 0.02327574],[0.617 0.081],[0.639 0.144]
3,3,[0.6346 0.126 ],[0.01534405 0.01986957],[0.617 0.103],[0.655 0.15 ]
4,3,[0.6352 0.1262],[0.01929145 0.03444648],[0.613 0.06 ],[0.657 0.152]
5,1,[0.6412 0.1572],[0.01615426 0.02691765],[0.613 0.125],[0.657 0.207]
6,3,[0.6502 0.2268],[0.0079599  0.11849118],[0.641 0.123],[0.661 0.454]
7,5,[0.6444 0.1402],[0.01111036 0.02541968],[0.625 0.099],[0.658 0.176]
8,2,[0.6388 0.1614],[0.01298307 0.0307415 ],[0.621 0.131],[0.65  0.215]
9,5,[0.6386 0.1906],[0.01135958 0.14427002],[0.623 0.028],[0.653 0.458]
10,2,[0.636  0.1488],[0.01340149 0.16040125],[0.62  0.028],[0.653 0.458]
11,3,[0.6326 0.1712],[0.01994593 0.1506697 ],[0.599 0.028],[0.653 0.458]
12,3,[0.6312 0.0748],[0.00752064 0.03897897],[0.625 0.028],[0.646 0.114]
13,4,[0.6204 0.0556],[0.00917824 0.02826022],[0.604 0.02 ],[0.63  0.097]
14,4,[0.6252 0.0822],[0.00949526 0.03127555],[0.608 0.028],[0.637 0.117]
15,4,[0.626  0.1136],[0.01343131 0.05057905],[0.61  0.067],[0.646 0.211]
16,3,[0.6292 0.126 ],[0.00984683 0.0513342 ],[0.616 0.067],[0.646 0.211]
17,5,[0.624  0.1026],[0.0091214  0.03321807],[0.615 0.061],[0.641 0.153]
18,4,[0.6322 0.1452],[0.00655439 0.01260793],[0.625 0.126],[0.643 0.16 ]
19,5,[0.6354 0.1532],[0.01220819 0.03658634],[0.615 0.102],[0.649 0.202]
20,2,[0.64   0.1556],[0.00807465 0.02653752],[0.626 0.126],[0.649 0.202]
21,3,[0.6372 0.1586],[0.00968297 0.02897999],[0.62  0.126],[0.649 0.202]
22,3,[0.6306 0.1416],[0.01135958 0.01370547],[0.614 0.126],[0.641 0.166]
23,3,[0.6214 0.1418],[0.01098362 0.01793767],[0.612 0.116],[0.641 0.172]
24,5,[0.6276 0.1264],[0.01488086 0.02794709],[0.608 0.082],[0.645 0.156]
25,5,[0.6058 0.1132],[0.0223732 0.0351875],[0.567 0.07 ],[0.637 0.167]
