gen,nevals,avg,std,min,max
0,50,[0.84514 0.0542 ],[0.0089644  0.01307058],[0.81  0.032],[0.857 0.091]
1,5,[0.8468 0.061 ],[0.00735935 0.01366748],[0.834 0.04 ],[0.855 0.081]
2,2,[0.8414 0.0716],[0.00611882 0.00889044],[0.834 0.059],[0.848 0.081]
3,4,[0.8414 0.0744],[0.0069455  0.00741889],[0.833 0.062],[0.848 0.083]
4,2,[0.8446 0.0644],[0.00595315 0.01429126],[0.833 0.04 ],[0.849 0.083]
5,4,[0.8404 0.069 ],[0.00830903 0.00787401],[0.828 0.059],[0.849 0.083]
6,4,[0.8436 0.0678],[0.00531413 0.0124964 ],[0.833 0.046],[0.847 0.085]
7,4,[0.8406 0.0726],[0.01232234 0.01467787],[0.816 0.049],[0.848 0.095]
8,5,[0.846  0.0654],[1.11022302e-16 1.08738218e-02],[0.846 0.046],[0.846 0.079]
9,4,[0.8466 0.0664],[0.00135647 0.01053755],[0.845 0.046],[0.849 0.075]
10,4,[0.847  0.0638],[0.00109545 0.010245  ],[0.845 0.045],[0.848 0.073]
11,5,[0.847  0.0542],[0.0032249  0.00842378],[0.842 0.044],[0.852 0.069]
12,2,[0.8478 0.0548],[0.00381576 0.00888594],[0.842 0.044],[0.852 0.069]
13,3,[0.8496 0.0526],[0.00307246 0.00922171],[0.845 0.042],[0.853 0.069]
14,5,[0.8506 0.0468],[0.00257682 0.00899778],[0.846 0.035],[0.853 0.061]
15,3,[0.8498 0.0454],[0.0040694  0.01085541],[0.842 0.035],[0.853 0.061]
16,3,[0.8466 0.0478],[0.00854634 0.01178813],[0.832 0.035],[0.855 0.065]
17,3,[0.8458 0.0442],[0.00785875 0.01354105],[0.832 0.035],[0.852 0.071]
18,4,[0.8432 0.0486],[0.00949526 0.01170641],[0.828 0.035],[0.851 0.068]
19,4,[0.8394 0.0574],[0.00958332 0.01500133],[0.83  0.047],[0.852 0.087]
20,3,[0.838  0.0492],[0.0098387 0.0076   ],[0.829 0.035],[0.851 0.057]
21,4,[0.8386 0.0552],[0.0102489  0.01712776],[0.828 0.035],[0.851 0.082]
22,4,[0.8408 0.0548],[0.00879545 0.01352627],[0.832 0.035],[0.852 0.072]
23,4,[0.8512 0.045 ],[0.00074833 0.00715542],[0.85  0.035],[0.852 0.055]
24,4,[0.8512 0.0454],[0.0009798  0.00567803],[0.85  0.035],[0.853 0.051]
25,5,[0.8482 0.0478],[0.00765245 0.01133843],[0.833 0.039],[0.853 0.07 ]
