gen,nevals,avg,std,min,max
0,50,[0.84566 0.06546],[0.00879457 0.01620026],[0.811 0.027],[0.855 0.098]
1,5,[0.8502 0.0634],[0.00470744 0.01092886],[0.842 0.045],[0.856 0.076]
2,3,[0.8492 0.0632],[0.0056356  0.01231909],[0.842 0.045],[0.856 0.078]
3,4,[0.8492 0.0572],[0.00730479 0.0123677 ],[0.84  0.045],[0.857 0.073]
4,4,[0.8488 0.0632],[0.00630555 0.01278124],[0.84  0.045],[0.857 0.083]
5,2,[0.8498 0.0686],[0.00348712 0.01321514],[0.843 0.049],[0.852 0.083]
6,5,[0.8494 0.069 ],[0.00387814 0.01129602],[0.842 0.057],[0.852 0.087]
7,4,[0.8456 0.077 ],[0.00458694 0.01320606],[0.841 0.058],[0.852 0.088]
8,4,[0.8458 0.0796],[0.00552811 0.0168119 ],[0.84  0.055],[0.853 0.096]
9,4,[0.8484 0.069 ],[0.00523832 0.01446375],[0.842 0.055],[0.853 0.092]
10,3,[0.8462 0.0734],[0.00523068 0.01205985],[0.842 0.055],[0.854 0.088]
11,5,[0.8472 0.0664],[0.00511468 0.0124996 ],[0.84  0.054],[0.852 0.082]
12,3,[0.847  0.0658],[0.0054037  0.00980612],[0.839 0.054],[0.852 0.078]
13,4,[0.8452 0.0682],[0.00601332 0.01168589],[0.839 0.054],[0.853 0.087]
14,5,[0.8478 0.0642],[0.00444522 0.01713943],[0.842 0.047],[0.853 0.087]
15,4,[0.8438 0.0688],[0.00448999 0.0162653 ],[0.838 0.047],[0.85  0.087]
16,4,[0.844  0.0656],[0.00438178 0.01070701],[0.838 0.047],[0.85  0.078]
17,4,[0.8446 0.0658],[0.00492341 0.01161723],[0.839 0.051],[0.851 0.086]
18,4,[0.8466 0.069 ],[0.0051225  0.01546609],[0.839 0.049],[0.852 0.088]
19,3,[0.8484 0.0624],[0.00338231 0.01377824],[0.842 0.048],[0.852 0.088]
20,2,[0.8464 0.0676],[0.00361109 0.01688313],[0.842 0.049],[0.85  0.088]
21,3,[0.8498 0.0598],[0.0004    0.0136147],[0.849 0.047],[0.85  0.086]
22,3,[0.8492 0.0658],[0.00132665 0.01495861],[0.847 0.047],[0.851 0.091]
23,5,[0.8474 0.0686],[0.00241661 0.01523942],[0.844 0.051],[0.85  0.087]
24,4,[0.8476 0.0626],[0.00338231 0.01642681],[0.844 0.046],[0.853 0.084]
25,5,[0.8458 0.0726],[0.00292575 0.00976934],[0.843 0.056],[0.851 0.085]
