gen,nevals,avg,std,min,max
0,50,[0.84298 0.0581 ],[0.01241691 0.01288604],[0.801 0.038],[0.854 0.092]
1,3,[0.84   0.0532],[0.01865476 0.00702567],[0.803 0.045],[0.852 0.063]
2,4,[0.8394 0.0554],[0.01615673 0.01744248],[0.808 0.043],[0.851 0.089]
3,4,[0.841 0.058],[0.01667333 0.01634625],[0.808 0.043],[0.852 0.089]
4,4,[0.8492 0.0466],[0.00271293 0.00402989],[0.845 0.043],[0.852 0.052]
5,3,[0.8494 0.0486],[0.0032     0.00475815],[0.845 0.044],[0.852 0.057]
6,4,[0.8504 0.0468],[0.00293939 0.00248193],[0.846 0.043],[0.854 0.05 ]
7,4,[0.8482 0.059 ],[0.00386782 0.01431084],[0.841 0.046],[0.852 0.084]
8,4,[0.8496 0.0538],[0.00174356 0.00919565],[0.847 0.045],[0.851 0.065]
9,5,[0.8482 0.0498],[0.00324962 0.00594643],[0.845 0.04 ],[0.853 0.058]
10,3,[0.8484 0.0498],[0.00233238 0.0051923 ],[0.845 0.043],[0.851 0.058]
11,4,[0.8496 0.048 ],[0.00307246 0.006     ],[0.845 0.039],[0.853 0.056]
12,4,[0.8504 0.0466],[0.00307246 0.00531413],[0.845 0.039],[0.853 0.053]
13,3,[0.8522 0.0456],[0.0016 0.0068],[0.849 0.04 ],[0.853 0.059]
14,3,[0.8524 0.0494],[0.00215407 0.00913455],[0.849 0.041],[0.855 0.062]
15,3,[0.8514 0.0496],[0.00195959 0.00781281],[0.848 0.041],[0.854 0.062]
16,3,[0.85   0.0496],[0.00126491 0.00608605],[0.848 0.041],[0.852 0.057]
17,5,[0.8512 0.0484],[0.00074833 0.00849941],[0.85  0.038],[0.852 0.059]
18,5,[0.8418 0.0474],[0.01849757 0.00847585],[0.805 0.038],[0.854 0.062]
19,2,[0.8522 0.0442],[0.00183303 0.0053066 ],[0.849 0.038],[0.854 0.051]
20,4,[0.8414 0.049 ],[0.02028398 0.008     ],[0.801 0.038],[0.854 0.063]
21,3,[0.8346 0.063 ],[0.02013554 0.02146625],[0.809 0.042],[0.853 0.096]
22,2,[0.8346 0.0658],[0.01928315 0.02435077],[0.811 0.042],[0.851 0.096]
23,4,[0.8428 0.057 ],[0.01540649 0.02      ],[0.812 0.042],[0.851 0.096]
24,2,[0.8356 0.0668],[0.01887432 0.02422726],[0.812 0.042],[0.852 0.096]
25,3,[0.8188 0.0836],[0.01676186 0.01899052],[0.806 0.046],[0.852 0.096]
