gen,nevals,avg,std,min,max
0,50,[0.84156 0.05888],[0.00838847 0.01419808],[0.802 0.038],[0.852 0.086]
1,4,[0.8278 0.0712],[0.02191255 0.0222926 ],[0.8   0.053],[0.847 0.099]
2,3,[0.8358 0.059 ],[0.02042939 0.00701427],[0.795 0.053],[0.847 0.069]
3,5,[0.826  0.0702],[0.01984943 0.0210276 ],[0.8   0.043],[0.846 0.1  ]
4,3,[0.8188 0.0782],[0.02145134 0.01616663],[0.8   0.052],[0.846 0.1  ]
5,5,[0.8222 0.0712],[0.01907249 0.01628987],[0.8   0.051],[0.845 0.092]
6,4,[0.8274 0.069 ],[0.02200545 0.0130384 ],[0.8   0.053],[0.847 0.091]
7,4,[0.8262 0.0676],[0.02140467 0.01857525],[0.8   0.046],[0.845 0.102]
8,5,[0.8166 0.0694],[0.0208     0.02089593],[0.798 0.038],[0.844 0.09 ]
9,5,[0.8268 0.0662],[0.02070169 0.01719767],[0.801 0.051],[0.846 0.098]
10,5,[0.8348 0.0678],[0.01763406 0.01285924],[0.8   0.057],[0.847 0.093]
11,3,[0.8334 0.0594],[0.01634136 0.0082365 ],[0.802 0.044],[0.846 0.067]
12,4,[0.8356 0.068 ],[0.0169068  0.01124278],[0.802 0.05 ],[0.846 0.084]
13,4,[0.8454 0.0646],[0.0004899  0.00484149],[0.845 0.058],[0.846 0.073]
14,5,[0.8456 0.0656],[0.0004899  0.01009158],[0.845 0.046],[0.846 0.073]
15,3,[0.8462 0.072 ],[0.0004     0.00141421],[0.846 0.07 ],[0.847 0.074]
16,5,[0.8454 0.0722],[0.0004899  0.00337046],[0.845 0.066],[0.846 0.076]
17,5,[0.8448 0.0708],[0.00074833 0.00386782],[0.844 0.064],[0.846 0.075]
18,5,[0.8442 0.073 ],[0.00376298 0.00414729],[0.837 0.065],[0.847 0.076]
19,5,[0.8434 0.0716],[0.00427083 0.00149666],[0.835 0.07 ],[0.846 0.074]
20,4,[0.8456 0.0652],[0.00135647 0.00667533],[0.844 0.056],[0.847 0.075]
21,3,[0.8464 0.0672],[0.0008    0.0064622],[0.845 0.061],[0.847 0.075]
22,4,[0.8372 0.069 ],[0.0182033  0.01697056],[0.801 0.048],[0.85 0.1 ]
23,4,[0.8278 0.0692],[0.02189429 0.016179  ],[0.801 0.056],[0.847 0.1  ]
24,4,[0.8332 0.0694],[0.01644871 0.01710672],[0.801 0.051],[0.845 0.1  ]
25,5,[0.8406 0.065 ],[0.0052     0.00469042],[0.834 0.058],[0.847 0.07 ]
