gen,nevals,avg,std,min,max
0,50,[0.84388 0.05778],[0.00986233 0.0152109 ],[0.802 0.035],[0.856 0.107]
1,4,[0.8472 0.0576],[0.0056     0.00873155],[0.837 0.052],[0.853 0.075]
2,4,[0.848  0.0542],[0.00669328 0.01140877],[0.835 0.037],[0.853 0.073]
3,5,[0.8488 0.0568],[0.0064     0.01377534],[0.837 0.042],[0.854 0.083]
4,5,[0.847 0.049],[0.00576194 0.01232883],[0.837 0.037],[0.852 0.071]
5,5,[0.8476 0.0574],[0.00652993 0.01253156],[0.836 0.04 ],[0.854 0.075]
6,3,[0.846  0.0628],[0.00609918 0.00830422],[0.836 0.053],[0.855 0.075]
7,5,[0.8482 0.064 ],[0.00470744 0.0121161 ],[0.843 0.049],[0.854 0.078]
8,4,[0.8484 0.0594],[0.00527636 0.01214249],[0.841 0.048],[0.853 0.079]
9,5,[0.849  0.0574],[0.0054037 0.0081878],[0.841 0.048],[0.854 0.071]
10,5,[0.848  0.0536],[0.00812404 0.00781281],[0.835 0.048],[0.856 0.069]
11,5,[0.8332 0.0514],[0.00305941 0.0209819 ],[0.829 0.036],[0.838 0.092]
12,5,[0.8286 0.0492],[0.0103846  0.01180508],[0.808 0.035],[0.836 0.071]
13,3,[0.8298 0.0532],[0.00992774 0.01979293],[0.81  0.036],[0.836 0.092]
14,5,[0.836 0.047],[0.00178885 0.00228035],[0.833 0.043],[0.838 0.049]
15,4,[0.8358 0.049 ],[0.00203961 0.0055857 ],[0.833 0.045],[0.839 0.06 ]
16,5,[0.8394 0.0488],[0.00781281 0.00248193],[0.835 0.045],[0.855 0.052]
17,5,[0.835  0.0464],[0.00141421 0.00162481],[0.833 0.044],[0.837 0.048]
18,4,[0.8354 0.0458],[0.00185472 0.00203961],[0.833 0.043],[0.838 0.048]
19,5,[0.8428 0.0522],[0.00888594 0.00735935],[0.833 0.042],[0.854 0.06 ]
20,3,[0.8404 0.0544],[0.0063435  0.00355528],[0.836 0.048],[0.853 0.059]
21,4,[0.8394 0.0466],[0.00488262 0.00652993],[0.836 0.04 ],[0.849 0.055]
22,2,[0.8386 0.0476],[0.00549909 0.00875443],[0.834 0.035],[0.849 0.055]
23,5,[0.8356 0.0604],[0.0135735  0.02436883],[0.81  0.034],[0.848 0.104]
24,4,[0.8268 0.0762],[0.01803774 0.01790419],[0.803 0.053],[0.847 0.104]
25,3,[0.8242 0.0812],[0.01780337 0.02010373],[0.809 0.054],[0.846 0.104]
