gen,nevals,avg,std,min,max
0,50,[0.84992 0.04458],[0.00947595 0.01032878],[0.813 0.027],[0.86  0.072]
1,4,[0.8412 0.0446],[0.01383329 0.0152    ],[0.817 0.026],[0.857 0.072]
2,5,[0.8384 0.0524],[0.01459589 0.01535708],[0.812 0.035],[0.857 0.077]
3,4,[0.847  0.0454],[0.00477493 0.00922171],[0.842 0.028],[0.856 0.053]
4,4,[0.8448 0.0444],[0.00581034 0.00889044],[0.841 0.028],[0.856 0.054]
5,4,[0.8458 0.0496],[0.00624179 0.00816333],[0.84  0.037],[0.857 0.058]
6,5,[0.8414 0.0482],[0.00287054 0.00746726],[0.839 0.034],[0.847 0.055]
7,4,[0.844  0.0446],[0.00583095 0.00662118],[0.838 0.034],[0.854 0.054]
8,5,[0.8484 0.0496],[0.0063435  0.01272164],[0.841 0.036],[0.857 0.071]
9,5,[0.8506 0.0392],[0.00791454 0.00396989],[0.839 0.036],[0.86  0.045]
10,4,[0.849  0.0492],[0.00460435 0.00899778],[0.845 0.036],[0.858 0.062]
11,2,[0.8482 0.0374],[0.00348712 0.00436348],[0.845 0.034],[0.855 0.046]
12,4,[0.8474 0.0362],[0.0004899  0.00172047],[0.847 0.034],[0.848 0.039]
13,4,[0.847  0.0436],[0.00063246 0.00966644],[0.846 0.035],[0.848 0.061]
14,3,[0.8476 0.0536],[0.00162481 0.01214249],[0.845 0.036],[0.85 0.07]
15,2,[0.8472 0.0552],[0.00074833 0.01579114],[0.846 0.036],[0.848 0.075]
16,3,[0.8496 0.054 ],[0.00392938 0.01485934],[0.846 0.036],[0.857 0.07 ]
17,4,[0.853 0.048],[0.00509902 0.01035374],[0.847 0.036],[0.86  0.064]
18,5,[0.8502 0.0488],[0.0056     0.01254432],[0.845 0.032],[0.858 0.064]
19,4,[0.8534 0.042 ],[0.00527636 0.01060189],[0.846 0.032],[0.858 0.062]
20,4,[0.8542 0.0354],[0.00661513 0.00564269],[0.841 0.03 ],[0.858 0.046]
21,5,[0.844  0.0408],[0.01887856 0.01085173],[0.808 0.023],[0.857 0.053]
22,4,[0.8518 0.0346],[0.00722219 0.00763151],[0.842 0.023],[0.858 0.047]
23,5,[0.8528 0.0408],[0.0064622  0.01114271],[0.841 0.023],[0.859 0.055]
24,5,[0.8558 0.0428],[0.00365513 0.00708237],[0.85  0.034],[0.859 0.055]
25,3,[0.8542 0.046 ],[0.00570614 0.01037304],[0.845 0.038],[0.859 0.066]
