,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
65,0.72,0.657,0.689,0.665,0.345,0.132,0.052,0.045,6
66,0.667,0.614,0.623,0.617,0.237,0.076,0.017,0.01,6
67,0.667,0.63,0.63,0.63,0.261,0.044,0.024,0.021,6
68,0.63,0.552,0.565,0.549,0.116,0.08,0.053,0.069,6
69,0.663,0.601,0.608,0.603,0.208,0.052,0.0,0.081,4
70,0.667,0.606,0.612,0.608,0.218,0.006,0.051,0.043,4
71,0.653,0.598,0.601,0.599,0.199,0.105,0.052,0.166,4
72,0.67,0.616,0.62,0.618,0.236,0.006,0.039,0.083,4
73,0.66,0.587,0.598,0.59,0.185,0.019,0.024,0.022,4
74,0.65,0.593,0.596,0.594,0.189,0.027,0.012,0.024,4
75,0.677,0.599,0.597,0.598,0.195,0.076,0.022,0.093,5
76,0.673,0.615,0.605,0.609,0.221,0.194,0.155,0.141,5
77,0.647,0.57,0.567,0.568,0.137,0.126,0.121,0.017,5
78,0.61,0.538,0.534,0.534,0.072,0.097,0.094,0.049,5
79,0.633,0.554,0.551,0.552,0.104,0.102,0.062,0.165,5
80,0.66,0.564,0.567,0.565,0.131,0.058,0.025,0.059,5
81,0.653,0.59,0.582,0.585,0.173,0.015,0.079,0.046,5
82,0.73,0.648,0.662,0.653,0.309,0.171,0.091,0.223,19
83,0.673,0.616,0.608,0.611,0.224,0.062,0.012,0.033,19
84,0.71,0.655,0.648,0.651,0.304,0.177,0.126,0.069,19
85,0.71,0.638,0.66,0.644,0.297,0.125,0.073,0.084,18
86,0.697,0.614,0.64,0.62,0.253,0.041,0.011,0.051,18
87,0.647,0.594,0.594,0.594,0.188,0.092,0.141,0.07,18
88,0.673,0.589,0.608,0.592,0.196,0.123,0.09,0.106,18
89,0.74,0.699,0.701,0.7,0.399,0.22,0.126,0.29,18
90,0.67,0.611,0.616,0.613,0.227,0.002,0.043,0.03,18
