,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.65,0.587,0.587,0.587,0.174,0.052,0.003,0.013,16
1,0.713,0.645,0.657,0.65,0.302,0.072,0.022,0.039,16
2,0.717,0.626,0.658,0.633,0.282,0.156,0.081,0.057,16
3,0.72,0.665,0.669,0.667,0.334,0.21,0.114,0.157,16
4,0.64,0.583,0.581,0.582,0.164,0.154,0.107,0.018,16
5,0.72,0.662,0.668,0.665,0.33,0.218,0.123,0.056,16
6,0.667,0.608,0.608,0.608,0.216,0.17,0.109,0.156,16
7,0.65,0.584,0.586,0.585,0.169,0.083,0.032,0.164,17
8,0.687,0.622,0.627,0.625,0.25,0.025,0.01,0.064,17
9,0.647,0.606,0.598,0.6,0.204,0.019,0.012,0.076,15
10,0.66,0.609,0.606,0.607,0.215,0.026,0.046,0.086,15
11,0.673,0.625,0.621,0.623,0.246,0.025,0.001,0.032,15
12,0.63,0.574,0.574,0.574,0.147,0.104,0.145,0.032,14
13,0.683,0.618,0.63,0.622,0.248,0.022,0.035,0.082,10
14,0.7,0.638,0.651,0.643,0.289,0.084,0.023,0.132,10
15,0.697,0.639,0.648,0.642,0.287,0.005,0.056,0.043,10
16,0.703,0.649,0.657,0.652,0.306,0.064,0.011,0.043,10
17,0.723,0.674,0.682,0.678,0.356,0.078,0.009,0.093,10
18,0.617,0.504,0.506,0.491,0.01,0.002,0.018,0.091,10
19,0.683,0.629,0.634,0.631,0.263,0.011,0.048,0.059,10
20,0.693,0.646,0.649,0.648,0.296,0.118,0.1,0.08,11
21,0.7,0.649,0.656,0.651,0.304,0.016,0.012,0.003,11
22,0.67,0.605,0.616,0.608,0.221,0.165,0.146,0.155,11
23,0.64,0.609,0.603,0.604,0.212,0.181,0.141,0.23,11
24,0.627,0.555,0.561,0.556,0.115,0.109,0.073,0.182,11
25,0.68,0.563,0.571,0.566,0.134,0.011,0.015,0.012,13
26,0.66,0.602,0.59,0.593,0.192,0.143,0.103,0.147,13
27,0.627,0.568,0.558,0.558,0.126,0.027,0.086,0.042,13
28,0.68,0.634,0.635,0.634,0.269,0.052,0.107,0.091,12
29,0.647,0.585,0.59,0.587,0.176,0.167,0.129,0.2,12
30,0.733,0.663,0.696,0.672,0.357,0.069,0.006,0.101,12
31,0.677,0.631,0.632,0.632,0.263,0.077,0.14,0.06,12
32,0.687,0.589,0.629,0.589,0.214,0.157,0.118,0.181,12
33,0.66,0.621,0.618,0.619,0.239,0.018,0.024,0.058,12
34,0.657,0.614,0.612,0.613,0.226,0.01,0.049,0.06,12
35,0.71,0.66,0.657,0.658,0.316,0.138,0.104,0.158,8
36,0.687,0.624,0.625,0.625,0.249,0.057,0.037,0.061,8
37,0.713,0.656,0.658,0.657,0.313,0.078,0.051,0.085,8
38,0.683,0.65,0.637,0.641,0.287,0.079,0.05,0.093,8
39,0.68,0.622,0.621,0.621,0.243,0.02,0.021,0.017,8
40,0.67,0.602,0.596,0.598,0.197,0.009,0.032,0.015,9
41,0.727,0.641,0.65,0.645,0.291,0.015,0.062,0.043,9
42,0.69,0.616,0.613,0.614,0.228,0.14,0.072,0.192,9
43,0.65,0.584,0.577,0.579,0.161,0.12,0.104,0.063,9
44,0.643,0.569,0.568,0.568,0.137,0.045,0.035,0.017,1
45,0.68,0.616,0.613,0.614,0.228,0.149,0.079,0.225,1
46,0.713,0.587,0.628,0.591,0.211,0.011,0.026,0.005,1
47,0.67,0.609,0.604,0.606,0.213,0.05,0.001,0.065,1
48,0.703,0.594,0.618,0.599,0.211,0.052,0.038,0.033,1
49,0.7,0.609,0.622,0.613,0.231,0.102,0.045,0.094,0
50,0.68,0.619,0.615,0.617,0.234,0.019,0.035,0.052,0
51,0.657,0.606,0.597,0.6,0.204,0.018,0.074,0.058,0
52,0.717,0.621,0.642,0.627,0.262,0.081,0.036,0.029,0
53,0.69,0.651,0.637,0.641,0.287,0.037,0.027,0.074,0
54,0.697,0.631,0.63,0.63,0.261,0.066,0.131,0.138,0
55,0.683,0.63,0.637,0.633,0.268,0.053,0.105,0.01,2
56,0.673,0.613,0.623,0.616,0.235,0.042,0.008,0.058,2
57,0.71,0.632,0.667,0.639,0.297,0.009,0.019,0.033,2
58,0.597,0.558,0.555,0.556,0.113,0.019,0.004,0.049,2
59,0.667,0.615,0.605,0.608,0.219,0.099,0.09,0.072,3
60,0.623,0.552,0.549,0.55,0.102,0.098,0.131,0.016,3
61,0.707,0.628,0.634,0.631,0.262,0.159,0.149,0.129,3
62,0.733,0.685,0.674,0.678,0.359,0.152,0.077,0.008,7
63,0.747,0.698,0.688,0.692,0.386,0.061,0.036,0.038,7
64,0.637,0.57,0.565,0.566,0.135,0.083,0.127,0.092,7
