,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.892,0.676,0.764,0.707,0.431,0.164,0.127,0.179,19
1,0.888,0.669,0.75,0.698,0.412,0.154,0.091,0.077,19
2,0.899,0.759,0.769,0.764,0.528,0.228,0.107,0.058,18
3,0.893,0.663,0.766,0.697,0.416,0.188,0.13,0.141,18
4,0.899,0.68,0.788,0.716,0.455,0.213,0.149,0.16,18
5,0.88,0.629,0.72,0.657,0.336,0.126,0.076,0.078,18
6,0.899,0.724,0.789,0.75,0.508,0.164,0.062,0.052,9
7,0.896,0.719,0.782,0.744,0.497,0.173,0.066,0.035,9
8,0.899,0.742,0.783,0.76,0.523,0.213,0.1,0.079,9
9,0.895,0.735,0.773,0.752,0.507,0.234,0.128,0.117,9
10,0.901,0.729,0.784,0.752,0.51,0.177,0.074,0.055,8
11,0.885,0.649,0.742,0.679,0.379,0.183,0.142,0.191,8
12,0.902,0.753,0.781,0.766,0.533,0.179,0.055,0.011,6
13,0.88,0.624,0.724,0.653,0.334,0.18,0.149,0.195,6
14,0.879,0.615,0.722,0.644,0.32,0.203,0.188,0.266,6
15,0.888,0.688,0.749,0.712,0.433,0.23,0.157,0.167,6
16,0.901,0.75,0.781,0.764,0.53,0.279,0.184,0.199,7
17,0.887,0.651,0.753,0.683,0.391,0.166,0.111,0.125,7
18,0.893,0.7,0.765,0.725,0.46,0.171,0.085,0.077,7
19,0.88,0.659,0.726,0.683,0.379,0.202,0.147,0.17,7
20,0.888,0.696,0.751,0.718,0.443,0.236,0.159,0.164,7
21,0.882,0.604,0.745,0.634,0.32,0.143,0.116,0.153,7
22,0.9,0.73,0.776,0.75,0.504,0.2,0.111,0.116,5
23,0.9,0.728,0.776,0.748,0.501,0.199,0.113,0.122,5
24,0.898,0.706,0.775,0.733,0.475,0.218,0.147,0.171,5
25,0.89,0.606,0.788,0.64,0.349,0.124,0.102,0.151,5
26,0.903,0.757,0.777,0.766,0.533,0.254,0.133,0.091,4
27,0.896,0.681,0.768,0.712,0.441,0.11,0.006,0.065,4
28,0.889,0.745,0.743,0.744,0.488,0.243,0.125,0.083,4
29,0.886,0.6,0.746,0.63,0.313,0.125,0.097,0.127,4
30,0.888,0.6,0.765,0.632,0.326,0.114,0.075,0.081,4
31,0.882,0.64,0.721,0.667,0.353,0.146,0.097,0.116,4
32,0.903,0.738,0.783,0.758,0.519,0.188,0.099,0.084,0
33,0.901,0.723,0.782,0.747,0.502,0.191,0.113,0.108,0
34,0.885,0.616,0.744,0.647,0.336,0.117,0.087,0.106,0
35,0.885,0.609,0.747,0.641,0.329,0.132,0.125,0.191,0
36,0.89,0.731,0.754,0.742,0.485,0.188,0.094,0.11,1
37,0.888,0.612,0.78,0.647,0.355,0.163,0.139,0.198,1
38,0.877,0.732,0.725,0.729,0.457,0.159,0.058,0.059,1
