,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.844,0.635,0.747,0.663,0.366,0.066,0.035,0.044,8
1,0.847,0.652,0.75,0.68,0.389,0.094,0.074,0.106,8
2,0.846,0.643,0.75,0.671,0.378,0.076,0.06,0.097,8
3,0.791,0.635,0.64,0.638,0.276,0.051,0.024,0.04,8
4,0.788,0.646,0.642,0.644,0.288,0.064,0.041,0.07,8
5,0.842,0.642,0.735,0.668,0.366,0.075,0.048,0.058,16
6,0.84,0.644,0.73,0.669,0.364,0.09,0.069,0.091,16
7,0.84,0.643,0.729,0.668,0.362,0.07,0.042,0.051,16
8,0.837,0.633,0.722,0.657,0.344,0.04,0.003,0.005,16
9,0.789,0.643,0.641,0.642,0.283,0.051,0.012,0.004,16
10,0.793,0.642,0.645,0.643,0.287,0.079,0.045,0.044,16
11,0.85,0.655,0.731,0.68,0.378,0.071,0.052,0.081,17
12,0.847,0.653,0.722,0.676,0.369,0.061,0.02,0.012,17
13,0.832,0.656,0.688,0.669,0.343,0.08,0.047,0.052,17
14,0.788,0.637,0.628,0.632,0.264,0.07,0.028,0.014,17
15,0.79,0.65,0.635,0.642,0.285,0.039,0.013,0.038,17
16,0.854,0.671,0.745,0.696,0.409,0.062,0.015,0.006,9
17,0.849,0.665,0.734,0.688,0.393,0.079,0.047,0.06,9
18,0.846,0.64,0.73,0.666,0.359,0.045,0.009,0.007,9
19,0.849,0.637,0.74,0.664,0.362,0.053,0.029,0.044,9
20,0.821,0.656,0.676,0.664,0.331,0.051,0.013,0.012,9
21,0.807,0.647,0.654,0.65,0.301,0.066,0.023,0.012,9
22,0.816,0.659,0.669,0.664,0.328,0.042,0.009,0.027,9
23,0.79,0.648,0.637,0.642,0.285,0.058,0.038,0.064,9
24,0.849,0.637,0.741,0.664,0.363,0.064,0.052,0.084,15
25,0.851,0.649,0.743,0.677,0.381,0.055,0.02,0.021,15
