,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
26,0.846,0.627,0.73,0.653,0.342,0.077,0.065,0.092,15
27,0.833,0.635,0.694,0.654,0.323,0.065,0.036,0.041,15
28,0.846,0.65,0.727,0.674,0.369,0.071,0.038,0.041,15
29,0.84,0.637,0.712,0.66,0.341,0.057,0.024,0.024,15
30,0.832,0.623,0.69,0.643,0.305,0.068,0.05,0.067,15
31,0.829,0.622,0.682,0.64,0.298,0.059,0.048,0.077,15
32,0.851,0.65,0.73,0.675,0.371,0.089,0.074,0.1,14
33,0.846,0.641,0.716,0.664,0.348,0.071,0.043,0.048,14
34,0.842,0.64,0.705,0.661,0.338,0.043,0.0,0.019,14
35,0.845,0.648,0.713,0.67,0.355,0.054,0.017,0.01,14
36,0.845,0.641,0.713,0.663,0.346,0.047,0.009,0.001,14
37,0.849,0.64,0.734,0.666,0.362,0.059,0.04,0.061,10
38,0.846,0.638,0.724,0.663,0.351,0.061,0.029,0.031,10
39,0.85,0.664,0.734,0.688,0.392,0.069,0.022,0.008,10
40,0.844,0.645,0.731,0.67,0.366,0.08,0.052,0.065,11
41,0.847,0.645,0.741,0.672,0.373,0.071,0.037,0.041,11
42,0.838,0.626,0.716,0.65,0.33,0.07,0.036,0.031,11
43,0.814,0.657,0.671,0.663,0.327,0.065,0.033,0.046,11
44,0.848,0.642,0.747,0.67,0.375,0.072,0.044,0.056,13
45,0.843,0.623,0.734,0.649,0.34,0.074,0.049,0.058,13
46,0.847,0.637,0.746,0.664,0.367,0.07,0.035,0.033,13
47,0.843,0.628,0.733,0.654,0.345,0.066,0.04,0.048,13
48,0.846,0.643,0.738,0.669,0.368,0.084,0.061,0.082,13
49,0.844,0.627,0.736,0.653,0.346,0.063,0.041,0.058,13
50,0.846,0.631,0.744,0.658,0.357,0.048,0.014,0.014,13
51,0.85,0.651,0.746,0.679,0.386,0.067,0.038,0.052,12
52,0.849,0.65,0.743,0.677,0.382,0.068,0.038,0.052,12
53,0.85,0.651,0.749,0.679,0.388,0.063,0.025,0.025,12
54,0.848,0.647,0.742,0.674,0.377,0.056,0.023,0.029,12
55,0.845,0.653,0.73,0.678,0.375,0.072,0.04,0.051,1
56,0.853,0.65,0.758,0.68,0.393,0.078,0.049,0.063,1
57,0.849,0.641,0.746,0.67,0.373,0.056,0.017,0.014,1
58,0.847,0.641,0.739,0.668,0.367,0.035,0.013,0.031,1
59,0.843,0.637,0.726,0.662,0.351,0.054,0.017,0.014,1
60,0.849,0.637,0.746,0.665,0.368,0.05,0.002,0.02,1
61,0.848,0.661,0.725,0.683,0.381,0.084,0.058,0.075,0
62,0.844,0.63,0.716,0.654,0.336,0.04,0.005,0.002,0
63,0.848,0.66,0.727,0.683,0.381,0.059,0.015,0.004,0
64,0.848,0.635,0.73,0.661,0.352,0.056,0.04,0.063,0
65,0.845,0.605,0.724,0.628,0.306,0.036,0.004,0.009,0
66,0.817,0.645,0.663,0.653,0.308,0.06,0.04,0.059,0
67,0.853,0.645,0.755,0.674,0.384,0.058,0.028,0.039,2
68,0.843,0.63,0.723,0.655,0.34,0.072,0.029,0.012,2
69,0.845,0.628,0.73,0.654,0.343,0.056,0.028,0.032,2
70,0.839,0.629,0.721,0.653,0.338,0.074,0.051,0.071,3
71,0.838,0.638,0.715,0.661,0.345,0.088,0.053,0.056,3
72,0.84,0.649,0.722,0.672,0.363,0.1,0.07,0.086,3
73,0.789,0.641,0.638,0.639,0.279,0.043,0.019,0.055,3
74,0.789,0.639,0.636,0.638,0.275,0.042,0.005,0.02,3
75,0.784,0.63,0.628,0.629,0.259,0.068,0.021,0.003,3
76,0.844,0.633,0.728,0.658,0.348,0.09,0.092,0.145,7
77,0.836,0.629,0.703,0.651,0.324,0.07,0.06,0.093,7
78,0.843,0.632,0.725,0.657,0.345,0.067,0.038,0.042,7
79,0.827,0.631,0.682,0.648,0.309,0.055,0.007,0.02,7
80,0.799,0.644,0.646,0.645,0.29,0.041,0.012,0.022,7
81,0.786,0.63,0.627,0.629,0.258,0.047,0.004,0.014,7
82,0.795,0.638,0.639,0.638,0.276,0.047,0.005,0.009,7
83,0.84,0.625,0.721,0.65,0.333,0.039,0.013,0.046,19
84,0.841,0.65,0.721,0.673,0.363,0.079,0.038,0.03,19
85,0.84,0.632,0.719,0.656,0.341,0.051,0.003,0.021,19
86,0.813,0.636,0.663,0.647,0.298,0.081,0.038,0.022,19
87,0.842,0.627,0.706,0.65,0.324,0.069,0.065,0.106,18
88,0.853,0.653,0.736,0.679,0.38,0.069,0.034,0.037,18
89,0.852,0.644,0.736,0.671,0.369,0.062,0.026,0.024,18
90,0.839,0.654,0.702,0.672,0.353,0.079,0.044,0.046,18
91,0.822,0.637,0.666,0.649,0.301,0.06,0.035,0.049,18
92,0.815,0.645,0.658,0.651,0.303,0.055,0.006,0.014,18
93,0.848,0.662,0.724,0.684,0.38,0.078,0.032,0.026,6
94,0.851,0.665,0.73,0.688,0.389,0.074,0.033,0.035,6
95,0.839,0.648,0.7,0.667,0.345,0.08,0.034,0.021,6
96,0.803,0.654,0.648,0.65,0.301,0.086,0.024,0.013,6
97,0.785,0.622,0.617,0.619,0.238,0.037,0.012,0.04,6
98,0.839,0.635,0.705,0.656,0.332,0.08,0.069,0.097,4
99,0.852,0.648,0.742,0.676,0.379,0.088,0.072,0.096,4
100,0.844,0.629,0.719,0.654,0.337,0.05,0.026,0.031,4
101,0.847,0.639,0.728,0.664,0.356,0.067,0.05,0.07,4
102,0.84,0.622,0.707,0.644,0.317,0.071,0.06,0.083,4
103,0.824,0.626,0.67,0.642,0.293,0.058,0.025,0.015,4
104,0.799,0.645,0.643,0.644,0.288,0.069,0.034,0.028,4
105,0.845,0.638,0.722,0.663,0.351,0.069,0.041,0.05,5
106,0.846,0.641,0.726,0.666,0.357,0.085,0.083,0.132,5
107,0.836,0.594,0.697,0.613,0.272,0.051,0.031,0.036,5
108,0.795,0.644,0.639,0.642,0.283,0.042,0.005,0.003,5
