,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
36,0.68,0.668,0.673,0.669,0.341,0.168,0.139,0.104,7
37,0.661,0.655,0.655,0.655,0.31,0.178,0.134,0.165,7
38,0.643,0.638,0.637,0.637,0.275,0.216,0.199,0.151,7
39,0.67,0.66,0.663,0.661,0.324,0.07,0.033,0.032,7
40,0.607,0.571,0.6,0.554,0.168,0.215,0.242,0.214,7
41,0.624,0.619,0.618,0.618,0.237,0.013,0.012,0.023,7
42,0.634,0.615,0.625,0.615,0.24,0.061,0.047,0.001,7
43,0.608,0.56,0.62,0.522,0.17,0.066,0.056,0.044,7
44,0.59,0.582,0.582,0.582,0.164,0.014,0.0,0.02,7
45,0.578,0.549,0.594,0.503,0.136,0.016,0.039,0.011,6
46,0.657,0.647,0.657,0.647,0.304,0.082,0.048,0.011,6
47,0.663,0.662,0.661,0.662,0.324,0.151,0.109,0.09,6
48,0.657,0.65,0.655,0.651,0.305,0.197,0.163,0.129,6
49,0.663,0.655,0.661,0.656,0.316,0.168,0.124,0.12,6
50,0.578,0.575,0.575,0.575,0.149,0.076,0.062,0.033,6
51,0.643,0.636,0.64,0.636,0.276,0.122,0.086,0.071,6
52,0.605,0.599,0.6,0.599,0.199,0.116,0.085,0.092,6
53,0.61,0.607,0.607,0.607,0.214,0.017,0.014,0.022,6
54,0.596,0.573,0.607,0.548,0.176,0.069,0.047,0.048,6
55,0.586,0.582,0.582,0.582,0.165,0.001,0.026,0.019,6
56,0.595,0.594,0.593,0.593,0.187,0.072,0.046,0.041,6
57,0.648,0.644,0.645,0.644,0.289,0.098,0.055,0.053,6
58,0.582,0.559,0.584,0.536,0.141,0.038,0.038,0.024,6
59,0.568,0.536,0.584,0.474,0.11,0.036,0.033,0.006,6
60,0.587,0.581,0.582,0.581,0.164,0.008,0.004,0.053,6
61,0.632,0.622,0.629,0.621,0.251,0.101,0.058,0.081,6
62,0.603,0.582,0.658,0.537,0.228,0.118,0.105,0.064,18
63,0.647,0.641,0.648,0.64,0.288,0.162,0.128,0.104,18
64,0.594,0.596,0.595,0.594,0.191,0.076,0.055,0.027,18
65,0.619,0.612,0.618,0.61,0.229,0.056,0.03,0.004,18
66,0.629,0.625,0.627,0.625,0.252,0.105,0.069,0.073,18
67,0.568,0.557,0.565,0.547,0.121,0.205,0.221,0.235,18
68,0.662,0.654,0.663,0.653,0.316,0.107,0.049,0.085,4
69,0.666,0.659,0.664,0.659,0.323,0.14,0.091,0.092,4
70,0.657,0.651,0.655,0.651,0.306,0.157,0.109,0.115,4
71,0.653,0.646,0.652,0.646,0.297,0.097,0.039,0.084,4
72,0.628,0.614,0.632,0.608,0.246,0.055,0.102,0.067,4
73,0.622,0.619,0.619,0.619,0.239,0.04,0.007,0.009,4
74,0.627,0.62,0.624,0.62,0.245,0.128,0.091,0.091,4
75,0.63,0.621,0.628,0.619,0.249,0.018,0.025,0.009,4
76,0.594,0.59,0.59,0.59,0.18,0.076,0.055,0.032,4
77,0.608,0.604,0.605,0.605,0.209,0.073,0.105,0.116,4
78,0.59,0.584,0.586,0.584,0.17,0.086,0.077,0.016,4
79,0.59,0.586,0.587,0.587,0.174,0.056,0.035,0.014,4
80,0.668,0.663,0.667,0.663,0.329,0.155,0.117,0.097,5
81,0.666,0.66,0.665,0.66,0.325,0.084,0.044,0.034,5
82,0.545,0.511,0.559,0.401,0.05,0.023,0.024,0.008,5
83,0.596,0.605,0.609,0.595,0.213,0.249,0.212,0.255,5
84,0.61,0.605,0.607,0.605,0.212,0.034,0.068,0.051,5
85,0.623,0.615,0.62,0.614,0.235,0.062,0.04,0.005,5
86,0.609,0.603,0.606,0.603,0.209,0.093,0.084,0.012,5
87,0.581,0.577,0.578,0.577,0.155,0.021,0.0,0.0,5
88,0.61,0.601,0.608,0.599,0.209,0.159,0.141,0.109,5
89,0.612,0.604,0.609,0.603,0.213,0.144,0.122,0.101,5
90,0.565,0.544,0.564,0.517,0.106,0.0,0.0,0.05,5
91,0.667,0.664,0.664,0.664,0.328,0.094,0.064,0.047,16
92,0.669,0.667,0.667,0.667,0.334,0.086,0.043,0.083,16
93,0.674,0.674,0.673,0.673,0.346,0.143,0.109,0.102,16
94,0.663,0.664,0.663,0.662,0.327,0.065,0.029,0.041,16
95,0.661,0.656,0.658,0.657,0.314,0.064,0.032,0.032,16
96,0.653,0.649,0.65,0.649,0.299,0.062,0.039,0.0,16
97,0.609,0.604,0.605,0.604,0.209,0.032,0.009,0.014,16
98,0.676,0.67,0.673,0.671,0.344,0.221,0.176,0.147,8
99,0.662,0.653,0.661,0.653,0.315,0.166,0.114,0.124,8
100,0.663,0.652,0.665,0.652,0.317,0.145,0.096,0.095,8
101,0.68,0.674,0.678,0.675,0.352,0.185,0.134,0.115,8
102,0.643,0.635,0.64,0.635,0.275,0.169,0.135,0.105,8
103,0.653,0.645,0.65,0.645,0.295,0.186,0.13,0.162,8
104,0.599,0.597,0.597,0.597,0.194,0.057,0.027,0.021,8
105,0.642,0.638,0.639,0.638,0.277,0.116,0.073,0.068,8
106,0.613,0.611,0.611,0.611,0.221,0.157,0.135,0.092,8
107,0.631,0.623,0.628,0.623,0.251,0.166,0.13,0.12,8
108,0.631,0.625,0.627,0.626,0.253,0.128,0.092,0.076,8
109,0.612,0.612,0.611,0.611,0.223,0.261,0.258,0.156,8
110,0.616,0.617,0.616,0.615,0.233,0.183,0.14,0.162,8
111,0.649,0.643,0.645,0.644,0.288,0.004,0.04,0.024,9
112,0.646,0.64,0.642,0.64,0.282,0.034,0.01,0.012,9
113,0.615,0.583,0.647,0.55,0.222,0.062,0.047,0.02,9
114,0.608,0.602,0.603,0.602,0.205,0.016,0.014,0.008,9
115,0.627,0.619,0.622,0.619,0.24,0.024,0.014,0.005,9
116,0.602,0.596,0.597,0.596,0.193,0.269,0.256,0.217,9
117,0.618,0.611,0.613,0.611,0.224,0.054,0.031,0.006,9
118,0.599,0.595,0.595,0.595,0.19,0.056,0.037,0.012,9
119,0.615,0.618,0.617,0.614,0.235,0.046,0.002,0.054,9
120,0.665,0.661,0.661,0.661,0.322,0.131,0.076,0.106,17
121,0.651,0.645,0.647,0.646,0.292,0.119,0.083,0.064,17
122,0.646,0.638,0.642,0.639,0.28,0.021,0.022,0.015,17
123,0.593,0.574,0.589,0.565,0.162,0.003,0.007,0.072,17
124,0.59,0.582,0.585,0.582,0.167,0.017,0.019,0.021,17
125,0.57,0.572,0.572,0.57,0.144,0.092,0.071,0.073,17
126,0.566,0.56,0.561,0.561,0.121,0.062,0.04,0.057,17
127,0.645,0.644,0.644,0.644,0.288,0.182,0.159,0.111,15
128,0.582,0.55,0.648,0.478,0.172,0.03,0.028,0.014,15
129,0.649,0.634,0.658,0.628,0.291,0.052,0.02,0.013,15
130,0.648,0.643,0.646,0.644,0.289,0.155,0.14,0.057,15
131,0.615,0.614,0.613,0.613,0.227,0.062,0.048,0.015,15
132,0.601,0.596,0.597,0.596,0.194,0.018,0.01,0.004,15
133,0.613,0.606,0.609,0.605,0.215,0.014,0.01,0.023,15
134,0.601,0.596,0.597,0.596,0.193,0.024,0.006,0.021,15
135,0.62,0.614,0.617,0.614,0.231,0.009,0.0,0.086,15
136,0.661,0.652,0.658,0.653,0.31,0.165,0.134,0.101,14
137,0.647,0.64,0.642,0.64,0.282,0.088,0.061,0.021,14
138,0.662,0.665,0.664,0.661,0.329,0.203,0.158,0.165,14
139,0.592,0.57,0.586,0.56,0.155,0.096,0.091,0.041,14
140,0.641,0.632,0.636,0.632,0.268,0.157,0.127,0.109,14
141,0.658,0.647,0.655,0.648,0.302,0.142,0.1,0.113,14
142,0.613,0.593,0.612,0.584,0.204,0.258,0.25,0.196,14
143,0.602,0.597,0.598,0.597,0.195,0.103,0.076,0.08,14
144,0.585,0.595,0.597,0.584,0.192,0.145,0.127,0.102,14
145,0.579,0.552,0.574,0.529,0.124,0.05,0.063,0.07,14
146,0.684,0.676,0.682,0.677,0.358,0.186,0.146,0.133,10
147,0.618,0.596,0.62,0.586,0.214,0.149,0.185,0.151,10
148,0.652,0.642,0.648,0.642,0.289,0.076,0.042,0.035,10
149,0.583,0.549,0.596,0.504,0.138,0.08,0.056,0.1,10
150,0.669,0.666,0.666,0.666,0.332,0.191,0.151,0.15,10
151,0.644,0.64,0.64,0.64,0.281,0.14,0.114,0.079,10
152,0.628,0.616,0.623,0.615,0.239,0.013,0.026,0.01,10
153,0.66,0.65,0.656,0.651,0.307,0.005,0.035,0.068,10
154,0.633,0.627,0.628,0.628,0.256,0.023,0.048,0.077,10
155,0.63,0.62,0.625,0.62,0.245,0.006,0.024,0.025,10
156,0.614,0.608,0.609,0.608,0.217,0.03,0.05,0.081,10
157,0.628,0.619,0.623,0.619,0.242,0.03,0.002,0.003,10
158,0.63,0.621,0.625,0.622,0.246,0.047,0.014,0.024,10
159,0.614,0.61,0.61,0.61,0.22,0.038,0.013,0.0,10
160,0.663,0.658,0.66,0.658,0.318,0.096,0.059,0.025,11
161,0.673,0.665,0.671,0.666,0.336,0.136,0.09,0.084,11
162,0.625,0.618,0.621,0.618,0.239,0.006,0.031,0.027,11
163,0.656,0.65,0.653,0.651,0.304,0.105,0.057,0.072,11
164,0.665,0.654,0.665,0.654,0.32,0.125,0.084,0.069,11
165,0.651,0.641,0.65,0.641,0.291,0.123,0.095,0.049,11
166,0.643,0.634,0.641,0.634,0.275,0.098,0.057,0.065,11
167,0.654,0.644,0.652,0.644,0.296,0.117,0.078,0.066,11
168,0.664,0.661,0.66,0.661,0.322,0.127,0.095,0.071,13
169,0.649,0.639,0.644,0.639,0.283,0.068,0.039,0.023,13
170,0.598,0.58,0.59,0.575,0.169,0.022,0.038,0.052,13
171,0.648,0.638,0.643,0.639,0.281,0.09,0.055,0.062,13
172,0.594,0.567,0.59,0.55,0.155,0.283,0.301,0.305,13
173,0.634,0.628,0.629,0.628,0.256,0.103,0.078,0.057,13
174,0.576,0.568,0.569,0.568,0.137,0.036,0.042,0.085,13
175,0.663,0.659,0.66,0.659,0.318,0.139,0.098,0.094,12
176,0.656,0.649,0.652,0.649,0.3,0.149,0.12,0.081,12
177,0.636,0.627,0.631,0.628,0.258,0.128,0.108,0.057,12
178,0.646,0.636,0.641,0.636,0.277,0.168,0.135,0.126,12
179,0.637,0.633,0.633,0.633,0.266,0.12,0.075,0.109,12
180,0.644,0.634,0.64,0.634,0.274,0.084,0.046,0.055,12
181,0.615,0.609,0.61,0.61,0.22,0.076,0.044,0.053,12
182,0.599,0.592,0.593,0.592,0.185,0.072,0.049,0.043,12
