,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
82,0.846,0.757,0.803,0.775,0.558,0.078,0.036,0.049,8
83,0.811,0.698,0.751,0.717,0.446,0.052,0.002,0.025,8
84,0.828,0.738,0.774,0.753,0.511,0.065,0.015,0.009,8
85,0.847,0.753,0.812,0.775,0.561,0.076,0.028,0.034,17
86,0.841,0.754,0.796,0.771,0.548,0.086,0.051,0.077,17
87,0.844,0.745,0.809,0.769,0.551,0.082,0.043,0.06,17
88,0.841,0.738,0.805,0.762,0.54,0.067,0.01,0.004,17
89,0.842,0.721,0.825,0.752,0.536,0.042,0.019,0.043,17
90,0.803,0.715,0.736,0.724,0.451,0.067,0.019,0.012,17
91,0.814,0.715,0.755,0.73,0.469,0.067,0.033,0.047,17
92,0.856,0.765,0.826,0.788,0.588,0.085,0.037,0.05,16
93,0.833,0.739,0.784,0.756,0.521,0.062,0.014,0.017,16
94,0.812,0.667,0.775,0.692,0.428,0.041,0.004,0.002,16
95,0.832,0.734,0.784,0.753,0.516,0.073,0.029,0.036,16
96,0.815,0.662,0.793,0.688,0.435,0.047,0.019,0.03,16
97,0.852,0.76,0.819,0.782,0.576,0.082,0.036,0.049,14
98,0.852,0.746,0.831,0.775,0.571,0.071,0.026,0.036,14
99,0.834,0.723,0.8,0.748,0.517,0.068,0.027,0.036,14
100,0.818,0.686,0.781,0.712,0.458,0.058,0.018,0.018,14
101,0.824,0.713,0.777,0.735,0.486,0.091,0.072,0.109,14
102,0.842,0.737,0.811,0.762,0.543,0.078,0.036,0.048,14
103,0.803,0.651,0.762,0.674,0.398,0.041,0.011,0.014,14
104,0.816,0.687,0.775,0.712,0.454,0.068,0.039,0.054,14
105,0.814,0.702,0.759,0.721,0.457,0.078,0.039,0.042,14
106,0.771,0.546,0.784,0.523,0.23,0.012,0.0,0.003,14
107,0.791,0.622,0.746,0.639,0.347,0.041,0.018,0.022,14
108,0.816,0.698,0.766,0.72,0.459,0.093,0.085,0.135,14
109,0.857,0.762,0.83,0.787,0.588,0.064,0.018,0.021,15
110,0.855,0.758,0.828,0.784,0.583,0.061,0.014,0.014,15
111,0.836,0.74,0.792,0.76,0.529,0.077,0.044,0.06,15
112,0.834,0.727,0.795,0.75,0.517,0.052,0.002,0.023,15
113,0.831,0.725,0.788,0.747,0.51,0.066,0.035,0.051,15
114,0.856,0.766,0.829,0.789,0.592,0.077,0.01,0.0,11
115,0.833,0.743,0.785,0.76,0.527,0.085,0.029,0.028,11
116,0.821,0.74,0.763,0.75,0.502,0.1,0.042,0.036,11
117,0.821,0.735,0.766,0.748,0.5,0.097,0.052,0.066,11
118,0.803,0.728,0.737,0.732,0.465,0.074,0.007,0.015,11
119,0.811,0.741,0.748,0.745,0.49,0.118,0.08,0.104,11
120,0.856,0.769,0.827,0.791,0.593,0.075,0.02,0.018,10
121,0.836,0.733,0.8,0.756,0.529,0.077,0.035,0.043,10
122,0.824,0.728,0.774,0.745,0.5,0.076,0.032,0.033,10
123,0.838,0.727,0.81,0.754,0.531,0.054,0.001,0.014,10
124,0.824,0.697,0.795,0.724,0.482,0.067,0.036,0.049,10
125,0.789,0.623,0.743,0.64,0.346,0.039,0.016,0.018,10
126,0.817,0.711,0.767,0.73,0.474,0.075,0.04,0.05,12
127,0.844,0.759,0.804,0.777,0.561,0.062,0.008,0.005,12
128,0.835,0.743,0.791,0.761,0.531,0.06,0.003,0.025,12
129,0.79,0.632,0.739,0.65,0.356,0.049,0.029,0.038,12
130,0.851,0.768,0.812,0.786,0.578,0.077,0.033,0.044,13
131,0.844,0.758,0.802,0.775,0.558,0.073,0.039,0.06,13
132,0.838,0.734,0.802,0.757,0.531,0.074,0.037,0.049,13
133,0.835,0.766,0.782,0.773,0.548,0.083,0.032,0.03,13
134,0.829,0.738,0.779,0.754,0.515,0.066,0.012,0.003,13
135,0.8,0.738,0.733,0.736,0.471,0.107,0.062,0.063,13
