,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.855,0.774,0.817,0.792,0.59,0.084,0.04,0.06,18
1,0.821,0.754,0.759,0.756,0.513,0.094,0.051,0.065,18
2,0.839,0.74,0.797,0.761,0.534,0.085,0.062,0.103,18
3,0.833,0.733,0.787,0.753,0.517,0.075,0.047,0.077,18
4,0.841,0.748,0.798,0.767,0.543,0.075,0.033,0.048,18
5,0.837,0.744,0.79,0.762,0.532,0.083,0.046,0.067,18
6,0.821,0.714,0.768,0.734,0.48,0.07,0.037,0.054,18
7,0.818,0.71,0.764,0.729,0.471,0.075,0.045,0.064,18
8,0.834,0.73,0.793,0.752,0.518,0.08,0.061,0.105,18
9,0.809,0.737,0.742,0.739,0.479,0.095,0.049,0.054,18
10,0.825,0.711,0.78,0.734,0.486,0.066,0.032,0.046,18
11,0.816,0.714,0.759,0.731,0.47,0.084,0.061,0.092,18
12,0.847,0.761,0.804,0.779,0.564,0.09,0.044,0.049,19
13,0.847,0.759,0.806,0.778,0.563,0.086,0.041,0.045,19
14,0.836,0.738,0.791,0.758,0.527,0.076,0.046,0.069,19
15,0.815,0.702,0.761,0.722,0.459,0.064,0.036,0.051,19
16,0.829,0.74,0.777,0.755,0.515,0.073,0.025,0.019,19
17,0.827,0.685,0.81,0.715,0.479,0.052,0.04,0.075,19
18,0.792,0.609,0.763,0.622,0.338,0.022,0.005,0.009,19
19,0.82,0.72,0.764,0.737,0.482,0.086,0.074,0.118,19
20,0.855,0.763,0.825,0.786,0.585,0.075,0.03,0.041,6
21,0.848,0.748,0.818,0.773,0.561,0.063,0.022,0.035,6
22,0.843,0.741,0.808,0.765,0.545,0.068,0.035,0.057,6
23,0.81,0.657,0.781,0.682,0.419,0.057,0.056,0.1,6
24,0.806,0.68,0.748,0.7,0.422,0.068,0.045,0.065,6
25,0.785,0.601,0.741,0.612,0.312,0.027,0.011,0.017,6
26,0.851,0.75,0.83,0.777,0.574,0.062,0.009,0.004,7
27,0.82,0.708,0.775,0.73,0.478,0.056,0.01,0.002,7
28,0.828,0.713,0.793,0.738,0.499,0.06,0.012,0.005,7
29,0.83,0.721,0.793,0.745,0.509,0.058,0.008,0.001,7
30,0.854,0.762,0.822,0.784,0.581,0.071,0.02,0.023,5
31,0.855,0.763,0.824,0.786,0.583,0.072,0.024,0.032,5
32,0.852,0.761,0.816,0.782,0.574,0.063,0.008,0.005,5
33,0.809,0.722,0.744,0.732,0.466,0.079,0.045,0.062,5
34,0.824,0.709,0.778,0.731,0.482,0.077,0.041,0.051,5
35,0.83,0.693,0.811,0.723,0.49,0.056,0.021,0.028,5
36,0.803,0.66,0.752,0.682,0.401,0.049,0.015,0.013,5
37,0.856,0.767,0.824,0.789,0.589,0.074,0.014,0.05,4
38,0.839,0.745,0.794,0.764,0.537,0.08,0.012,0.002,4
39,0.844,0.741,0.811,0.765,0.547,0.065,0.006,0.026,4
40,0.83,0.699,0.806,0.728,0.494,0.063,0.022,0.03,4
41,0.823,0.744,0.763,0.753,0.507,0.087,0.011,0.017,4
42,0.808,0.693,0.748,0.711,0.437,0.111,0.08,0.1,4
43,0.848,0.764,0.811,0.783,0.573,0.089,0.044,0.064,0
44,0.845,0.766,0.804,0.782,0.568,0.085,0.033,0.043,0
45,0.845,0.767,0.804,0.782,0.569,0.084,0.033,0.044,0
46,0.83,0.704,0.809,0.733,0.503,0.051,0.009,0.032,0
47,0.833,0.727,0.798,0.751,0.52,0.064,0.014,0.013,0
48,0.832,0.726,0.798,0.75,0.519,0.085,0.043,0.055,0
49,0.804,0.751,0.741,0.746,0.492,0.085,0.02,0.006,0
50,0.855,0.771,0.821,0.79,0.589,0.081,0.019,0.009,1
51,0.855,0.77,0.821,0.79,0.589,0.081,0.019,0.009,1
52,0.85,0.767,0.81,0.785,0.576,0.076,0.012,0.001,1
53,0.836,0.731,0.799,0.754,0.525,0.065,0.014,0.009,1
54,0.827,0.73,0.778,0.748,0.506,0.075,0.038,0.052,1
55,0.827,0.719,0.784,0.741,0.499,0.07,0.022,0.019,1
56,0.82,0.713,0.771,0.733,0.48,0.071,0.016,0.001,1
57,0.815,0.715,0.757,0.731,0.47,0.07,0.011,0.012,1
58,0.827,0.731,0.777,0.749,0.506,0.087,0.034,0.026,1
59,0.851,0.753,0.822,0.778,0.57,0.065,0.002,0.028,3
60,0.828,0.734,0.776,0.751,0.509,0.08,0.032,0.031,3
61,0.828,0.741,0.776,0.755,0.516,0.095,0.058,0.075,3
62,0.822,0.712,0.774,0.733,0.482,0.073,0.032,0.032,3
63,0.848,0.757,0.819,0.779,0.572,0.075,0.019,0.016,2
64,0.838,0.746,0.8,0.766,0.543,0.054,0.005,0.016,2
65,0.837,0.763,0.79,0.774,0.552,0.088,0.049,0.073,2
66,0.82,0.724,0.77,0.741,0.492,0.077,0.035,0.043,2
67,0.824,0.712,0.788,0.736,0.494,0.064,0.023,0.029,2
68,0.852,0.754,0.821,0.778,0.57,0.07,0.023,0.028,9
69,0.829,0.746,0.773,0.757,0.518,0.084,0.04,0.048,9
70,0.841,0.763,0.79,0.775,0.552,0.081,0.042,0.063,9
71,0.827,0.704,0.79,0.73,0.487,0.042,0.008,0.021,9
72,0.82,0.709,0.767,0.729,0.472,0.066,0.029,0.037,9
73,0.821,0.734,0.761,0.745,0.494,0.086,0.056,0.08,9
74,0.806,0.737,0.738,0.738,0.475,0.071,0.016,0.003,9
75,0.78,0.583,0.734,0.587,0.279,0.013,0.009,0.018,9
76,0.848,0.764,0.804,0.781,0.567,0.077,0.031,0.041,8
77,0.849,0.766,0.806,0.783,0.571,0.086,0.05,0.074,8
78,0.845,0.759,0.8,0.775,0.557,0.08,0.031,0.033,8
79,0.844,0.746,0.805,0.768,0.547,0.065,0.016,0.015,8
80,0.84,0.74,0.799,0.761,0.536,0.066,0.013,0.004,8
81,0.843,0.731,0.814,0.758,0.539,0.046,0.015,0.038,8
