,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
70,0.591,0.579,0.584,0.578,0.163,0.068,0.069,0.014,12
71,0.639,0.638,0.637,0.637,0.275,0.243,0.229,0.193,12
72,0.612,0.603,0.606,0.603,0.21,0.042,0.027,0.027,12
73,0.596,0.6,0.6,0.596,0.2,0.151,0.135,0.148,12
74,0.559,0.513,0.58,0.405,0.064,0.021,0.019,0.022,12
75,0.655,0.653,0.652,0.652,0.305,0.125,0.106,0.063,10
76,0.652,0.641,0.648,0.641,0.289,0.127,0.11,0.063,10
77,0.665,0.653,0.663,0.653,0.316,0.162,0.14,0.118,10
78,0.563,0.525,0.562,0.459,0.078,0.022,0.027,0.024,10
79,0.639,0.626,0.635,0.625,0.261,0.057,0.042,0.002,10
80,0.659,0.649,0.655,0.649,0.304,0.118,0.098,0.067,10
81,0.662,0.65,0.66,0.65,0.31,0.153,0.128,0.123,10
82,0.654,0.644,0.651,0.644,0.295,0.086,0.066,0.036,10
83,0.599,0.574,0.599,0.557,0.171,0.085,0.098,0.102,10
84,0.641,0.628,0.638,0.627,0.266,0.052,0.036,0.002,10
85,0.624,0.618,0.619,0.618,0.237,0.097,0.079,0.065,10
86,0.616,0.584,0.653,0.549,0.226,0.08,0.071,0.035,10
87,0.669,0.659,0.669,0.659,0.328,0.149,0.137,0.068,11
88,0.652,0.642,0.651,0.642,0.293,0.088,0.075,0.027,11
89,0.653,0.643,0.652,0.643,0.295,0.093,0.08,0.033,11
90,0.62,0.607,0.618,0.604,0.224,0.026,0.037,0.065,11
91,0.627,0.624,0.624,0.624,0.248,0.059,0.05,0.003,11
92,0.618,0.608,0.614,0.607,0.221,0.15,0.141,0.1,11
93,0.551,0.508,0.665,0.374,0.073,0.004,0.003,0.003,11
94,0.651,0.643,0.651,0.642,0.294,0.191,0.173,0.113,19
95,0.657,0.654,0.655,0.655,0.31,0.143,0.12,0.069,19
96,0.653,0.643,0.654,0.642,0.297,0.129,0.106,0.074,19
97,0.643,0.635,0.644,0.633,0.278,0.114,0.091,0.067,19
98,0.614,0.612,0.612,0.612,0.225,0.091,0.073,0.04,19
99,0.63,0.622,0.629,0.621,0.251,0.105,0.084,0.063,19
100,0.588,0.591,0.591,0.588,0.183,0.091,0.071,0.091,19
101,0.63,0.619,0.631,0.616,0.25,0.136,0.124,0.045,19
102,0.616,0.614,0.614,0.614,0.228,0.114,0.092,0.092,19
103,0.556,0.526,0.58,0.444,0.091,0.06,0.057,0.044,19
104,0.643,0.641,0.642,0.641,0.282,0.147,0.132,0.068,18
105,0.611,0.607,0.609,0.606,0.215,0.125,0.112,0.075,18
106,0.632,0.623,0.634,0.62,0.257,0.103,0.087,0.046,18
107,0.611,0.605,0.609,0.604,0.214,0.165,0.152,0.118,18
108,0.643,0.637,0.644,0.635,0.281,0.125,0.107,0.062,18
109,0.628,0.623,0.626,0.622,0.249,0.117,0.098,0.083,18
110,0.639,0.642,0.643,0.639,0.285,0.169,0.145,0.142,18
111,0.537,0.511,0.538,0.415,0.04,0.042,0.043,0.022,18
112,0.621,0.616,0.62,0.615,0.236,0.047,0.03,0.003,18
113,0.655,0.647,0.648,0.647,0.294,0.187,0.166,0.125,7
114,0.65,0.642,0.643,0.642,0.284,0.143,0.118,0.099,7
115,0.65,0.638,0.642,0.639,0.28,0.179,0.163,0.107,7
116,0.6,0.547,0.626,0.489,0.153,0.028,0.027,0.016,7
117,0.612,0.611,0.609,0.608,0.219,0.148,0.132,0.101,7
118,0.628,0.616,0.619,0.616,0.235,0.146,0.127,0.108,7
119,0.661,0.654,0.654,0.654,0.308,0.146,0.122,0.085,7
120,0.612,0.607,0.606,0.606,0.213,0.113,0.101,0.052,7
121,0.614,0.624,0.624,0.614,0.248,0.13,0.097,0.134,7
122,0.665,0.66,0.662,0.661,0.322,0.18,0.147,0.119,6
123,0.587,0.556,0.624,0.502,0.167,0.024,0.014,0.009,6
124,0.665,0.661,0.662,0.661,0.323,0.155,0.124,0.082,6
125,0.588,0.593,0.593,0.588,0.186,0.122,0.1,0.108,6
126,0.587,0.574,0.582,0.568,0.156,0.013,0.032,0.026,6
127,0.646,0.646,0.645,0.645,0.292,0.1,0.069,0.045,6
128,0.654,0.639,0.663,0.633,0.3,0.108,0.081,0.046,6
129,0.597,0.601,0.6,0.597,0.201,0.513,0.498,0.484,6
130,0.561,0.521,0.673,0.405,0.121,0.032,0.031,0.008,6
131,0.57,0.539,0.584,0.484,0.115,0.004,0.002,0.028,6
132,0.665,0.66,0.663,0.66,0.323,0.206,0.179,0.134,4
133,0.666,0.666,0.665,0.665,0.33,0.208,0.174,0.156,4
134,0.639,0.635,0.636,0.635,0.27,0.102,0.075,0.052,4
135,0.661,0.656,0.658,0.656,0.314,0.178,0.146,0.136,4
136,0.608,0.581,0.665,0.535,0.231,0.063,0.051,0.008,4
137,0.611,0.606,0.608,0.606,0.214,0.113,0.091,0.078,4
138,0.619,0.606,0.62,0.601,0.226,0.125,0.107,0.075,4
139,0.606,0.581,0.635,0.549,0.209,0.133,0.159,0.121,4
140,0.581,0.556,0.599,0.515,0.148,0.075,0.066,0.044,4
141,0.67,0.666,0.668,0.666,0.334,0.159,0.141,0.077,5
142,0.653,0.645,0.653,0.644,0.298,0.142,0.125,0.074,5
143,0.628,0.629,0.628,0.628,0.258,0.186,0.169,0.145,5
144,0.621,0.615,0.618,0.615,0.233,0.063,0.048,0.024,5
145,0.665,0.656,0.667,0.655,0.322,0.126,0.103,0.086,5
146,0.553,0.523,0.561,0.448,0.074,0.018,0.016,0.06,5
147,0.599,0.597,0.597,0.597,0.193,0.174,0.16,0.128,1
148,0.616,0.61,0.615,0.608,0.225,0.152,0.14,0.068,1
149,0.642,0.63,0.659,0.619,0.287,0.221,0.208,0.12,1
150,0.632,0.621,0.642,0.612,0.262,0.074,0.056,0.017,1
151,0.646,0.636,0.656,0.63,0.291,0.169,0.152,0.081,1
152,0.569,0.548,0.611,0.484,0.146,0.047,0.04,0.022,1
153,0.603,0.608,0.609,0.603,0.217,0.181,0.165,0.128,0
154,0.639,0.633,0.639,0.632,0.272,0.154,0.134,0.091,0
155,0.663,0.66,0.662,0.66,0.322,0.158,0.136,0.065,0
156,0.6,0.598,0.598,0.598,0.195,0.146,0.133,0.094,0
157,0.537,0.517,0.53,0.467,0.045,0.247,0.261,0.199,0
158,0.631,0.624,0.632,0.621,0.255,0.07,0.052,0.007,0
159,0.611,0.606,0.609,0.605,0.215,0.112,0.094,0.072,0
160,0.626,0.621,0.624,0.621,0.245,0.174,0.151,0.152,0
161,0.641,0.635,0.641,0.634,0.276,0.069,0.048,0.001,0
162,0.571,0.573,0.573,0.571,0.146,0.065,0.056,0.014,0
163,0.54,0.511,0.605,0.385,0.069,0.002,0.006,0.006,0
164,0.655,0.648,0.65,0.648,0.298,0.176,0.152,0.127,2
165,0.653,0.645,0.648,0.646,0.293,0.199,0.172,0.166,2
166,0.622,0.599,0.626,0.588,0.223,0.024,0.04,0.063,2
167,0.64,0.631,0.635,0.631,0.266,0.187,0.167,0.141,2
168,0.635,0.625,0.63,0.625,0.255,0.192,0.165,0.18,2
169,0.634,0.626,0.629,0.626,0.255,0.109,0.086,0.076,2
170,0.609,0.59,0.606,0.583,0.195,0.225,0.216,0.174,2
171,0.592,0.565,0.591,0.545,0.154,0.103,0.096,0.064,2
172,0.584,0.542,0.633,0.469,0.15,0.054,0.048,0.038,2
173,0.664,0.655,0.663,0.655,0.319,0.212,0.181,0.159,3
174,0.653,0.648,0.65,0.648,0.298,0.148,0.108,0.146,3
175,0.62,0.619,0.619,0.619,0.238,0.158,0.128,0.148,3
176,0.563,0.528,0.614,0.435,0.112,0.005,0.003,0.03,3
177,0.655,0.647,0.654,0.647,0.301,0.216,0.183,0.184,3
178,0.574,0.577,0.577,0.574,0.154,0.566,0.557,0.544,3
179,0.57,0.546,0.571,0.515,0.114,0.115,0.103,0.116,3
180,0.576,0.557,0.573,0.541,0.129,0.175,0.193,0.177,3
181,0.626,0.61,0.63,0.603,0.239,0.143,0.123,0.092,3
