gen,nevals,avg,std,min,max
0,50,[0.6674  0.21422],[0.01162583 0.03721091],[0.635 0.129],[0.69  0.281]
1,4,[0.671  0.2156],[0.01       0.02996398],[0.654 0.175],[0.682 0.251]
2,4,[0.6716 0.2028],[0.01121784 0.01416192],[0.65  0.178],[0.682 0.22 ]
3,3,[0.6706 0.2134],[0.00484149 0.01063203],[0.661 0.198],[0.674 0.231]
4,5,[0.6652 0.2086],[0.00970361 0.0184239 ],[0.654 0.185],[0.679 0.237]
5,3,[0.657  0.2082],[0.00063246 0.01945662],[0.656 0.171],[0.658 0.226]
6,4,[0.6552 0.2144],[0.00624179 0.04913492],[0.646 0.151],[0.663 0.279]
7,4,[0.6586 0.2304],[0.0032619  0.01571751],[0.654 0.211],[0.664 0.259]
8,4,[0.6542 0.2116],[0.00411825 0.05237022],[0.648 0.158],[0.661 0.31 ]
9,4,[0.6514 0.1766],[0.00431741 0.02162036],[0.645 0.147],[0.657 0.205]
10,5,[0.6544 0.2022],[0.01473228 0.0144969 ],[0.642 0.182],[0.683 0.221]
11,5,[0.65   0.1822],[0.01244186 0.03298121],[0.64  0.119],[0.674 0.209]
12,4,[0.6604 0.1932],[0.01462327 0.03904049],[0.641 0.119],[0.683 0.235]
13,2,[0.6522 0.1754],[0.00897552 0.04954836],[0.641 0.119],[0.665 0.235]
14,5,[0.6538 0.2   ],[0.00856505 0.0275681 ],[0.647 0.154],[0.67  0.237]
15,5,[0.654  0.1862],[0.00374166 0.02548254],[0.647 0.146],[0.658 0.215]
16,4,[0.6504 0.1802],[0.00598665 0.01251239],[0.645 0.163],[0.661 0.195]
17,5,[0.6524 0.1844],[0.01180847 0.03417367],[0.641 0.141],[0.672 0.239]
18,4,[0.6724 0.2154],[0.01040385 0.03390339],[0.66  0.172],[0.685 0.246]
19,3,[0.6756 0.245 ],[0.00615142 0.00857904],[0.666 0.232],[0.685 0.259]
20,3,[0.6784 0.2292],[0.00826075 0.02290327],[0.665 0.187],[0.688 0.254]
21,4,[0.6738 0.2506],[0.00649307 0.03091019],[0.663 0.203],[0.683 0.284]
22,4,[0.6786 0.268 ],[0.0094361  0.02901724],[0.663 0.225],[0.688 0.308]
23,5,[0.6788 0.2424],[0.00870402 0.03310952],[0.662 0.197],[0.687 0.298]
24,4,[0.685  0.2436],[0.01181524 0.0341444 ],[0.662 0.197],[0.695 0.288]
25,2,[0.6784 0.2294],[0.01148216 0.02055821],[0.662 0.197],[0.689 0.255]
