gen,nevals,avg,std,min,max
0,50,[0.6542  0.19732],[0.01640853 0.04519842],[0.618 0.084],[0.687 0.305]
1,5,[0.6548 0.1872],[0.01337759 0.03958485],[0.639 0.143],[0.676 0.251]
2,4,[0.659  0.2076],[0.01451895 0.03165817],[0.633 0.173],[0.676 0.251]
3,5,[0.6564 0.2256],[0.00958332 0.02709686],[0.639 0.204],[0.667 0.277]
4,4,[0.6612 0.216 ],[0.00597997 0.02029778],[0.653 0.191],[0.668 0.253]
5,4,[0.6578 0.1898],[0.01168589 0.02967423],[0.64  0.133],[0.671 0.215]
6,4,[0.664  0.2006],[0.00993982 0.01177455],[0.645 0.181],[0.674 0.215]
7,5,[0.6638 0.2422],[0.00381576 0.03460867],[0.659 0.178],[0.67  0.276]
8,4,[0.6636 0.188 ],[0.00272764 0.03775712],[0.659 0.134],[0.666 0.244]
9,5,[0.6624 0.2126],[0.00366606 0.02685964],[0.657 0.184],[0.667 0.259]
10,5,[0.6594 0.1856],[0.01220819 0.03969181],[0.636 0.127],[0.669 0.238]
11,4,[0.6672 0.224 ],[0.00444522 0.02657066],[0.659 0.191],[0.672 0.257]
12,5,[0.6658 0.2002],[0.00430813 0.04847432],[0.66 0.12],[0.671 0.25 ]
13,3,[0.6684 0.2014],[0.0032619  0.02882083],[0.662 0.176],[0.671 0.247]
14,4,[0.6658 0.176 ],[0.00370945 0.02339231],[0.659 0.142],[0.669 0.211]
15,5,[0.6616 0.1794],[0.00700286 0.05483648],[0.648 0.11 ],[0.668 0.259]
16,5,[0.6652 0.2228],[0.0056356  0.07227558],[0.655 0.086],[0.672 0.29 ]
17,4,[0.6556 0.2468],[0.01575563 0.0504357 ],[0.625 0.149],[0.666 0.29 ]
18,5,[0.6576 0.2234],[0.01935562 0.04574975],[0.622 0.147],[0.673 0.275]
19,3,[0.663  0.2644],[0.0129769  0.04629298],[0.638 0.187],[0.673 0.32 ]
20,4,[0.6678 0.2226],[0.00370945 0.04544271],[0.662 0.158],[0.672 0.297]
21,4,[0.6672 0.2328],[0.00248193 0.02497519],[0.665 0.196],[0.672 0.261]
22,3,[0.6638 0.2198],[0.00421426 0.03020199],[0.656 0.172],[0.668 0.244]
23,5,[0.67   0.2542],[0.00442719 0.04596694],[0.662 0.184],[0.675 0.326]
24,5,[0.667 0.254],[0.00309839 0.01597498],[0.662 0.227],[0.67  0.277]
25,4,[0.668  0.2096],[0.00328634 0.03818167],[0.663 0.166],[0.672 0.258]
