gen,nevals,avg,std,min,max
0,50,[0.65746 0.23948],[0.01503491 0.05379526],[0.621 0.139],[0.69  0.356]
1,5,[0.6628 0.237 ],[0.01468877 0.04936801],[0.64  0.186],[0.683 0.305]
2,3,[0.664  0.2394],[0.01411382 0.03087135],[0.64  0.188],[0.683 0.285]
3,4,[0.6596 0.251 ],[0.0063435  0.03221801],[0.654 0.217],[0.671 0.304]
4,5,[0.6656 0.2432],[0.00567803 0.0456526 ],[0.658 0.196],[0.672 0.328]
5,3,[0.6634 0.2654],[0.00668132 0.05937542],[0.652 0.204],[0.672 0.345]
6,3,[0.6618 0.2496],[0.00627375 0.04097121],[0.656 0.207],[0.672 0.328]
7,4,[0.66   0.2358],[0.00657267 0.02262211],[0.654 0.207],[0.672 0.262]
8,5,[0.6512 0.2228],[0.0152368  0.04014673],[0.623 0.172],[0.669 0.289]
9,3,[0.6506 0.218 ],[0.01518684 0.03606106],[0.623 0.172],[0.669 0.261]
10,4,[0.6532 0.2782],[0.0064622  0.04112128],[0.642 0.196],[0.661 0.301]
11,2,[0.6538 0.2496],[0.00324962 0.04215495],[0.649 0.196],[0.657 0.299]
12,4,[0.6596 0.322 ],[0.00697424 0.04384062],[0.651 0.283],[0.668 0.404]
13,4,[0.655  0.2694],[0.02019901 0.05239695],[0.626 0.218],[0.68 0.36]
14,5,[0.6508 0.2414],[0.00685274 0.01790642],[0.64  0.216],[0.661 0.261]
15,4,[0.654  0.2814],[0.01387083 0.05950664],[0.633 0.199],[0.672 0.344]
16,3,[0.6512 0.3026],[0.01060943 0.04674441],[0.633 0.241],[0.666 0.344]
17,4,[0.6592 0.2496],[0.00541849 0.04291666],[0.652 0.192],[0.665 0.311]
18,4,[0.6376 0.2014],[0.02088636 0.07615668],[0.599 0.055],[0.654 0.27 ]
19,4,[0.6466 0.2622],[0.01962244 0.06145047],[0.613 0.174],[0.668 0.343]
20,4,[0.653  0.2648],[0.02456827 0.03901487],[0.611 0.188],[0.674 0.291]
21,4,[0.6398 0.2464],[0.01942576 0.07226784],[0.603 0.151],[0.658 0.359]
22,5,[0.644  0.1796],[0.02295212 0.02528715],[0.61 0.13],[0.671 0.198]
23,3,[0.6238 0.1876],[0.0224     0.04164901],[0.59 0.13],[0.654 0.259]
24,3,[0.6302 0.218 ],[0.02216664 0.04751842],[0.59  0.172],[0.654 0.294]
25,5,[0.6366 0.2022],[0.01443052 0.03796525],[0.612 0.152],[0.653 0.253]
