gen,nevals,avg,std,min,max
0,50,[0.65402 0.20916],[0.01452927 0.04681981],[0.62  0.087],[0.679 0.331]
1,4,[0.66   0.2098],[0.013755   0.02279825],[0.647 0.181],[0.68  0.245]
2,4,[0.6632 0.2122],[0.01474313 0.04471868],[0.642 0.16 ],[0.68  0.279]
3,4,[0.6556 0.1886],[0.02238392 0.05343632],[0.618 0.092],[0.68  0.239]
4,2,[0.6548 0.1972],[0.02160926 0.06156428],[0.618 0.092],[0.679 0.272]
5,5,[0.6608 0.1878],[0.02348106 0.02646809],[0.619 0.156],[0.682 0.234]
6,4,[0.6616 0.169 ],[0.01502797 0.03523067],[0.644 0.115],[0.68  0.215]
7,5,[0.6606 0.2058],[0.00873155 0.04507505],[0.647 0.147],[0.673 0.264]
8,5,[0.6552 0.175 ],[0.01364405 0.03447318],[0.634 0.145],[0.668 0.241]
9,4,[0.6534 0.1652],[0.01070701 0.01977271],[0.639 0.129],[0.666 0.186]
10,5,[0.6554 0.1798],[0.01566652 0.00248193],[0.632 0.177],[0.671 0.184]
11,4,[0.6546 0.1516],[0.01059434 0.03028267],[0.642 0.101],[0.67  0.181]
12,3,[0.664  0.1638],[0.00596657 0.01761136],[0.653 0.131],[0.67  0.181]
13,4,[0.6628 0.187 ],[0.01343726 0.02439672],[0.636 0.162],[0.671 0.226]
14,3,[0.6726 0.21  ],[0.00241661 0.02325511],[0.67  0.176],[0.677 0.244]
15,4,[0.6722 0.2206],[0.00263818 0.01248359],[0.667 0.2  ],[0.674 0.236]
16,5,[0.6696 0.2206],[0.00387814 0.02496077],[0.664 0.197],[0.674 0.251]
17,3,[0.667  0.2212],[0.00576194 0.02776617],[0.657 0.192],[0.674 0.258]
18,5,[0.6576 0.228 ],[0.0164997  0.02732764],[0.628 0.195],[0.674 0.275]
19,5,[0.6556 0.228 ],[0.01935562 0.0239583 ],[0.63  0.202],[0.673 0.266]
20,4,[0.668  0.2356],[0.00846168 0.02003597],[0.652 0.203],[0.675 0.266]
21,3,[0.6662 0.2184],[0.00830422 0.06326326],[0.652 0.117],[0.675 0.293]
22,3,[0.6614 0.1756],[0.01332066 0.05045632],[0.642 0.117],[0.679 0.237]
23,5,[0.6486 0.136 ],[0.01232234 0.03850195],[0.634 0.069],[0.663 0.179]
24,4,[0.6556 0.1588],[0.0095205  0.06811285],[0.643 0.069],[0.67  0.243]
25,5,[0.6596 0.1704],[0.00976934 0.04706846],[0.642 0.129],[0.668 0.258]
