gen,nevals,avg,std,min,max
0,50,[0.654   0.19754],[0.01629847 0.04277018],[0.581 0.112],[0.676 0.299]
1,5,[0.6568 0.2052],[0.00842378 0.01684518],[0.645 0.181],[0.666 0.233]
2,4,[0.6536 0.1998],[0.01256344 0.02067269],[0.634 0.167],[0.668 0.228]
3,4,[0.6532 0.1972],[0.00746726 0.02359152],[0.648 0.163],[0.668 0.228]
4,5,[0.6588 0.1932],[0.00263818 0.02159074],[0.657 0.168],[0.664 0.232]
5,5,[0.66   0.1928],[0.00678233 0.01797109],[0.651 0.16 ],[0.67  0.214]
6,3,[0.6612 0.191 ],[0.00577581 0.02233383],[0.651 0.16 ],[0.668 0.221]
7,3,[0.654  0.2146],[0.00723878 0.03761702],[0.646 0.172],[0.665 0.282]
8,3,[0.6592 0.2252],[0.00541849 0.03536891],[0.65  0.176],[0.667 0.282]
9,2,[0.6588 0.1992],[0.00483322 0.03235676],[0.653 0.15 ],[0.667 0.241]
10,5,[0.6562 0.185 ],[0.01581645 0.05996332],[0.627 0.107],[0.674 0.273]
11,4,[0.6598 0.2198],[0.00886341 0.0301556 ],[0.65  0.179],[0.674 0.273]
12,5,[0.6562 0.1848],[0.00348712 0.01971193],[0.651 0.148],[0.661 0.202]
13,4,[0.651 0.193],[0.01019804 0.0274372 ],[0.631 0.146],[0.659 0.22 ]
14,5,[0.65   0.1894],[0.00695701 0.01552546],[0.638 0.161],[0.659 0.204]
15,3,[0.6596 0.1944],[0.0095205  0.01771553],[0.649 0.166],[0.674 0.216]
16,4,[0.6582 0.2032],[0.00318748 0.01749743],[0.652 0.18 ],[0.661 0.234]
17,4,[0.6676 0.2296],[0.00665132 0.02423716],[0.661 0.206],[0.68  0.274]
18,4,[0.6658 0.222 ],[0.01140877 0.05015177],[0.645 0.15 ],[0.679 0.29 ]
19,5,[0.6666 0.2208],[0.01063203 0.05049515],[0.653 0.159],[0.68  0.302]
20,5,[0.6712 0.2128],[0.00511468 0.02743283],[0.664 0.188],[0.678 0.257]
21,4,[0.6722 0.226 ],[0.00386782 0.03029851],[0.667 0.172],[0.678 0.266]
22,4,[0.6744 0.2238],[0.00397995 0.04919919],[0.667 0.148],[0.679 0.291]
23,4,[0.6694 0.2184],[0.00553534 0.04628002],[0.661 0.136],[0.676 0.26 ]
24,4,[0.6712 0.2044],[0.00331059 0.02249089],[0.667 0.172],[0.676 0.241]
25,5,[0.6728 0.2182],[0.00957914 0.041233  ],[0.66  0.144],[0.683 0.262]
