gen,nevals,avg,std,min,max
0,50,[0.85166 0.20776],[0.00605842 0.01570167],[0.84  0.182],[0.862 0.238]
1,3,[0.85   0.2032],[0.00641872 0.01373172],[0.844 0.188],[0.862 0.223]
2,3,[0.8484 0.2088],[0.0063435  0.01433039],[0.844 0.188],[0.861 0.223]
3,5,[0.8442 0.2006],[0.00426146 0.02309632],[0.836 0.178],[0.847 0.233]
4,4,[0.8454 0.195 ],[0.00185472 0.01974842],[0.842 0.171],[0.847 0.224]
5,5,[0.847  0.1992],[0.00126491 0.0244082 ],[0.845 0.178],[0.849 0.231]
6,5,[0.848 0.202],[0.00268328 0.0153753 ],[0.845 0.18 ],[0.853 0.216]
7,5,[0.8468 0.2048],[0.0031241  0.01998399],[0.845 0.181],[0.853 0.229]
8,4,[0.8438 0.2024],[0.0024     0.02013554],[0.84  0.178],[0.846 0.228]
9,4,[0.8454 0.1936],[0.00224499 0.01670449],[0.841 0.178],[0.847 0.215]
10,4,[0.8448 0.199 ],[0.00391918 0.01621111],[0.837 0.177],[0.847 0.219]
11,4,[0.8428 0.2108],[0.00365513 0.01994392],[0.837 0.171],[0.846 0.223]
12,4,[0.8448 0.2126],[0.0040694  0.01946895],[0.839 0.174],[0.851 0.226]
13,5,[0.8482 0.1994],[0.00278568 0.01868261],[0.845 0.171],[0.852 0.215]
14,3,[0.848  0.2022],[0.00316228 0.0222027 ],[0.843 0.172],[0.852 0.234]
15,5,[0.8478 0.2084],[0.00426146 0.02477579],[0.842 0.163],[0.855 0.237]
16,4,[0.8474 0.2056],[0.00361109 0.02742699],[0.842 0.164],[0.853 0.243]
17,4,[0.8468 0.21  ],[0.00256125 0.02135416],[0.843 0.171],[0.851 0.232]
18,3,[0.85  0.219],[0.0060663  0.01291511],[0.843 0.202],[0.861 0.232]
19,3,[0.8558 0.2058],[0.00617738 0.00541849],[0.846 0.201],[0.861 0.215]
20,5,[0.8546 0.2128],[0.00652993 0.00426146],[0.848 0.206],[0.863 0.219]
21,5,[0.8528 0.2076],[0.00376298 0.01423517],[0.85  0.192],[0.86 0.23]
22,3,[0.8512 0.194 ],[0.00503587 0.01387083],[0.847 0.171],[0.861 0.213]
23,4,[0.8552 0.215 ],[0.0056356  0.01528398],[0.847 0.202],[0.862 0.241]
24,3,[0.8554 0.2092],[0.00618385 0.01325745],[0.845 0.191],[0.862 0.23 ]
25,4,[0.8542 0.2118],[0.0051923  0.00611228],[0.849 0.204],[0.863 0.219]
