gen,nevals,avg,std,min,max
0,50,[0.84916 0.21012],[0.00619471 0.01573104],[0.836 0.183],[0.86 0.24]
1,5,[0.8496 0.1988],[0.00412795 0.01505191],[0.845 0.177],[0.855 0.216]
2,4,[0.8488 0.1966],[0.00278568 0.01374918],[0.846 0.175],[0.854 0.216]
3,5,[0.8494 0.202 ],[0.00372022 0.01722788],[0.846 0.173],[0.856 0.221]
4,3,[0.85   0.2102],[0.00328634 0.01083328],[0.847 0.197],[0.856 0.222]
5,2,[0.8472 0.2166],[0.00146969 0.00492341],[0.846 0.209],[0.85  0.222]
6,5,[0.8444 0.2232],[0.00205913 0.00624179],[0.841 0.215],[0.847 0.234]
7,5,[0.8426 0.2164],[0.00412795 0.00475815],[0.835 0.209],[0.847 0.222]
8,4,[0.842  0.2138],[0.0043359  0.00337046],[0.835 0.21 ],[0.847 0.22 ]
9,5,[0.8446 0.2206],[0.00427083 0.0063435 ],[0.837 0.216],[0.85  0.233]
10,4,[0.8426 0.221 ],[0.00560714 0.01191638],[0.836 0.201],[0.849 0.233]
11,3,[0.8426 0.2268],[0.00349857 0.00879545],[0.839 0.214],[0.849 0.24 ]
12,5,[0.842 0.223],[0.00228035 0.01073313],[0.838 0.205],[0.844 0.235]
13,5,[0.8438 0.2214],[0.00278568 0.00682935],[0.839 0.215],[0.847 0.232]
14,5,[0.84   0.2302],[0.00126491 0.00798499],[0.838 0.223],[0.842 0.243]
15,4,[0.841  0.2274],[0.00303315 0.00714423],[0.839 0.218],[0.847 0.236]
16,4,[0.842  0.2248],[0.00316228 0.0044    ],[0.838 0.22 ],[0.846 0.231]
17,3,[0.8412 0.2274],[0.00146969 0.00349857],[0.839 0.222],[0.843 0.232]
18,4,[0.8364 0.22  ],[0.00287054 0.00632456],[0.834 0.211],[0.842 0.229]
19,5,[0.8378 0.2308],[0.00248193 0.00988737],[0.835 0.221],[0.841 0.249]
20,3,[0.8372 0.2212],[0.00193907 0.00893085],[0.835 0.206],[0.84  0.234]
21,4,[0.836  0.2184],[0.00167332 0.00741889],[0.834 0.209],[0.838 0.229]
22,5,[0.836  0.2162],[0.0034641  0.01235152],[0.832 0.193],[0.841 0.226]
23,5,[0.8386 0.228 ],[0.00293939 0.0043359 ],[0.835 0.221],[0.843 0.232]
24,2,[0.8372 0.2314],[0.00299333 0.00307246],[0.835 0.228],[0.843 0.237]
25,3,[0.8396 0.2294],[0.00300666 0.00412795],[0.836 0.225],[0.844 0.237]
