gen,nevals,avg,std,min,max
0,50,[0.84922 0.19872],[0.00577682 0.01836958],[0.834 0.167],[0.857 0.227]
1,4,[0.8514 0.1848],[0.0032619  0.01062826],[0.847 0.172],[0.855 0.196]
2,4,[0.853  0.1806],[0.00063246 0.00840476],[0.852 0.173],[0.854 0.196]
3,5,[0.8536 0.1764],[0.00135647 0.00402989],[0.851 0.173],[0.855 0.184]
4,5,[0.8512 0.1904],[0.00381576 0.01243543],[0.844 0.174],[0.855 0.203]
5,5,[0.8508 0.1926],[0.00354401 0.02033322],[0.846 0.177],[0.854 0.227]
6,5,[0.85   0.1962],[0.00352136 0.01875527],[0.845 0.174],[0.854 0.219]
7,4,[0.8506 0.1916],[0.00355528 0.01813946],[0.845 0.173],[0.854 0.219]
8,5,[0.8514 0.1898],[0.00287054 0.01460685],[0.847 0.173],[0.855 0.208]
9,5,[0.8492 0.1946],[0.00396989 0.01693045],[0.843 0.173],[0.854 0.21 ]
10,3,[0.8496 0.1938],[0.00412795 0.01799333],[0.843 0.175],[0.854 0.219]
11,4,[0.8504 0.1832],[0.00412795 0.0167021 ],[0.845 0.17 ],[0.855 0.216]
12,5,[0.8478 0.1968],[0.0065238  0.01879787],[0.837 0.173],[0.854 0.216]
13,5,[0.8522 0.1868],[0.00365513 0.01904101],[0.845 0.173],[0.855 0.223]
14,3,[0.8528 0.185 ],[0.00248193 0.01512614],[0.848 0.173],[0.855 0.213]
15,5,[0.8526 0.1846],[0.00149666 0.00989141],[0.85  0.175],[0.854 0.201]
16,3,[0.8522 0.1836],[0.00263818 0.01044222],[0.847 0.175],[0.854 0.204]
17,3,[0.853  0.1854],[0.00154919 0.01103812],[0.85  0.175],[0.854 0.204]
18,3,[0.8522 0.1964],[0.00222711 0.01654811],[0.849 0.176],[0.854 0.213]
19,3,[0.8504 0.2064],[0.0032     0.01833685],[0.846 0.176],[0.854 0.233]
20,4,[0.8512 0.202 ],[0.00172047 0.01346105],[0.849 0.176],[0.854 0.214]
21,2,[0.8512 0.2068],[0.00116619 0.00685274],[0.849 0.196],[0.852 0.214]
22,5,[0.8492 0.209 ],[0.00213542 0.01240967],[0.846 0.191],[0.852 0.224]
23,5,[0.8488 0.21  ],[0.00271293 0.00748331],[0.846 0.202],[0.853 0.224]
24,4,[0.849  0.2062],[0.00219089 0.01151347],[0.846 0.19 ],[0.852 0.224]
25,4,[0.8472 0.2142],[0.00248193 0.01223765],[0.845 0.192],[0.852 0.224]
