accuracy,recall,precision,f1,mcc,spd,aod,eod
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.647,0.665,0.636,0.625,0.3,0.083,0.173,0.141
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.687,0.69,0.659,0.659,0.347,0.039,0.064,0.006
0.693,0.688,0.659,0.661,0.346,0.063,0.036,0.027
0.743,0.674,0.683,0.678,0.357,0.094,0.009,0.035
0.723,0.66,0.661,0.661,0.321,0.069,0.007,0.002
0.737,0.669,0.676,0.672,0.345,0.086,0.003,0.024
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.743,0.671,0.683,0.676,0.353,0.102,0.02,0.041
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.7,0.692,0.664,0.667,0.355,0.093,0.012,0.076
0.693,0.688,0.659,0.661,0.346,0.063,0.036,0.027
0.707,0.697,0.669,0.673,0.365,0.101,0.006,0.087
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.68,0.685,0.654,0.653,0.338,0.03,0.07,0.005
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.67,0.682,0.65,0.645,0.33,0.009,0.089,0.027
0.68,0.682,0.652,0.651,0.332,0.039,0.058,0.0
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.68,0.685,0.654,0.653,0.338,0.012,0.115,0.043
0.677,0.683,0.652,0.65,0.334,0.026,0.072,0.011
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.683,0.691,0.659,0.657,0.348,0.005,0.097,0.043
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.753,0.681,0.696,0.687,0.376,0.107,0.017,0.051
0.693,0.688,0.659,0.661,0.346,0.063,0.036,0.027
0.707,0.697,0.669,0.673,0.365,0.101,0.006,0.087
0.697,0.69,0.661,0.664,0.35,0.068,0.033,0.033
0.693,0.688,0.659,0.661,0.346,0.063,0.036,0.027
0.707,0.697,0.669,0.673,0.365,0.101,0.006,0.087
0.73,0.668,0.669,0.669,0.338,0.048,0.032,0.03
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.737,0.669,0.676,0.672,0.345,0.086,0.003,0.024
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.743,0.674,0.683,0.678,0.357,0.094,0.009,0.035
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.683,0.681,0.652,0.653,0.331,0.093,0.007,0.087
0.677,0.683,0.652,0.65,0.334,0.026,0.072,0.011
0.693,0.688,0.659,0.661,0.346,0.063,0.036,0.027
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.69,0.689,0.659,0.66,0.346,0.051,0.05,0.017
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.74,0.672,0.68,0.675,0.351,0.09,0.006,0.03
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.65,0.671,0.64,0.629,0.31,0.045,0.136,0.103
0.647,0.669,0.638,0.626,0.306,0.049,0.139,0.109
0.7,0.692,0.664,0.667,0.355,0.093,0.012,0.076
0.683,0.688,0.657,0.656,0.343,0.034,0.067,0.0
0.677,0.683,0.652,0.65,0.334,0.026,0.072,0.011
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.753,0.681,0.696,0.687,0.376,0.107,0.017,0.051
0.687,0.683,0.654,0.656,0.336,0.055,0.042,0.017
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.7,0.692,0.664,0.667,0.355,0.093,0.012,0.076
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.727,0.662,0.665,0.663,0.327,0.073,0.005,0.008
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.7,0.692,0.664,0.667,0.355,0.072,0.031,0.038
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.69,0.685,0.657,0.659,0.341,0.059,0.039,0.022
0.737,0.669,0.676,0.672,0.345,0.086,0.003,0.024
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.727,0.666,0.666,0.666,0.332,0.065,0.016,0.002
0.733,0.667,0.672,0.669,0.339,0.082,0.001,0.019
0.737,0.669,0.676,0.672,0.345,0.086,0.003,0.024
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.737,0.669,0.676,0.672,0.345,0.086,0.003,0.024
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
0.73,0.665,0.668,0.666,0.333,0.078,0.002,0.013
