gen,nevals,avg,std,min,max
0,50,[0.8736  0.29946],[0.00787147 0.10237094],[0.845 0.1  ],[0.883 0.464]
1,4,[0.869  0.3364],[0.00918695 0.06556096],[0.856 0.264],[0.88  0.436]
2,3,[0.8672 0.3604],[0.00667533 0.05810886],[0.858 0.288],[0.876 0.436]
3,2,[0.8674 0.3764],[0.0074458  0.06251272],[0.858 0.288],[0.876 0.464]
4,4,[0.869  0.3456],[0.00651153 0.0538353 ],[0.861 0.276],[0.876 0.412]
5,4,[0.8706 0.3736],[0.0051225  0.06597454],[0.862 0.29 ],[0.876 0.458]
6,3,[0.8714 0.3536],[0.00608605 0.07018148],[0.861 0.29 ],[0.877 0.458]
7,4,[0.8672 0.3616],[0.00541849 0.0530117 ],[0.861 0.264],[0.877 0.418]
8,5,[0.8644 0.3896],[0.00377359 0.02267686],[0.857 0.36 ],[0.867 0.422]
9,5,[0.8638 0.4024],[0.00365513 0.0392204 ],[0.858 0.344],[0.867 0.45 ]
10,3,[0.8642 0.4244],[0.00391918 0.02571848],[0.858 0.378],[0.87 0.45]
11,5,[0.8644 0.4128],[0.00382623 0.012687  ],[0.86  0.396],[0.869 0.432]
12,4,[0.8616 0.4188],[0.00778717 0.01163443],[0.847 0.408],[0.867 0.44 ]
13,4,[0.8558 0.4068],[0.01220492 0.04483927],[0.846 0.354],[0.874 0.488]
14,3,[0.857  0.3812],[0.01349074 0.0217844 ],[0.845 0.354],[0.874 0.41 ]
15,4,[0.8526 0.4128],[0.01085541 0.03316866],[0.844 0.354],[0.874 0.454]
16,3,[0.8472 0.4188],[0.0009798 0.0109252],[0.846 0.404],[0.849 0.438]
17,4,[0.8468 0.424 ],[0.00278568 0.01619877],[0.844 0.404],[0.851 0.444]
18,3,[0.852 0.42 ],[0.0121161  0.01943193],[0.844 0.392],[0.876 0.444]
19,5,[0.8532 0.4264],[0.00483322 0.02133167],[0.848 0.394],[0.862 0.452]
20,5,[0.8564 0.3698],[0.00909065 0.1305349 ],[0.847 0.111],[0.872 0.466]
21,3,[0.8612 0.3126],[0.00879545 0.16226349],[0.852 0.111],[0.872 0.466]
22,4,[0.851  0.4396],[0.00409878 0.03716773],[0.848 0.368],[0.859 0.47 ]
23,3,[0.8542 0.3996],[0.00895321 0.05272419],[0.848 0.326],[0.872 0.47 ]
24,3,[0.8588 0.38  ],[0.00968297 0.0482825 ],[0.849 0.324],[0.872 0.448]
25,4,[0.8602 0.4072],[0.01083328 0.04740633],[0.844 0.336],[0.872 0.454]
