gen,nevals,avg,std,min,max
0,50,[0.87656 0.30004],[0.00879127 0.09364208],[0.849 0.108],[0.886 0.464]
1,4,[0.8828 0.3092],[0.00203961 0.04568764],[0.88  0.258],[0.885 0.388]
2,4,[0.8842 0.2198],[0.00074833 0.07929287],[0.883 0.121],[0.885 0.3  ]
3,3,[0.8842 0.261 ],[0.00074833 0.07176071],[0.883 0.121],[0.885 0.316]
4,5,[0.8848 0.2832],[0.00116619 0.0182691 ],[0.883 0.26 ],[0.886 0.312]
5,4,[0.881  0.3108],[0.00464758 0.04281308],[0.872 0.26 ],[0.885 0.372]
6,3,[0.8818 0.279 ],[0.00597997 0.10031151],[0.87  0.125],[0.886 0.436]
7,3,[0.8822 0.2492],[0.00611228 0.11586786],[0.87  0.125],[0.886 0.436]
8,4,[0.8758 0.3236],[0.00711056 0.03168343],[0.87  0.272],[0.885 0.364]
9,4,[0.8738 0.2872],[0.00904212 0.08510323],[0.861 0.126],[0.886 0.356]
10,4,[0.8766 0.308 ],[0.00906863 0.0408901 ],[0.861 0.262],[0.886 0.368]
11,5,[0.8808 0.2612],[0.00479166 0.11740256],[0.873 0.126],[0.886 0.422]
12,4,[0.8828 0.2528],[0.00172047 0.06546572],[0.881 0.124],[0.886 0.304]
13,4,[0.882  0.2622],[0.00228035 0.07904024],[0.88  0.105],[0.886 0.314]
14,5,[0.8834 0.2154],[0.00174356 0.07861196],[0.881 0.112],[0.886 0.288]
15,4,[0.8822 0.2664],[0.00292575 0.07795794],[0.879 0.112],[0.886 0.32 ]
16,4,[0.8834 0.262 ],[0.00174356 0.07039318],[0.88  0.126],[0.885 0.326]
17,4,[0.8818 0.2732],[0.00183303 0.07482887],[0.88  0.126],[0.884 0.324]
18,3,[0.8814 0.2816],[0.00185472 0.07985387],[0.879 0.124],[0.884 0.338]
19,3,[0.8806 0.3216],[0.00313688 0.02846471],[0.875 0.282],[0.884 0.358]
20,4,[0.8782 0.3388],[0.00231517 0.03140955],[0.875 0.282],[0.881 0.368]
21,5,[0.879 0.32 ],[0.00141421 0.02638181],[0.877 0.292],[0.881 0.368]
22,5,[0.8792 0.3284],[0.00172047 0.01509437],[0.877 0.3  ],[0.882 0.344]
23,4,[0.8764 0.3388],[0.0054626  0.03858704],[0.867 0.3  ],[0.882 0.394]
24,3,[0.8766 0.314 ],[0.00588558 0.01770875],[0.865 0.294],[0.881 0.346]
25,5,[0.8776 0.3328],[0.00557136 0.03727948],[0.867 0.288],[0.882 0.39 ]
