gen,nevals,avg,std,min,max
0,50,[0.87356 0.37014],[0.00674733 0.07348415],[0.846 0.127],[0.885 0.486]
1,3,[0.8754 0.3688],[0.00463033 0.06264312],[0.87 0.26],[0.883 0.444]
2,5,[0.8738 0.4032],[0.00285657 0.03723654],[0.87  0.342],[0.878 0.44 ]
3,1,[0.8714 0.4308],[0.0012     0.00976524],[0.87  0.418],[0.873 0.44 ]
4,1,[0.871  0.4352],[0.00228035 0.00934666],[0.867 0.418],[0.873 0.446]
5,5,[0.869  0.4256],[0.00141421 0.03340419],[0.867 0.394],[0.871 0.49 ]
6,5,[0.867  0.4168],[0.00209762 0.01592985],[0.865 0.392],[0.871 0.436]
7,3,[0.8684 0.4196],[0.00535164 0.01713009],[0.865 0.392],[0.879 0.438]
8,5,[0.8714 0.406 ],[0.00688767 0.03626569],[0.865 0.344],[0.882 0.452]
9,4,[0.8766 0.4072],[0.00527636 0.03350463],[0.868 0.344],[0.882 0.444]
10,4,[0.878  0.3732],[0.00589915 0.05515941],[0.867 0.278],[0.884 0.424]
11,5,[0.8754 0.3952],[0.00458694 0.04817634],[0.87  0.308],[0.881 0.438]
12,3,[0.8718 0.4132],[0.00448999 0.02477418],[0.867 0.384],[0.877 0.456]
13,5,[0.8724 0.4148],[0.00542586 0.02795997],[0.867 0.362],[0.879 0.438]
14,3,[0.869  0.4144],[0.00141421 0.01382172],[0.867 0.4  ],[0.871 0.438]
15,3,[0.8682 0.438 ],[0.0016     0.00987927],[0.867 0.42 ],[0.871 0.448]
16,5,[0.8684 0.4248],[0.00185472 0.00908625],[0.866 0.418],[0.871 0.442]
17,3,[0.8688 0.4344],[0.00248193 0.00598665],[0.866 0.426],[0.873 0.442]
18,4,[0.8702 0.4232],[0.00074833 0.03063593],[0.869 0.372],[0.871 0.452]
19,3,[0.8704 0.4216],[0.0010198  0.02711162],[0.869 0.372],[0.872 0.448]
20,5,[0.8714 0.4136],[0.00195959 0.02711162],[0.87  0.364],[0.875 0.444]
21,3,[0.869 0.43 ],[0.00219089 0.02105232],[0.866 0.392],[0.872 0.454]
22,4,[0.8708 0.4144],[0.00426146 0.0272294 ],[0.866 0.372],[0.876 0.454]
23,5,[0.872  0.4124],[0.00368782 0.02705254],[0.869 0.382],[0.879 0.458]
24,3,[0.8696 0.4168],[0.00195959 0.03047885],[0.867 0.382],[0.873 0.464]
25,4,[0.873  0.4236],[0.00438178 0.03763828],[0.867 0.366],[0.878 0.464]
