gen,nevals,avg,std,min,max
0,50,[0.88232 0.29976],[0.00598478 0.10032399],[0.866 0.09 ],[0.89  0.438]
1,3,[0.8798 0.3312],[0.00324962 0.0268507 ],[0.877 0.288],[0.886 0.368]
2,4,[0.8778 0.3544],[0.00324962 0.01228983],[0.872 0.338],[0.882 0.37 ]
3,4,[0.8816 0.3444],[0.00407922 0.03686516],[0.878 0.28 ],[0.889 0.392]
4,5,[0.8822 0.307 ],[0.00305941 0.09079648],[0.879 0.127],[0.888 0.366]
5,5,[0.8826 0.3512],[0.00313688 0.04424658],[0.879 0.278],[0.888 0.394]
6,3,[0.8806 0.3672],[0.00174356 0.0232069 ],[0.878 0.324],[0.883 0.394]
7,4,[0.8812 0.3444],[0.00116619 0.01713009],[0.88  0.324],[0.883 0.366]
8,4,[0.8788 0.366 ],[0.00391918 0.02570603],[0.871 0.33 ],[0.881 0.404]
9,4,[0.882  0.3704],[0.00228035 0.0112712 ],[0.88  0.352],[0.886 0.386]
10,4,[0.8814 0.3664],[0.00387814 0.01370547],[0.877 0.352],[0.886 0.388]
11,4,[0.8842 0.3592],[0.00271293 0.01434434],[0.88  0.336],[0.887 0.374]
12,4,[0.8828 0.3664],[0.00271293 0.02214136],[0.88  0.336],[0.886 0.4  ]
13,3,[0.8816 0.3736],[0.00241661 0.0184781 ],[0.879 0.352],[0.886 0.402]
14,5,[0.8814 0.3528],[0.00257682 0.03762127],[0.879 0.28 ],[0.885 0.388]
15,4,[0.8796 0.3636],[0.0004899  0.00542586],[0.879 0.354],[0.88 0.37]
16,4,[0.8804 0.3672],[0.00135647 0.01256025],[0.879 0.344],[0.883 0.38 ]
17,4,[0.8808 0.3692],[0.00074833 0.03102515],[0.88  0.338],[0.882 0.424]
18,5,[0.881 0.36 ],[0.00209762 0.02583021],[0.879 0.324],[0.884 0.388]
19,4,[0.8804 0.34  ],[0.00484149 0.03655133],[0.873 0.286],[0.888 0.388]
20,3,[0.88   0.3324],[0.00352136 0.02476772],[0.875 0.288],[0.886 0.364]
21,4,[0.8836 0.3082],[0.00272764 0.0978415 ],[0.88  0.125],[0.887 0.384]
22,5,[0.8856 0.3184],[0.00392938 0.05332767],[0.879 0.272],[0.89 0.42]
23,5,[0.8828 0.3668],[0.00331059 0.0395899 ],[0.878 0.3  ],[0.888 0.42 ]
24,3,[0.8846 0.3692],[0.00185472 0.04779289],[0.883 0.3  ],[0.888 0.43 ]
25,4,[0.8842 0.3412],[0.00193907 0.05165424],[0.883 0.26 ],[0.888 0.412]
