accuracy,recall,precision,f1,mcc,spd,aod,eod
0.813,0.694,0.768,0.717,0.457,0.072,0.039,0.054
0.819,0.734,0.763,0.746,0.497,0.104,0.071,0.098
0.824,0.726,0.778,0.745,0.501,0.088,0.055,0.08
0.818,0.739,0.761,0.748,0.499,0.093,0.05,0.064
0.805,0.722,0.741,0.731,0.463,0.097,0.059,0.074
0.805,0.722,0.743,0.731,0.465,0.085,0.025,0.008
0.813,0.731,0.754,0.741,0.484,0.09,0.041,0.043
0.827,0.729,0.782,0.748,0.507,0.075,0.035,0.05
0.827,0.725,0.784,0.746,0.506,0.088,0.063,0.099
0.816,0.737,0.759,0.746,0.495,0.078,0.026,0.026
0.807,0.723,0.745,0.733,0.468,0.089,0.044,0.05
0.784,0.7,0.712,0.706,0.412,0.084,0.029,0.013
0.8,0.66,0.755,0.682,0.404,0.062,0.043,0.066
0.784,0.698,0.713,0.705,0.411,0.093,0.052,0.055
0.806,0.679,0.759,0.701,0.43,0.062,0.013,0.003
0.818,0.737,0.761,0.747,0.497,0.096,0.053,0.067
0.809,0.726,0.748,0.735,0.473,0.084,0.029,0.02
0.799,0.659,0.752,0.68,0.4,0.058,0.037,0.058
0.82,0.737,0.764,0.748,0.5,0.1,0.063,0.085
0.803,0.723,0.739,0.73,0.462,0.076,0.03,0.035
0.829,0.735,0.785,0.754,0.517,0.093,0.052,0.069
0.804,0.72,0.741,0.729,0.461,0.09,0.029,0.008
0.828,0.731,0.784,0.75,0.512,0.09,0.059,0.089
0.83,0.734,0.786,0.753,0.517,0.107,0.093,0.148
0.809,0.687,0.762,0.709,0.443,0.068,0.025,0.02
0.788,0.702,0.718,0.709,0.42,0.085,0.039,0.037
0.823,0.717,0.78,0.738,0.493,0.082,0.064,0.109
0.827,0.729,0.782,0.749,0.509,0.082,0.037,0.045
0.823,0.721,0.777,0.741,0.495,0.065,0.018,0.019
0.806,0.727,0.744,0.735,0.471,0.095,0.044,0.041
0.809,0.729,0.748,0.737,0.476,0.096,0.052,0.06
0.818,0.735,0.763,0.747,0.497,0.099,0.06,0.079
0.82,0.742,0.763,0.752,0.505,0.103,0.073,0.107
0.782,0.697,0.71,0.703,0.407,0.099,0.055,0.053
0.797,0.712,0.73,0.72,0.442,0.088,0.024,0.002
0.825,0.723,0.78,0.743,0.5,0.093,0.072,0.113
0.809,0.69,0.761,0.711,0.445,0.07,0.03,0.033
0.822,0.745,0.766,0.754,0.51,0.106,0.068,0.092
0.808,0.724,0.747,0.734,0.471,0.087,0.033,0.026
0.819,0.734,0.764,0.746,0.497,0.089,0.042,0.049
0.815,0.707,0.765,0.727,0.468,0.076,0.026,0.02
0.802,0.717,0.738,0.726,0.454,0.082,0.028,0.019
0.827,0.731,0.781,0.75,0.51,0.082,0.044,0.062
0.816,0.729,0.76,0.742,0.488,0.089,0.046,0.057
0.817,0.733,0.76,0.744,0.492,0.091,0.042,0.044
0.812,0.731,0.752,0.74,0.482,0.09,0.04,0.041
0.79,0.702,0.72,0.71,0.422,0.092,0.047,0.044
0.816,0.733,0.759,0.744,0.491,0.091,0.051,0.068
0.816,0.732,0.76,0.744,0.491,0.088,0.042,0.051
0.82,0.735,0.766,0.748,0.5,0.097,0.057,0.075
0.822,0.728,0.771,0.744,0.497,0.088,0.044,0.051
0.822,0.72,0.775,0.74,0.492,0.079,0.039,0.051
0.821,0.727,0.771,0.744,0.496,0.086,0.046,0.06
0.797,0.65,0.752,0.671,0.388,0.048,0.009,0.001
0.798,0.659,0.75,0.68,0.398,0.065,0.036,0.045
0.818,0.735,0.762,0.746,0.496,0.095,0.042,0.041
0.82,0.739,0.764,0.75,0.503,0.094,0.058,0.081
0.8,0.661,0.754,0.683,0.405,0.065,0.044,0.066
0.822,0.722,0.774,0.74,0.493,0.075,0.031,0.038
0.824,0.725,0.777,0.744,0.499,0.077,0.032,0.038
0.802,0.662,0.757,0.685,0.409,0.068,0.042,0.057
0.822,0.717,0.777,0.738,0.49,0.065,0.015,0.011
0.8,0.658,0.755,0.68,0.402,0.052,0.026,0.039
0.803,0.664,0.761,0.686,0.413,0.072,0.057,0.088
0.801,0.663,0.756,0.685,0.408,0.064,0.038,0.052
0.795,0.649,0.747,0.67,0.384,0.053,0.022,0.023
0.803,0.662,0.761,0.684,0.411,0.066,0.038,0.049
0.826,0.731,0.779,0.749,0.508,0.081,0.039,0.053
0.812,0.696,0.765,0.717,0.456,0.068,0.021,0.014
0.828,0.733,0.782,0.752,0.513,0.09,0.052,0.071
0.816,0.708,0.767,0.728,0.471,0.085,0.048,0.062
0.798,0.659,0.747,0.68,0.397,0.061,0.032,0.04
0.811,0.696,0.761,0.717,0.453,0.076,0.031,0.028
0.813,0.699,0.764,0.72,0.458,0.073,0.029,0.029
0.818,0.71,0.77,0.731,0.476,0.076,0.036,0.044
0.796,0.651,0.749,0.672,0.388,0.054,0.017,0.012
0.822,0.729,0.772,0.745,0.499,0.085,0.039,0.045
0.798,0.717,0.732,0.724,0.449,0.099,0.048,0.042
0.817,0.705,0.77,0.727,0.471,0.076,0.053,0.086
0.821,0.721,0.773,0.74,0.491,0.073,0.025,0.026
0.804,0.665,0.764,0.688,0.418,0.059,0.041,0.068
0.826,0.729,0.78,0.748,0.506,0.079,0.041,0.058
0.827,0.733,0.78,0.751,0.511,0.087,0.046,0.061
0.822,0.729,0.771,0.746,0.499,0.093,0.052,0.068
0.822,0.726,0.772,0.743,0.496,0.087,0.042,0.05
0.821,0.722,0.773,0.74,0.492,0.075,0.03,0.036
0.798,0.719,0.732,0.725,0.45,0.094,0.046,0.047
0.827,0.732,0.781,0.751,0.511,0.078,0.03,0.035
0.799,0.721,0.734,0.727,0.455,0.099,0.051,0.053
0.795,0.712,0.727,0.719,0.44,0.095,0.045,0.041
0.787,0.701,0.717,0.708,0.417,0.078,0.04,0.049
0.822,0.724,0.773,0.742,0.494,0.08,0.041,0.057
0.804,0.726,0.741,0.733,0.467,0.095,0.049,0.055
0.785,0.698,0.713,0.705,0.411,0.085,0.037,0.029
0.8,0.721,0.735,0.727,0.456,0.093,0.037,0.025
0.799,0.716,0.734,0.724,0.45,0.093,0.037,0.025
0.809,0.726,0.748,0.735,0.473,0.094,0.053,0.066
0.793,0.705,0.725,0.714,0.43,0.08,0.019,0.005
0.798,0.719,0.732,0.725,0.451,0.101,0.05,0.045
0.796,0.713,0.729,0.72,0.441,0.098,0.054,0.058
0.792,0.704,0.724,0.713,0.428,0.079,0.025,0.012
0.799,0.719,0.733,0.725,0.452,0.1,0.054,0.058
0.811,0.718,0.753,0.732,0.469,0.072,0.021,0.016
0.809,0.732,0.747,0.739,0.479,0.094,0.05,0.06
0.797,0.716,0.731,0.723,0.447,0.099,0.058,0.067
0.804,0.726,0.74,0.733,0.466,0.081,0.04,0.051
0.808,0.727,0.746,0.735,0.473,0.101,0.063,0.081
0.806,0.727,0.743,0.734,0.47,0.093,0.031,0.013
0.818,0.732,0.762,0.745,0.493,0.105,0.067,0.086
0.801,0.72,0.736,0.727,0.456,0.095,0.055,0.067
0.803,0.723,0.74,0.731,0.463,0.096,0.045,0.042
0.807,0.72,0.746,0.731,0.466,0.077,0.028,0.027
0.804,0.726,0.74,0.733,0.466,0.103,0.068,0.09
0.802,0.723,0.737,0.729,0.46,0.094,0.039,0.029
0.803,0.724,0.74,0.731,0.463,0.085,0.049,0.068
0.801,0.723,0.737,0.729,0.46,0.099,0.063,0.084
0.805,0.726,0.741,0.733,0.467,0.1,0.067,0.09
0.8,0.719,0.734,0.726,0.453,0.085,0.035,0.031
0.797,0.717,0.731,0.723,0.448,0.106,0.057,0.054
0.805,0.727,0.743,0.734,0.469,0.086,0.037,0.038
0.803,0.723,0.739,0.73,0.462,0.1,0.058,0.069
0.799,0.719,0.734,0.725,0.452,0.102,0.057,0.06
0.796,0.714,0.729,0.721,0.443,0.091,0.041,0.038
0.799,0.718,0.734,0.725,0.451,0.097,0.046,0.041
0.802,0.72,0.738,0.728,0.458,0.094,0.053,0.065
0.797,0.711,0.731,0.72,0.441,0.103,0.057,0.058
0.81,0.73,0.749,0.739,0.479,0.087,0.026,0.011
0.802,0.719,0.737,0.727,0.456,0.093,0.045,0.044
0.801,0.72,0.736,0.727,0.456,0.083,0.028,0.018
0.801,0.72,0.736,0.727,0.456,0.101,0.056,0.061
0.81,0.73,0.749,0.738,0.479,0.096,0.043,0.038
0.804,0.717,0.742,0.727,0.458,0.091,0.037,0.026
0.801,0.719,0.737,0.727,0.455,0.095,0.056,0.07
0.802,0.719,0.737,0.727,0.456,0.094,0.05,0.055
0.802,0.723,0.738,0.73,0.46,0.103,0.062,0.074
0.816,0.733,0.758,0.744,0.49,0.095,0.044,0.043
0.81,0.731,0.749,0.739,0.48,0.095,0.043,0.04
0.803,0.723,0.739,0.73,0.462,0.092,0.041,0.038
0.822,0.712,0.779,0.734,0.487,0.085,0.061,0.094
0.799,0.721,0.734,0.727,0.455,0.104,0.055,0.053
0.803,0.722,0.739,0.73,0.461,0.081,0.025,0.014
0.797,0.712,0.73,0.72,0.442,0.085,0.027,0.009
0.805,0.722,0.742,0.73,0.463,0.09,0.049,0.061
0.799,0.72,0.733,0.726,0.453,0.102,0.06,0.068
0.827,0.727,0.784,0.747,0.508,0.091,0.06,0.089
0.802,0.721,0.738,0.728,0.459,0.092,0.05,0.06
0.799,0.71,0.733,0.72,0.443,0.081,0.022,0.003
0.808,0.723,0.746,0.733,0.469,0.089,0.042,0.045
0.799,0.71,0.733,0.72,0.443,0.088,0.037,0.029
0.793,0.707,0.725,0.715,0.432,0.096,0.053,0.057
0.803,0.721,0.739,0.729,0.459,0.093,0.053,0.067
0.798,0.713,0.732,0.721,0.445,0.096,0.05,0.05
0.808,0.727,0.747,0.735,0.473,0.089,0.044,0.05
0.815,0.733,0.753,0.742,0.486,0.077,0.02,0.006
0.804,0.722,0.737,0.729,0.459,0.084,0.037,0.035
0.818,0.735,0.758,0.745,0.493,0.083,0.04,0.048
0.819,0.735,0.76,0.746,0.495,0.085,0.029,0.016
0.811,0.732,0.747,0.739,0.479,0.099,0.067,0.091
0.818,0.735,0.759,0.745,0.493,0.09,0.045,0.051
0.82,0.723,0.765,0.739,0.486,0.085,0.038,0.036
0.804,0.721,0.738,0.728,0.458,0.082,0.033,0.029
0.827,0.735,0.776,0.751,0.509,0.072,0.012,0.007
0.821,0.738,0.763,0.748,0.5,0.097,0.05,0.053
0.815,0.734,0.754,0.743,0.488,0.087,0.033,0.025
0.81,0.727,0.746,0.736,0.473,0.082,0.035,0.035
0.808,0.73,0.744,0.736,0.473,0.09,0.049,0.058
0.809,0.727,0.745,0.735,0.472,0.097,0.068,0.094
0.826,0.731,0.775,0.748,0.504,0.09,0.054,0.073
0.811,0.69,0.76,0.712,0.445,0.067,0.031,0.036
0.824,0.728,0.772,0.745,0.498,0.082,0.035,0.034
0.829,0.73,0.783,0.749,0.51,0.061,0.002,0.025
0.805,0.725,0.739,0.731,0.464,0.088,0.049,0.059
