gen,nevals,avg,std,min,max
0,50,[0.82518 0.36094],[0.01754274 0.21781638],[0.799 0.078],[0.841 0.682]
1,3,[0.813 0.465],[0.01603746 0.23428871],[0.8   0.167],[0.84  0.674]
2,4,[0.813  0.4738],[0.01603746 0.23805747],[0.8   0.175],[0.84  0.678]
3,5,[0.8018 0.656 ],[0.00116619 0.02955673],[0.801 0.606],[0.804 0.68 ]
4,4,[0.8088 0.5744],[0.0156     0.19269624],[0.801 0.19 ],[0.84  0.682]
5,4,[0.801  0.6648],[1.11022302e-16 1.54194682e-02],[0.801 0.644],[0.801 0.678]
6,3,[0.8008 0.6752],[0.0004     0.00676461],[0.8   0.662],[0.801 0.68 ]
7,2,[0.801  0.6788],[1.11022302e-16 1.60000000e-03],[0.801 0.676],[0.801 0.68 ]
8,4,[0.8088 0.57  ],[0.0156     0.19551777],[0.801 0.18 ],[0.84  0.678]
9,5,[0.8168 0.5234],[0.01935355 0.20244466],[0.801 0.189],[0.841 0.684]
10,4,[0.8242 0.4194],[0.01896734 0.22767134],[0.801 0.16 ],[0.841 0.684]
11,4,[0.813 0.522],[0.01457395 0.18268662],[0.801 0.188],[0.84  0.684]
12,4,[0.8122 0.5196],[0.01538051 0.18627464],[0.801 0.188],[0.84 0.68]
13,3,[0.8106 0.5312],[0.00791454 0.09452703],[0.801 0.44 ],[0.818 0.652]
14,4,[0.8102 0.5356],[0.00722219 0.07865265],[0.801 0.446],[0.818 0.638]
15,4,[0.807  0.5704],[0.0054037  0.06052305],[0.801 0.49 ],[0.814 0.636]
16,4,[0.805  0.5976],[0.00493964 0.05801241],[0.8  0.49],[0.814 0.656]
17,3,[0.8064 0.5788],[0.00431741 0.05041587],[0.801 0.49 ],[0.814 0.64 ]
18,5,[0.8092 0.5512],[0.00699714 0.08032534],[0.801 0.442],[0.819 0.642]
19,4,[0.8084 0.5612],[0.00488262 0.06133971],[0.805 0.44 ],[0.818 0.604]
20,4,[0.8068 0.5768],[0.0064     0.07604841],[0.8  0.43],[0.819 0.652]
21,5,[0.8168 0.467 ],[0.01349667 0.1631392 ],[0.801 0.189],[0.84 0.67]
22,4,[0.8052 0.6004],[0.00724983 0.089625  ],[0.8   0.432],[0.819 0.672]
23,3,[0.8086 0.5628],[0.01570478 0.19088258],[0.8   0.182],[0.84  0.672]
24,3,[0.8006 0.6628],[0.0004899  0.01032279],[0.8   0.646],[0.801 0.674]
25,5,[0.8086 0.5924],[0.01620617 0.10437164],[0.8   0.384],[0.841 0.652]
