gen,nevals,avg,std,min,max
0,50,[0.82762 0.36674],[0.0203685  0.22150691],[0.801 0.09 ],[0.846 0.668]
1,3,[0.8136 0.51  ],[0.0163046  0.16517627],[0.802 0.182],[0.846 0.63 ]
2,5,[0.8108 0.5418],[0.01713943 0.18749763],[0.801 0.169],[0.845 0.656]
3,4,[0.837  0.2764],[0.018      0.18880212],[0.801 0.181],[0.846 0.654]
4,4,[0.8444 0.1534],[0.00135647 0.02476772],[0.843 0.121],[0.846 0.183]
5,5,[0.8454 0.171 ],[0.0008     0.01352036],[0.844 0.148],[0.846 0.182]
6,4,[0.846  0.1818],[1.11022302e-16 3.54400903e-03],[0.846 0.177],[0.846 0.188]
7,4,[0.8458 0.179 ],[0.0004     0.01035374],[0.845 0.159],[0.846 0.189]
8,4,[0.8454 0.1736],[0.0008     0.01433318],[0.844 0.147],[0.846 0.185]
9,3,[0.8456 0.1746],[0.0008     0.01883189],[0.844 0.137],[0.846 0.186]
10,5,[0.8458 0.185 ],[0.0004     0.00154919],[0.845 0.182],[0.846 0.186]
11,5,[0.8456 0.1862],[0.0004899  0.00074833],[0.845 0.185],[0.846 0.187]
12,5,[0.8456 0.176 ],[0.0004899  0.01228007],[0.845 0.155],[0.846 0.186]
13,5,[0.8458 0.1834],[0.0004     0.00135647],[0.845 0.181],[0.846 0.185]
14,4,[0.846  0.1848],[1.11022302e-16 2.03960781e-03],[0.846 0.182],[0.846 0.187]
15,2,[0.8454 0.1726],[0.0012     0.02287881],[0.843 0.127],[0.846 0.187]
16,4,[0.8452 0.1688],[0.0016     0.02796712],[0.842 0.113],[0.846 0.186]
17,2,[0.8458 0.1792],[0.0004     0.00611228],[0.845 0.167],[0.846 0.183]
18,4,[0.8456 0.175 ],[0.0004899  0.01161034],[0.845 0.159],[0.846 0.187]
19,3,[0.8454 0.1716],[0.0008     0.01301691],[0.844 0.153],[0.846 0.185]
20,2,[0.8454 0.1788],[0.0008     0.01293677],[0.844 0.153],[0.846 0.187]
21,3,[0.8458 0.185 ],[0.0004     0.00141421],[0.845 0.183],[0.846 0.187]
22,4,[0.8454 0.1784],[0.0008     0.01324538],[0.844 0.152],[0.846 0.186]
23,4,[0.846  0.1854],[1.11022302e-16 1.01980390e-03],[0.846 0.184],[0.846 0.187]
24,4,[0.846  0.1836],[1.11022302e-16 2.87054002e-03],[0.846 0.178],[0.846 0.186]
25,5,[0.8436 0.1498],[0.00332265 0.0376    ],[0.837 0.078],[0.846 0.184]
