gen,nevals,avg,std,min,max
0,50,[0.82566 0.36132],[0.02262796 0.23231947],[0.798 0.06 ],[0.848 0.666]
1,5,[0.8306 0.3206],[0.01992586 0.18065171],[0.799 0.175],[0.847 0.622]
2,4,[0.8308 0.3236],[0.02008382 0.1851838 ],[0.799 0.175],[0.847 0.636]
3,5,[0.8466 0.1718],[0.0008     0.02162776],[0.845 0.129],[0.847 0.186]
4,4,[0.8468 0.1792],[0.00074833 0.00337046],[0.846 0.175],[0.848 0.185]
5,4,[0.8468 0.183 ],[0.0004     0.00414729],[0.846 0.177],[0.847 0.187]
6,4,[0.847  0.1844],[0.00063246 0.0032619 ],[0.846 0.178],[0.848 0.187]
7,4,[0.847  0.1846],[1.11022302e-16 1.01980390e-03],[0.847 0.183],[0.847 0.186]
8,4,[0.8464 0.1674],[0.00135647 0.02406325],[0.844 0.126],[0.848 0.186]
9,4,[0.8374 0.2524],[0.01771553 0.17580626],[0.802 0.136],[0.847 0.602]
10,4,[0.8366 0.2584],[0.01881064 0.19439815],[0.799 0.136],[0.847 0.646]
11,3,[0.8458 0.1638],[0.00146969 0.02692508],[0.843 0.112],[0.847 0.184]
12,5,[0.8368 0.2646],[0.01843258 0.1999916 ],[0.8   0.123],[0.847 0.662]
13,4,[0.838 0.246],[0.01603746 0.15842727],[0.806 0.128],[0.847 0.56 ]
14,3,[0.8458 0.1624],[0.00116619 0.02587354],[0.844 0.128],[0.847 0.186]
15,5,[0.8348 0.2164],[0.0169517  0.19404391],[0.801 0.107],[0.845 0.604]
16,5,[0.8296 0.3242],[0.02047047 0.20528458],[0.799 0.118],[0.847 0.642]
17,5,[0.827  0.3614],[0.02368966 0.24441326],[0.798 0.131],[0.847 0.662]
18,4,[0.8174 0.4602],[0.02376215 0.23843691],[0.798 0.151],[0.847 0.658]
19,4,[0.8174 0.4654],[0.02417106 0.23273298],[0.797 0.175],[0.847 0.666]
20,3,[0.7984 0.6436],[0.0008     0.01535708],[0.797 0.624],[0.799 0.666]
21,3,[0.7986 0.6372],[0.0004899  0.01121428],[0.798 0.624],[0.799 0.654]
22,4,[0.7998 0.622 ],[0.0031241  0.03550775],[0.798 0.554],[0.806 0.652]
23,5,[0.8022 0.5916],[0.00337046 0.03383253],[0.798 0.55 ],[0.806 0.634]
24,3,[0.8006 0.6064],[0.00241661 0.02299217],[0.798 0.574],[0.804 0.634]
25,5,[0.799  0.6364],[0.00109545 0.01731589],[0.798 0.602],[0.801 0.648]
