gen,nevals,avg,std,min,max
0,50,[0.82904 0.38254],[0.01991177 0.22716586],[0.803 0.102],[0.848 0.688]
1,3,[0.8358 0.271 ],[0.0167021  0.19985094],[0.805 0.127],[0.848 0.668]
2,4,[0.8106 0.548 ],[0.01174053 0.25405826],[0.803 0.04 ],[0.834 0.682]
3,4,[0.8172 0.415 ],[0.01271849 0.27408758],[0.805 0.04 ],[0.834 0.674]
4,4,[0.8282 0.3242],[0.01808204 0.25182724],[0.803 0.04 ],[0.847 0.674]
5,4,[0.8276 0.3304],[0.01753397 0.23421238],[0.803 0.123],[0.846 0.674]
6,3,[0.8286 0.3146],[0.01739655 0.24719515],[0.805 0.046],[0.846 0.652]
7,5,[0.8394 0.3224],[0.01670449 0.19465929],[0.806 0.181],[0.848 0.68 ]
8,4,[0.8306 0.3764],[0.02131291 0.23328318],[0.804 0.183],[0.848 0.672]
9,2,[0.848  0.1882],[1.11022302e-16 9.79795897e-04],[0.848 0.187],[0.848 0.19 ]
10,5,[0.848  0.1884],[1.11022302e-16 1.85472370e-03],[0.848 0.185],[0.848 0.19 ]
11,2,[0.848  0.1894],[1.11022302e-16 8.00000000e-04],[0.848 0.188],[0.848 0.19 ]
12,5,[0.848 0.228],[1.11022302e-16 7.70038960e-02],[0.848 0.188],[0.848 0.382]
13,5,[0.8396 0.2876],[0.0163046  0.19920904],[0.807 0.185],[0.848 0.686]
14,4,[0.848  0.1884],[1.11022302e-16 1.85472370e-03],[0.848 0.185],[0.848 0.19 ]
15,5,[0.8478 0.3044],[0.0004    0.0950402],[0.847 0.188],[0.848 0.382]
16,3,[0.8478 0.2274],[0.0004     0.07730356],[0.847 0.188],[0.848 0.382]
17,3,[0.8476 0.1824],[0.0008     0.00889044],[0.846 0.166],[0.848 0.19 ]
18,3,[0.8394 0.2782],[0.0172     0.18793871],[0.805 0.18 ],[0.848 0.654]
19,5,[0.8402 0.2692],[0.0156     0.16741971],[0.809 0.181],[0.848 0.604]
20,5,[0.8392 0.3174],[0.01710439 0.18298153],[0.805 0.182],[0.848 0.65 ]
21,4,[0.8404 0.2368],[0.01275304 0.14101546],[0.815 0.131],[0.848 0.516]
22,2,[0.848 0.185],[1.11022302e-16 2.75680975e-03],[0.848 0.18 ],[0.848 0.187]
23,3,[0.8468 0.1684],[0.00193907 0.03222794],[0.843 0.104],[0.848 0.187]
24,5,[0.8392 0.2808],[0.0176     0.19260156],[0.804 0.184],[0.848 0.666]
25,4,[0.8392 0.314 ],[0.01660602 0.17979099],[0.806 0.182],[0.848 0.638]
