gen,nevals,avg,std,min,max
0,50,[0.82852 0.33702],[0.01815185 0.22419023],[0.802 0.034],[0.844 0.678]
1,3,[0.8208 0.4464],[0.0188616  0.22561436],[0.802 0.173],[0.844 0.672]
2,4,[0.8112 0.5638],[0.0164    0.1925704],[0.803 0.179],[0.844 0.668]
3,4,[0.8158 0.4584],[0.0159925  0.22584827],[0.802 0.179],[0.844 0.672]
4,3,[0.8152 0.4732],[0.01635115 0.23619602],[0.803 0.179],[0.844 0.674]
5,4,[0.8234 0.3432],[0.01621851 0.2452031 ],[0.803 0.094],[0.843 0.664]
6,5,[0.8268 0.2496],[0.01413365 0.19994859],[0.803 0.077],[0.844 0.642]
7,3,[0.8162 0.3588],[0.01077775 0.23127334],[0.803 0.162],[0.825 0.642]
8,3,[0.8128 0.4478],[0.010008   0.22649715],[0.803 0.167],[0.825 0.642]
9,3,[0.8088 0.5406],[0.00815843 0.18693272],[0.803 0.167],[0.825 0.646]
10,5,[0.805  0.6272],[0.00178885 0.01800444],[0.803 0.594],[0.808 0.646]
11,4,[0.805  0.6264],[0.00228035 0.02534245],[0.803 0.578],[0.809 0.644]
12,3,[0.8036 0.6388],[0.0012     0.00754718],[0.803 0.624],[0.806 0.644]
13,4,[0.8038 0.6404],[0.00116619 0.00924338],[0.803 0.626],[0.806 0.654]
14,5,[0.8036 0.6444],[0.0004899  0.00991161],[0.803 0.634],[0.804 0.66 ]
15,3,[0.8094 0.5168],[0.0108185  0.24140787],[0.803 0.034],[0.831 0.64 ]
16,5,[0.8174 0.4326],[0.01551258 0.2342047 ],[0.804 0.114],[0.844 0.638]
17,4,[0.8156 0.4604],[0.01656019 0.23402786],[0.803 0.167],[0.844 0.666]
18,5,[0.822  0.3384],[0.0168523 0.2623689],[0.802 0.082],[0.841 0.66 ]
19,4,[0.8196 0.402 ],[0.01380724 0.19374313],[0.802 0.175],[0.843 0.66 ]
20,4,[0.8218 0.3374],[0.012687   0.18962131],[0.808 0.175],[0.844 0.59 ]
21,4,[0.8202 0.4026],[0.01414779 0.21386313],[0.804 0.156],[0.844 0.678]
22,5,[0.823  0.3188],[0.0129769  0.19734579],[0.803 0.157],[0.844 0.678]
23,4,[0.8248 0.3348],[0.01371714 0.21736458],[0.803 0.09 ],[0.841 0.678]
24,5,[0.818  0.4594],[0.0139714  0.20805538],[0.804 0.115],[0.842 0.676]
25,3,[0.8186 0.439 ],[0.01309351 0.19679024],[0.804 0.105],[0.841 0.676]
