gen,nevals,avg,std,min,max
0,50,[0.66386 0.093  ],[0.0028285 0.0674857],[0.658 0.002],[0.669 0.238]
1,4,[0.6672 0.0904],[0.00116619 0.05305695],[0.665 0.006],[0.668 0.156]
2,4,[0.6646 0.0474],[0.00272764 0.04140338],[0.66  0.006],[0.667 0.122]
3,5,[0.661  0.0598],[0.00374166 0.01433039],[0.656 0.033],[0.665 0.075]
4,4,[0.6614 0.0404],[0.00361109 0.01202664],[0.657 0.025],[0.665 0.06 ]
5,5,[0.6648 0.102 ],[0.0040694  0.05888633],[0.657 0.03 ],[0.668 0.193]
6,5,[0.665  0.0684],[0.00189737 0.03226515],[0.662 0.019],[0.668 0.12 ]
7,5,[0.6652 0.0748],[0.00231517 0.0291575 ],[0.662 0.03 ],[0.669 0.12 ]
8,4,[0.6636 0.055 ],[0.0026533  0.03796314],[0.659 0.018],[0.667 0.123]
9,4,[0.6636 0.0452],[0.00162481 0.04220616],[0.662 0.007],[0.666 0.123]
10,4,[0.664  0.0558],[0.00309839 0.03524429],[0.661 0.018],[0.669 0.115]
11,5,[0.6634 0.0474],[0.00195959 0.0511531 ],[0.661 0.005],[0.667 0.141]
12,3,[0.6632 0.0494],[0.00231517 0.04755881],[0.66  0.005],[0.667 0.141]
13,5,[0.6612 0.043 ],[0.00213542 0.01272792],[0.657 0.031],[0.663 0.065]
14,4,[0.6612 0.0252],[0.00318748 0.01975247],[0.657 0.   ],[0.665 0.049]
15,4,[0.6642 0.018 ],[0.00074833 0.01349074],[0.663 0.   ],[0.665 0.032]
16,5,[0.664  0.0588],[0.00167332 0.08564438],[0.661 0.002],[0.666 0.229]
17,4,[0.662  0.0314],[0.00328634 0.02402166],[0.656 0.006],[0.666 0.075]
18,4,[0.6606 0.0344],[0.002498   0.01228983],[0.656 0.018],[0.663 0.053]
19,4,[0.6598 0.0384],[0.00132665 0.00688767],[0.658 0.026],[0.662 0.045]
20,4,[0.6618 0.0444],[0.00318748 0.04534578],[0.659 0.007],[0.668 0.132]
21,3,[0.662  0.0792],[0.00352136 0.06013119],[0.659 0.007],[0.668 0.165]
22,4,[0.6618 0.0506],[0.00305941 0.01569204],[0.659 0.03 ],[0.666 0.078]
23,3,[0.6602 0.039 ],[0.00430813 0.02474672],[0.655 0.005],[0.668 0.079]
24,5,[0.6616 0.1226],[0.00215407 0.07094674],[0.659 0.034],[0.665 0.198]
25,5,[0.6656 0.1024],[0.00332265 0.06185661],[0.659 0.05 ],[0.668 0.224]
