gen,nevals,avg,std,min,max
0,50,[0.67176 0.13908],[0.00303025 0.06998538],[0.665 0.004],[0.677 0.269]
1,5,[0.6718 0.1638],[0.00213542 0.06361572],[0.669 0.065],[0.675 0.235]
2,4,[0.6726 0.1734],[0.00224499 0.03016355],[0.669 0.128],[0.676 0.215]
3,3,[0.6728 0.1922],[0.00248193 0.02160926],[0.669 0.162],[0.676 0.215]
4,5,[0.6726 0.2162],[0.00224499 0.02711015],[0.669 0.179],[0.675 0.259]
5,3,[0.673  0.1598],[0.00178885 0.07351843],[0.67  0.048],[0.675 0.259]
6,5,[0.6722 0.1562],[0.00278568 0.06166166],[0.668 0.04 ],[0.675 0.211]
7,4,[0.6702 0.178 ],[0.0016     0.07084631],[0.668 0.04 ],[0.672 0.239]
8,5,[0.6724 0.141 ],[0.00361109 0.06132536],[0.666 0.04 ],[0.676 0.232]
9,3,[0.674 0.12 ],[0.00167332 0.02179908],[0.671 0.096],[0.676 0.156]
10,4,[0.6742 0.1264],[0.00213542 0.00788923],[0.67  0.119],[0.676 0.139]
11,5,[0.674 0.146],[0.00228035 0.03381124],[0.67  0.111],[0.676 0.202]
12,5,[0.6744 0.1526],[0.0012    0.0127059],[0.672 0.136],[0.675 0.175]
13,4,[0.6738 0.132 ],[0.00193907 0.01999   ],[0.67  0.103],[0.675 0.163]
14,3,[0.6732 0.149 ],[0.00213542 0.03629325],[0.669 0.114],[0.675 0.213]
15,5,[0.6738 0.1498],[0.00203961 0.03362975],[0.67  0.119],[0.676 0.215]
16,4,[0.6716 0.1044],[0.00372022 0.06564937],[0.665 0.005],[0.675 0.196]
17,4,[0.672  0.0816],[0.00404969 0.05091012],[0.665 0.005],[0.676 0.14 ]
18,3,[0.669  0.0442],[0.00340588 0.05423799],[0.665 0.001],[0.675 0.149]
19,4,[0.6706 0.0602],[0.00205913 0.02805281],[0.668 0.03 ],[0.673 0.105]
20,5,[0.6714 0.0746],[0.00431741 0.04740295],[0.664 0.03 ],[0.675 0.144]
21,4,[0.6708 0.0778],[0.00411825 0.04706761],[0.665 0.018],[0.675 0.144]
22,5,[0.67  0.079],[0.00384708 0.02278596],[0.664 0.04 ],[0.675 0.108]
23,5,[0.6704 0.1278],[0.00287054 0.08233444],[0.667 0.019],[0.674 0.228]
24,4,[0.673 0.155],[0.00268328 0.06034899],[0.669 0.087],[0.676 0.228]
25,4,[0.6716 0.1676],[0.00382623 0.08382744],[0.665 0.027],[0.676 0.242]
