gen,nevals,avg,std,min,max
0,50,[0.65856 0.12332],[0.0022905  0.06786647],[0.653 0.013],[0.662 0.281]
1,3,[0.657  0.1458],[0.00328634 0.08508443],[0.653 0.035],[0.662 0.257]
2,5,[0.6596 0.1356],[0.00257682 0.08025111],[0.656 0.021],[0.664 0.233]
3,5,[0.6588 0.1828],[0.00470744 0.08445212],[0.65  0.019],[0.664 0.245]
4,4,[0.6602 0.1598],[0.00552811 0.10334099],[0.65  0.007],[0.666 0.279]
5,4,[0.66   0.1854],[0.00384708 0.07994648],[0.653 0.029],[0.664 0.243]
6,4,[0.6584 0.1256],[0.00601997 0.10455927],[0.65  0.013],[0.666 0.261]
7,3,[0.6592 0.122 ],[0.00370945 0.08598139],[0.652 0.005],[0.662 0.229]
8,4,[0.655  0.0732],[0.00464758 0.08271251],[0.65  0.005],[0.662 0.226]
9,4,[0.658  0.1196],[0.00384708 0.09559205],[0.652 0.01 ],[0.663 0.25 ]
10,5,[0.655  0.0506],[0.00521536 0.05635459],[0.648 0.001],[0.662 0.16 ]
11,4,[0.654  0.0388],[0.00442719 0.04224879],[0.648 0.001],[0.66 0.12]
12,5,[0.6568 0.0938],[0.00581034 0.10585726],[0.649 0.   ],[0.665 0.29 ]
13,4,[0.6578 0.1174],[0.00570614 0.09071406],[0.649 0.033],[0.665 0.29 ]
14,5,[0.659  0.1324],[0.00178885 0.06361635],[0.657 0.043],[0.662 0.224]
15,5,[0.6578 0.1836],[0.00146969 0.07830351],[0.656 0.027],[0.66  0.224]
16,5,[0.6582 0.1432],[0.00222711 0.06654442],[0.654 0.061],[0.66  0.203]
17,5,[0.6592 0.1294],[0.00183303 0.09399489],[0.657 0.034],[0.661 0.263]
18,4,[0.6594 0.0796],[0.00149666 0.04427911],[0.657 0.044],[0.661 0.15 ]
19,3,[0.6578 0.057 ],[0.00146969 0.03816805],[0.656 0.006],[0.66  0.114]
20,5,[0.6596 0.071 ],[0.0004899  0.05201154],[0.659 0.007],[0.66  0.144]
21,4,[0.657  0.0406],[0.00189737 0.03824971],[0.654 0.004],[0.66 0.1 ]
22,3,[0.6574 0.0602],[0.00233238 0.04893833],[0.654 0.004],[0.66  0.146]
23,4,[0.6574 0.0944],[0.00205913 0.06302888],[0.654 0.04 ],[0.66  0.215]
24,4,[0.6544 0.0824],[0.0032     0.06469189],[0.65  0.021],[0.657 0.2  ]
25,4,[0.66   0.1714],[0.00189737 0.06846196],[0.657 0.095],[0.663 0.27 ]
