gen,nevals,avg,std,min,max
0,50,[0.66516 0.12956],[0.00382288 0.06771268],[0.654 0.008],[0.673 0.295]
1,4,[0.663  0.1358],[0.00275681 0.07395242],[0.66  0.031],[0.668 0.236]
2,5,[0.6652 0.154 ],[0.00337046 0.04807494],[0.661 0.101],[0.671 0.229]
3,2,[0.6642 0.1092],[0.00193907 0.05490501],[0.661 0.019],[0.666 0.191]
4,4,[0.6636 0.1102],[0.00174356 0.08513378],[0.661 0.019],[0.666 0.249]
5,5,[0.6634 0.1558],[0.00484149 0.09803142],[0.658 0.027],[0.672 0.286]
6,5,[0.6642 0.1676],[0.00132665 0.07237845],[0.662 0.076],[0.666 0.255]
7,3,[0.6622 0.2042],[0.00256125 0.04559561],[0.659 0.144],[0.666 0.255]
8,3,[0.6624 0.174 ],[0.00233238 0.05159845],[0.659 0.115],[0.665 0.251]
9,3,[0.663  0.1838],[0.00167332 0.04667933],[0.661 0.115],[0.665 0.238]
10,4,[0.6628 0.1528],[0.00146969 0.06447139],[0.661 0.07 ],[0.665 0.244]
11,4,[0.6608 0.2034],[0.00074833 0.0312    ],[0.66  0.154],[0.662 0.244]
12,5,[0.663  0.1726],[0.00303315 0.06981862],[0.659 0.058],[0.667 0.268]
13,4,[0.6656 0.1588],[0.00300666 0.063995  ],[0.661 0.058],[0.67  0.244]
14,5,[0.6636 0.1616],[0.00382623 0.07162849],[0.66  0.033],[0.67  0.224]
15,5,[0.664  0.1384],[0.00178885 0.03535873],[0.661 0.091],[0.666 0.201]
16,2,[0.664  0.1134],[0.00178885 0.02820355],[0.661 0.069],[0.666 0.139]
17,4,[0.6632 0.0742],[0.00172047 0.04791409],[0.661 0.001],[0.666 0.138]
18,5,[0.6656 0.1388],[0.00257682 0.05855391],[0.662 0.035],[0.67 0.2 ]
19,5,[0.665  0.1222],[0.00309839 0.06700866],[0.663 0.041],[0.671 0.238]
20,4,[0.6634 0.1146],[0.00185472 0.08705998],[0.661 0.003],[0.666 0.238]
21,5,[0.6608 0.198 ],[0.00278568 0.20456002],[0.656 0.037],[0.664 0.6  ]
22,5,[0.6636 0.0714],[0.0028     0.04411168],[0.659 0.02 ],[0.667 0.133]
23,3,[0.6668 0.1126],[0.0031241  0.06630716],[0.661 0.03 ],[0.67  0.219]
24,4,[0.6678 0.1702],[0.0040694  0.08982071],[0.661 0.037],[0.673 0.278]
25,5,[0.67   0.1808],[0.00289828 0.08876576],[0.666 0.057],[0.673 0.285]
