accuracy,recall,precision,f1,mcc,spd,aod,eod
0.668,0.644,0.675,0.654,0.479,0.023,0.009,0.037
0.666,0.64,0.669,0.649,0.475,0.028,0.003,0.029
0.662,0.636,0.666,0.646,0.469,0.034,0.002,0.027
0.56,0.525,0.561,0.529,0.302,0.087,0.118,0.156
0.681,0.661,0.686,0.67,0.5,0.013,0.027,0.076
0.619,0.597,0.611,0.602,0.402,0.035,0.003,0.056
0.648,0.622,0.644,0.63,0.447,0.038,0.005,0.029
0.67,0.645,0.679,0.656,0.482,0.039,0.008,0.018
0.59,0.557,0.591,0.564,0.351,0.049,0.083,0.128
0.651,0.626,0.652,0.635,0.451,0.034,0.011,0.001
0.682,0.662,0.686,0.671,0.501,0.035,0.001,0.03
0.603,0.58,0.596,0.586,0.377,0.061,0.028,0.009
0.678,0.654,0.686,0.664,0.495,0.024,0.016,0.063
0.625,0.58,0.647,0.593,0.407,0.04,0.018,0.009
0.627,0.601,0.629,0.609,0.413,0.034,0.001,0.043
0.659,0.633,0.663,0.643,0.464,0.028,0.003,0.029
0.664,0.637,0.67,0.647,0.472,0.042,0.018,0.01
0.683,0.665,0.681,0.671,0.504,0.065,0.038,0.025
0.683,0.66,0.689,0.669,0.503,0.013,0.02,0.049
0.642,0.61,0.651,0.621,0.435,0.016,0.008,0.018
0.677,0.655,0.681,0.664,0.494,0.023,0.014,0.057
0.66,0.629,0.669,0.64,0.465,0.022,0.005,0.023
0.695,0.675,0.698,0.683,0.522,0.084,0.072,0.1
0.623,0.581,0.641,0.593,0.405,0.031,0.011,0.006
0.675,0.647,0.688,0.659,0.49,0.039,0.016,0.015
0.644,0.62,0.645,0.628,0.44,0.053,0.018,0.022
0.668,0.64,0.675,0.651,0.477,0.031,0.0,0.027
0.672,0.647,0.678,0.657,0.485,0.04,0.009,0.015
0.661,0.633,0.67,0.644,0.467,0.044,0.003,0.051
0.669,0.643,0.676,0.653,0.48,0.028,0.008,0.046
0.542,0.516,0.526,0.518,0.281,0.064,0.104,0.167
0.67,0.647,0.675,0.656,0.482,0.02,0.014,0.049
0.654,0.626,0.66,0.636,0.456,0.027,0.0,0.015
0.56,0.531,0.558,0.535,0.305,0.092,0.132,0.2
0.63,0.6,0.638,0.61,0.416,0.001,0.04,0.092
0.653,0.634,0.653,0.641,0.457,0.098,0.069,0.047
0.626,0.595,0.631,0.605,0.41,0.006,0.022,0.043
0.67,0.64,0.685,0.653,0.482,0.03,0.005,0.041
0.6,0.562,0.596,0.568,0.366,0.003,0.037,0.076
0.574,0.531,0.579,0.535,0.322,0.055,0.076,0.086
0.649,0.625,0.65,0.634,0.449,0.069,0.052,0.06
0.681,0.654,0.685,0.664,0.499,0.013,0.022,0.057
0.653,0.622,0.661,0.632,0.454,0.032,0.004,0.02
0.624,0.591,0.63,0.601,0.407,0.068,0.048,0.045
0.68,0.659,0.684,0.668,0.498,0.029,0.002,0.027
0.662,0.633,0.673,0.645,0.468,0.01,0.027,0.068
0.663,0.632,0.672,0.643,0.47,0.042,0.006,0.037
0.685,0.663,0.692,0.673,0.506,0.035,0.001,0.032
0.608,0.566,0.617,0.576,0.379,0.033,0.01,0.002
0.663,0.638,0.669,0.648,0.471,0.021,0.016,0.057
0.664,0.633,0.675,0.645,0.472,0.02,0.011,0.037
0.63,0.591,0.646,0.603,0.415,0.067,0.042,0.025
0.68,0.657,0.687,0.667,0.497,0.028,0.003,0.03
0.68,0.656,0.688,0.666,0.498,0.024,0.011,0.046
0.676,0.651,0.686,0.662,0.491,0.025,0.01,0.046
0.681,0.658,0.687,0.668,0.499,0.018,0.022,0.073
0.567,0.534,0.56,0.536,0.317,0.001,0.037,0.096
0.674,0.649,0.677,0.659,0.488,0.033,0.001,0.035
0.67,0.645,0.676,0.655,0.482,0.024,0.01,0.043
0.681,0.656,0.688,0.667,0.5,0.024,0.011,0.049
0.666,0.642,0.671,0.651,0.476,0.027,0.01,0.054
0.704,0.686,0.707,0.693,0.538,0.058,0.033,0.028
0.687,0.663,0.696,0.674,0.51,0.029,0.007,0.044
0.604,0.578,0.602,0.586,0.375,0.034,0.071,0.123
0.681,0.657,0.691,0.668,0.5,0.017,0.018,0.051
0.619,0.583,0.625,0.592,0.397,0.014,0.049,0.089
0.669,0.644,0.676,0.654,0.48,0.018,0.019,0.06
0.58,0.552,0.578,0.559,0.337,0.035,0.061,0.084
0.673,0.647,0.677,0.656,0.486,0.031,0.006,0.049
0.687,0.662,0.695,0.673,0.509,0.025,0.01,0.043
0.595,0.555,0.598,0.561,0.358,0.033,0.068,0.107
0.615,0.572,0.624,0.58,0.39,0.019,0.015,0.051
0.666,0.641,0.672,0.651,0.475,0.046,0.014,0.016
0.645,0.619,0.643,0.627,0.442,0.046,0.011,0.032
0.648,0.621,0.651,0.631,0.446,0.032,0.012,0.01
0.669,0.643,0.675,0.653,0.48,0.033,0.001,0.035
0.685,0.662,0.693,0.672,0.506,0.038,0.006,0.021
0.621,0.588,0.619,0.597,0.401,0.019,0.006,0.023
0.617,0.584,0.621,0.593,0.395,0.016,0.023,0.079
0.617,0.597,0.614,0.603,0.4,0.025,0.017,0.084
0.624,0.591,0.632,0.601,0.406,0.004,0.045,0.101
0.62,0.596,0.621,0.604,0.402,0.043,0.012,0.018
0.634,0.598,0.646,0.609,0.421,0.021,0.016,0.062
0.674,0.648,0.678,0.658,0.488,0.026,0.008,0.043
0.638,0.617,0.636,0.623,0.432,0.054,0.015,0.041
0.65,0.623,0.656,0.633,0.449,0.03,0.002,0.015
0.604,0.581,0.599,0.586,0.379,0.018,0.016,0.06
0.688,0.666,0.695,0.676,0.511,0.021,0.012,0.041
0.652,0.622,0.661,0.633,0.452,0.001,0.035,0.071
0.663,0.636,0.669,0.647,0.47,0.018,0.014,0.043
0.602,0.575,0.598,0.58,0.375,0.015,0.048,0.085
0.636,0.612,0.632,0.618,0.429,0.049,0.014,0.027
0.645,0.626,0.644,0.633,0.444,0.04,0.001,0.049
0.647,0.623,0.648,0.631,0.445,0.044,0.003,0.076
0.663,0.638,0.668,0.647,0.471,0.021,0.011,0.04
0.593,0.559,0.586,0.564,0.356,0.03,0.006,0.057
0.621,0.602,0.615,0.607,0.406,0.036,0.001,0.043
0.561,0.523,0.56,0.526,0.303,0.084,0.116,0.158
0.664,0.638,0.669,0.648,0.472,0.044,0.018,0.007
0.623,0.605,0.616,0.609,0.411,0.07,0.041,0.012
0.636,0.618,0.633,0.623,0.43,0.067,0.033,0.007
0.567,0.535,0.559,0.538,0.316,0.002,0.026,0.057
0.673,0.651,0.678,0.661,0.486,0.038,0.002,0.038
0.633,0.608,0.626,0.613,0.424,0.059,0.029,0.0
0.618,0.596,0.612,0.601,0.401,0.029,0.003,0.016
0.627,0.612,0.623,0.616,0.417,0.067,0.037,0.006
0.625,0.6,0.618,0.606,0.411,0.064,0.03,0.01
0.634,0.603,0.639,0.613,0.423,0.075,0.052,0.044
0.554,0.526,0.545,0.526,0.298,0.052,0.084,0.129
0.514,0.477,0.497,0.47,0.231,0.072,0.1,0.136
0.546,0.512,0.54,0.511,0.283,0.094,0.128,0.181
0.553,0.506,0.553,0.512,0.286,0.037,0.054,0.061
0.622,0.597,0.625,0.605,0.404,0.051,0.017,0.021
0.636,0.61,0.638,0.619,0.427,0.049,0.018,0.015
0.638,0.618,0.635,0.624,0.432,0.076,0.054,0.048
0.632,0.599,0.636,0.609,0.419,0.072,0.034,0.02
0.69,0.668,0.697,0.678,0.514,0.009,0.026,0.063
0.672,0.648,0.678,0.658,0.485,0.025,0.01,0.046
0.627,0.594,0.632,0.604,0.411,0.065,0.035,0.002
0.622,0.59,0.625,0.6,0.403,0.097,0.079,0.08
0.563,0.524,0.558,0.528,0.305,0.006,0.014,0.022
0.684,0.659,0.693,0.67,0.504,0.021,0.014,0.049
0.649,0.622,0.652,0.632,0.449,0.016,0.011,0.029
0.606,0.568,0.61,0.577,0.377,0.05,0.031,0.029
0.6,0.559,0.607,0.569,0.365,0.068,0.032,0.019
0.668,0.645,0.669,0.653,0.479,0.02,0.012,0.04
0.576,0.539,0.58,0.546,0.327,0.071,0.111,0.175
0.529,0.488,0.52,0.489,0.249,0.081,0.121,0.192
0.634,0.592,0.652,0.605,0.422,0.021,0.003,0.013
0.675,0.647,0.681,0.658,0.49,0.064,0.045,0.053
0.556,0.526,0.547,0.531,0.298,0.141,0.176,0.231
0.569,0.525,0.575,0.529,0.313,0.105,0.135,0.171
0.612,0.572,0.618,0.582,0.386,0.052,0.02,0.016
0.649,0.619,0.658,0.631,0.448,0.016,0.014,0.04
0.529,0.494,0.53,0.5,0.25,0.168,0.197,0.246
0.687,0.664,0.694,0.674,0.51,0.063,0.032,0.011
0.622,0.589,0.626,0.599,0.403,0.053,0.033,0.026
0.65,0.617,0.66,0.629,0.448,0.035,0.005,0.018
0.674,0.64,0.69,0.653,0.489,0.11,0.1,0.132
0.673,0.646,0.68,0.657,0.486,0.032,0.001,0.024
0.689,0.668,0.695,0.677,0.512,0.047,0.013,0.018
0.685,0.658,0.691,0.669,0.506,0.069,0.045,0.042
0.666,0.639,0.675,0.65,0.475,0.042,0.015,0.001
0.67,0.642,0.679,0.653,0.481,0.045,0.012,0.018
0.664,0.636,0.673,0.648,0.471,0.035,0.004,0.023
0.608,0.567,0.621,0.578,0.379,0.041,0.011,0.026
0.667,0.638,0.676,0.649,0.477,0.045,0.02,0.01
0.695,0.664,0.709,0.678,0.519,0.073,0.019,0.003
0.67,0.639,0.681,0.652,0.479,0.067,0.016,0.0
0.704,0.681,0.709,0.691,0.535,0.038,0.024,0.057
0.683,0.655,0.691,0.667,0.5,0.085,0.046,0.067
0.577,0.548,0.573,0.551,0.332,0.029,0.088,0.147
0.67,0.622,0.707,0.64,0.481,0.076,0.028,0.022
0.664,0.647,0.665,0.653,0.473,0.004,0.07,0.13
0.676,0.646,0.685,0.658,0.487,0.05,0.0,0.014
0.687,0.664,0.692,0.674,0.507,0.037,0.019,0.044
0.651,0.615,0.669,0.629,0.446,0.013,0.048,0.095
0.613,0.583,0.612,0.59,0.388,0.032,0.092,0.141
0.656,0.636,0.66,0.644,0.458,0.08,0.018,0.032
0.707,0.681,0.715,0.693,0.539,0.079,0.028,0.028
0.635,0.617,0.637,0.623,0.427,0.066,0.02,0.014
0.689,0.658,0.703,0.672,0.509,0.072,0.02,0.009
0.7,0.673,0.711,0.686,0.527,0.063,0.002,0.029
0.674,0.654,0.674,0.662,0.488,0.035,0.021,0.045
0.702,0.675,0.713,0.688,0.531,0.051,0.009,0.041
0.713,0.686,0.722,0.698,0.548,0.066,0.017,0.02
0.67,0.636,0.687,0.65,0.479,0.07,0.023,0.017
0.715,0.697,0.718,0.705,0.553,0.066,0.006,0.016
0.659,0.638,0.658,0.645,0.463,0.078,0.019,0.015
0.68,0.64,0.711,0.658,0.496,0.119,0.078,0.084
0.605,0.58,0.604,0.585,0.377,0.034,0.082,0.098
0.66,0.636,0.662,0.645,0.464,0.049,0.008,0.023
0.655,0.623,0.664,0.633,0.454,0.005,0.072,0.125
0.696,0.665,0.709,0.679,0.521,0.038,0.013,0.021
0.664,0.62,0.694,0.636,0.469,0.07,0.024,0.018
0.619,0.596,0.62,0.603,0.399,0.084,0.03,0.011
0.696,0.665,0.713,0.68,0.521,0.037,0.025,0.061
0.628,0.604,0.631,0.609,0.415,0.054,0.002,0.04
0.567,0.544,0.559,0.546,0.32,0.005,0.049,0.097
0.665,0.645,0.666,0.652,0.474,0.045,0.009,0.033
0.586,0.557,0.595,0.565,0.343,0.004,0.06,0.115
0.686,0.654,0.702,0.668,0.504,0.056,0.005,0.003
0.661,0.628,0.672,0.641,0.464,0.059,0.015,0.009
0.668,0.644,0.676,0.654,0.476,0.065,0.013,0.002
0.694,0.668,0.7,0.679,0.517,0.05,0.008,0.032
0.682,0.654,0.69,0.666,0.499,0.053,0.0,0.016
0.637,0.615,0.633,0.62,0.429,0.049,0.0,0.021
0.531,0.51,0.522,0.51,0.264,0.079,0.136,0.205
0.611,0.581,0.615,0.588,0.384,0.023,0.082,0.127
0.707,0.689,0.709,0.697,0.54,0.03,0.031,0.06
0.676,0.647,0.685,0.658,0.488,0.051,0.001,0.007
0.702,0.678,0.705,0.688,0.53,0.022,0.037,0.066
0.687,0.655,0.702,0.669,0.506,0.017,0.038,0.06
0.701,0.68,0.703,0.689,0.529,0.034,0.026,0.054
0.649,0.63,0.653,0.638,0.447,0.077,0.019,0.02
0.626,0.6,0.624,0.607,0.409,0.015,0.067,0.091
0.695,0.667,0.707,0.681,0.519,0.059,0.008,0.005
0.689,0.662,0.696,0.674,0.509,0.02,0.04,0.072
0.69,0.66,0.7,0.672,0.51,0.055,0.006,0.003
0.69,0.668,0.697,0.679,0.512,0.036,0.035,0.096
0.683,0.651,0.699,0.665,0.499,0.055,0.0,0.023
0.704,0.678,0.713,0.69,0.534,0.07,0.016,0.0
0.668,0.632,0.69,0.647,0.475,0.051,0.001,0.018
0.689,0.657,0.703,0.671,0.509,0.041,0.015,0.038
0.695,0.663,0.713,0.678,0.519,0.071,0.021,0.011
0.682,0.653,0.694,0.666,0.499,0.07,0.019,0.008
0.689,0.667,0.697,0.678,0.51,0.041,0.019,0.051
0.68,0.648,0.696,0.662,0.494,0.048,0.003,0.013
0.67,0.64,0.679,0.652,0.479,0.06,0.013,0.012
0.668,0.634,0.684,0.648,0.474,0.077,0.029,0.023
0.681,0.649,0.697,0.663,0.497,0.053,0.004,0.002
0.661,0.627,0.677,0.64,0.463,0.041,0.008,0.02
0.693,0.664,0.707,0.677,0.516,0.078,0.029,0.022
0.674,0.639,0.692,0.653,0.485,0.052,0.001,0.021
0.676,0.642,0.689,0.656,0.488,0.067,0.015,0.001
0.699,0.671,0.712,0.684,0.526,0.084,0.034,0.028
0.683,0.653,0.694,0.666,0.5,0.096,0.052,0.058
0.677,0.642,0.699,0.658,0.49,0.055,0.01,0.01
0.672,0.638,0.686,0.652,0.481,0.047,0.006,0.026
0.697,0.673,0.703,0.684,0.523,0.078,0.027,0.024
0.684,0.653,0.701,0.667,0.501,0.056,0.004,0.037
0.678,0.645,0.697,0.66,0.491,0.023,0.035,0.071
0.676,0.643,0.69,0.657,0.487,0.065,0.011,0.011
0.662,0.629,0.676,0.642,0.465,0.051,0.004,0.005
0.675,0.647,0.69,0.66,0.487,0.037,0.014,0.026
0.674,0.638,0.69,0.652,0.485,0.049,0.005,0.023
0.668,0.634,0.688,0.649,0.475,0.06,0.011,0.001
0.665,0.641,0.673,0.652,0.472,0.019,0.038,0.066
0.684,0.652,0.698,0.665,0.501,0.05,0.003,0.02
0.674,0.638,0.695,0.654,0.485,0.068,0.013,0.011
0.662,0.635,0.664,0.645,0.466,0.077,0.026,0.005
0.685,0.655,0.703,0.669,0.503,0.045,0.004,0.014
0.685,0.652,0.699,0.666,0.502,0.054,0.0,0.022
0.668,0.634,0.685,0.649,0.474,0.063,0.009,0.015
0.701,0.674,0.71,0.686,0.528,0.063,0.019,0.03
0.68,0.646,0.698,0.66,0.495,0.074,0.03,0.034
0.676,0.643,0.691,0.656,0.487,0.064,0.006,0.024
0.69,0.658,0.706,0.672,0.511,0.049,0.007,0.035
0.672,0.641,0.684,0.654,0.482,0.028,0.027,0.054
0.674,0.642,0.691,0.656,0.485,0.043,0.003,0.005
0.684,0.657,0.695,0.67,0.501,0.06,0.014,0.015
0.682,0.647,0.702,0.662,0.498,0.032,0.025,0.054
0.682,0.653,0.696,0.667,0.498,0.075,0.029,0.029
0.686,0.656,0.699,0.67,0.504,0.062,0.009,0.006
0.684,0.653,0.695,0.666,0.501,0.051,0.002,0.006
0.692,0.66,0.709,0.675,0.514,0.078,0.032,0.038
0.69,0.658,0.703,0.671,0.512,0.045,0.009,0.031
0.7,0.668,0.713,0.681,0.527,0.055,0.003,0.03
0.685,0.654,0.702,0.669,0.503,0.086,0.032,0.015
0.683,0.653,0.698,0.667,0.5,0.077,0.019,0.014
0.693,0.659,0.713,0.674,0.515,0.077,0.03,0.03
0.683,0.655,0.697,0.668,0.5,0.061,0.008,0.009
0.693,0.663,0.706,0.677,0.516,0.065,0.011,0.004
0.676,0.642,0.697,0.657,0.488,0.08,0.023,0.007
0.68,0.648,0.699,0.663,0.495,0.04,0.012,0.03
0.692,0.664,0.704,0.677,0.514,0.068,0.017,0.006
0.686,0.653,0.703,0.668,0.504,0.079,0.035,0.044
0.674,0.644,0.685,0.656,0.486,0.078,0.027,0.013
0.695,0.663,0.71,0.677,0.519,0.07,0.023,0.026
0.688,0.657,0.702,0.671,0.508,0.054,0.0,0.022
0.697,0.666,0.712,0.68,0.523,0.055,0.002,0.021
0.683,0.648,0.709,0.665,0.501,0.052,0.002,0.017
0.679,0.65,0.691,0.663,0.493,0.065,0.016,0.008
0.685,0.663,0.691,0.673,0.504,0.043,0.012,0.037
0.678,0.647,0.694,0.661,0.492,0.071,0.02,0.01
0.671,0.636,0.689,0.65,0.48,0.071,0.019,0.002
0.703,0.674,0.718,0.688,0.532,0.076,0.026,0.026
0.608,0.581,0.61,0.586,0.381,0.014,0.074,0.121
0.683,0.661,0.687,0.67,0.501,0.039,0.025,0.068
0.67,0.638,0.686,0.652,0.478,0.06,0.004,0.023
0.682,0.654,0.693,0.666,0.498,0.051,0.004,0.022
0.691,0.666,0.694,0.676,0.513,0.046,0.014,0.048
