gen,nevals,avg,std,min,max
0,50,[0.62558 0.14074],[0.04836738 0.13107293],[0.55 0.  ],[0.676 0.48 ]
1,3,[0.6106 0.0908],[0.04421131 0.06386674],[0.55 0.  ],[0.669 0.199]
2,3,[0.5888 0.0736],[0.0405137  0.07149154],[0.55 0.  ],[0.643 0.192]
3,5,[0.5792 0.0236],[0.03603554 0.04426104],[0.55 0.  ],[0.63  0.112]
4,3,[0.5614 0.0072],[0.0228 0.0144],[0.55 0.  ],[0.607 0.036]
5,4,[0.5638 0.0202],[0.02209434 0.02638484],[0.55 0.  ],[0.607 0.065]
6,4,[0.5758 0.0248],[0.02555308 0.04368249],[0.55 0.  ],[0.61  0.112]
7,4,[0.5764 0.1034],[0.02134104 0.05647159],[0.55 0.  ],[0.605 0.157]
8,3,[0.599 0.116],[0.04023431 0.05406663],[0.553 0.014],[0.67  0.157]
9,4,[0.5984 0.0992],[0.04030186 0.06137557],[0.55 0.  ],[0.67  0.154]
10,5,[0.5902 0.0806],[0.04299023 0.05601643],[0.55 0.  ],[0.67  0.157]
11,4,[0.5948 0.0828],[0.04547263 0.04916259],[0.549 0.013],[0.65  0.167]
12,4,[0.5996 0.0818],[0.02717057 0.03192742],[0.568 0.028],[0.637 0.118]
13,3,[0.6076 0.0836],[0.02699333 0.05034918],[0.559 0.028],[0.637 0.148]
14,4,[0.6228 0.1254],[0.02598769 0.02241071],[0.571 0.096],[0.639 0.155]
15,4,[0.5972 0.129 ],[0.0329448  0.02037646],[0.568 0.098],[0.639 0.153]
16,4,[0.6214 0.129 ],[0.03016355 0.06867605],[0.571 0.003],[0.652 0.195]
17,4,[0.616  0.1402],[0.03378165 0.04213977],[0.568 0.09 ],[0.652 0.195]
18,5,[0.608  0.1228],[0.04262863 0.03404938],[0.548 0.067],[0.655 0.16 ]
19,3,[0.6252 0.1932],[0.03953429 0.13249815],[0.548 0.067],[0.655 0.45 ]
20,5,[0.619  0.1158],[0.03308172 0.04099463],[0.553 0.049],[0.639 0.156]
21,4,[0.6038 0.104 ],[0.04276167 0.06747148],[0.55 0.  ],[0.641 0.171]
22,2,[0.6204 0.1232],[0.03525677 0.06239038],[0.55 0.  ],[0.641 0.171]
23,5,[0.6016 0.0878],[0.04213122 0.07170328],[0.55 0.  ],[0.636 0.149]
24,5,[0.5854 0.0614],[0.04336635 0.07523191],[0.55 0.  ],[0.64  0.157]
25,4,[0.5846 0.0576],[0.04243395 0.07102281],[0.55 0.  ],[0.64  0.157]
