gen,nevals,avg,std,min,max
0,50,[0.62092 0.11194],[0.05457026 0.08763821],[0.543 0.   ],[0.681 0.444]
1,5,[0.6558 0.2792],[0.01663009 0.18439458],[0.632 0.108],[0.677 0.536]
2,5,[0.6572 0.2082],[0.01325745 0.14159859],[0.642 0.109],[0.678 0.488]
3,5,[0.6432 0.1268],[0.01850838 0.05308634],[0.615 0.024],[0.671 0.169]
4,4,[0.6438 0.1394],[0.01251239 0.06566765],[0.623 0.009],[0.662 0.184]
5,5,[0.6504 0.1174],[0.01346997 0.01689497],[0.63  0.099],[0.664 0.149]
6,4,[0.6458 0.2022],[0.01936388 0.20428353],[0.609 0.055],[0.664 0.606]
7,4,[0.645  0.2418],[0.01881489 0.18302721],[0.609 0.123],[0.663 0.606]
8,5,[0.6372 0.2264],[0.03134581 0.11827865],[0.582 0.13 ],[0.669 0.458]
9,4,[0.6448 0.2222],[0.01381883 0.14038006],[0.633 0.121],[0.665 0.496]
10,3,[0.6458 0.1282],[0.0143861  0.06217202],[0.625 0.02 ],[0.662 0.205]
11,3,[0.6472 0.1128],[0.01514464 0.05259049],[0.625 0.02 ],[0.665 0.18 ]
12,4,[0.6312 0.1448],[0.02188515 0.02705846],[0.589 0.104],[0.652 0.182]
13,5,[0.622  0.1266],[0.02940068 0.04864401],[0.578 0.037],[0.654 0.182]
14,5,[0.6332 0.1218],[0.02004395 0.05576522],[0.603 0.035],[0.659 0.197]
15,3,[0.6342 0.1236],[0.02416113 0.04752094],[0.589 0.052],[0.659 0.197]
16,5,[0.6392 0.1242],[0.02398666 0.05127729],[0.594 0.057],[0.657 0.19 ]
17,3,[0.6318 0.1148],[0.04544183 0.05982107],[0.543 0.   ],[0.667 0.165]
18,5,[0.6322 0.115 ],[0.04616232 0.05884896],[0.543 0.   ],[0.667 0.168]
19,4,[0.6316 0.0996],[0.04671445 0.05484013],[0.543 0.   ],[0.671 0.157]
20,3,[0.6192 0.0942],[0.04019154 0.05565393],[0.543 0.   ],[0.662 0.166]
21,3,[0.6212 0.2752],[0.02652094 0.18482792],[0.569 0.087],[0.641 0.54 ]
22,3,[0.6104 0.2712],[0.03408577 0.15252462],[0.569 0.107],[0.646 0.454]
23,4,[0.6246 0.2434],[0.02820355 0.10584441],[0.569 0.176],[0.646 0.454]
24,3,[0.6394 0.1612],[0.00417612 0.02747654],[0.634 0.131],[0.646 0.204]
25,4,[0.5988 0.1092],[0.03691829 0.08707101],[0.543 0.   ],[0.638 0.215]
