gen,nevals,avg,std,min,max
0,50,[0.62622 0.13214],[0.04134068 0.07671089],[0.549 0.   ],[0.67 0.44]
1,5,[0.6182 0.1042],[0.03666824 0.0604331 ],[0.565 0.026],[0.67  0.182]
2,3,[0.612  0.1214],[0.03871434 0.0547854 ],[0.544 0.015],[0.664 0.162]
3,3,[0.6338 0.1602],[0.04606691 0.0222027 ],[0.544 0.128],[0.669 0.186]
4,5,[0.6052 0.1036],[0.04597565 0.08626146],[0.549 0.   ],[0.647 0.191]
5,4,[0.587  0.0646],[0.0465446  0.08007397],[0.549 0.   ],[0.645 0.181]
6,5,[0.586  0.0388],[0.04536959 0.0478598 ],[0.549 0.   ],[0.645 0.106]
7,4,[0.5514 0.096 ],[0.0048 0.192 ],[0.549 0.   ],[0.561 0.48 ]
8,5,[0.563 0.036],[0.028 0.072],[0.549 0.   ],[0.619 0.18 ]
9,4,[0.5644 0.0972],[0.0308 0.1944],[0.549 0.   ],[0.626 0.486]
10,2,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
11,3,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
12,4,[0.5718 0.0342],[0.0456 0.0684],[0.549 0.   ],[0.663 0.171]
13,3,[0.5718 0.0332],[0.0456 0.0664],[0.549 0.   ],[0.663 0.166]
14,3,[0.5714 0.0246],[0.0448 0.0492],[0.549 0.   ],[0.661 0.123]
15,5,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
16,2,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
17,4,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
18,5,[0.549 0.   ],[0. 0.],[0.549 0.   ],[0.549 0.   ]
19,4,[0.562  0.0264],[0.026  0.0528],[0.549 0.   ],[0.614 0.132]
20,4,[0.5766 0.0566],[0.03389749 0.06958046],[0.549 0.   ],[0.622 0.151]
21,5,[0.63  0.147],[0.01708801 0.0269963 ],[0.615 0.1  ],[0.663 0.172]
22,2,[0.619  0.1302],[0.00532917 0.01590472],[0.615 0.1  ],[0.629 0.147]
23,3,[0.616 0.11 ],[0.00704273 0.03648013],[0.604 0.041],[0.626 0.14 ]
24,5,[0.6126 0.1188],[0.00338231 0.01814828],[0.606 0.086],[0.615 0.136]
25,4,[0.6142 0.1268],[0.00074833 0.00541849],[0.613 0.12 ],[0.615 0.136]
