gen,nevals,avg,std,min,max
0,50,[0.72002 0.25078],[0.01028492 0.13370404],[0.7   0.035],[0.737 0.524]
1,3,[0.7152 0.1692],[0.01414779 0.12179557],[0.697 0.094],[0.733 0.412]
2,5,[0.7098 0.2092],[0.01526303 0.16789687],[0.683 0.058],[0.723 0.5  ]
3,4,[0.7058 0.2006],[0.01355581 0.12361489],[0.683 0.058],[0.723 0.354]
4,3,[0.7086 0.3146],[0.00821219 0.11393612],[0.693 0.091],[0.717 0.408]
5,3,[0.7126 0.3412],[0.00257682 0.04096047],[0.71  0.302],[0.717 0.414]
6,4,[0.7098 0.236 ],[0.00365513 0.0902286 ],[0.703 0.121],[0.713 0.324]
7,2,[0.7078 0.1998],[0.0040694  0.09276077],[0.703 0.121],[0.713 0.324]
8,5,[0.7172 0.2598],[0.00996795 0.06532503],[0.71  0.131],[0.737 0.302]
9,4,[0.718  0.1846],[0.0198897  0.12592156],[0.69  0.055],[0.74  0.376]
10,3,[0.7274 0.3876],[0.01162067 0.06412987],[0.71  0.324],[0.74 0.51]
11,4,[0.724  0.3558],[0.00794984 0.14566867],[0.713 0.083],[0.737 0.51 ]
12,3,[0.7262 0.2684],[0.00765245 0.16956603],[0.713 0.046],[0.737 0.434]
13,5,[0.7274 0.28  ],[0.00682935 0.18216037],[0.717 0.014],[0.737 0.508]
14,5,[0.7328 0.2934],[0.00719444 0.17933834],[0.727 0.088],[0.747 0.542]
15,5,[0.7228 0.1798],[0.00391918 0.12413605],[0.717 0.062],[0.727 0.38 ]
16,2,[0.7262 0.225 ],[0.00479166 0.13483916],[0.717 0.045],[0.73 0.38]
17,3,[0.728  0.1238],[0.00275681 0.1043521 ],[0.723 0.045],[0.73 0.33]
18,1,[0.7288 0.0886],[0.00146969 0.01360294],[0.727 0.067],[0.73 0.11]
19,5,[0.7246 0.1142],[0.00195959 0.02394494],[0.723 0.067],[0.727 0.13 ]
20,4,[0.7268 0.2384],[0.00222711 0.0971156 ],[0.723 0.119],[0.73 0.35]
21,5,[0.726  0.1796],[0.00268328 0.16502679],[0.723 0.025],[0.73  0.432]
22,3,[0.7272 0.2676],[0.00391918 0.16819108],[0.723 0.025],[0.733 0.432]
23,4,[0.7294 0.317 ],[0.00854634 0.10651948],[0.717 0.105],[0.74  0.386]
24,4,[0.724  0.3608],[0.0091214  0.02597229],[0.71  0.332],[0.733 0.408]
25,4,[0.7312 0.3362],[0.0110526  0.10438084],[0.71  0.131],[0.74  0.408]
