gen,nevals,avg,std,min,max
0,50,[0.73116 0.13892],[0.01320509 0.12201866],[0.697 0.001],[0.753 0.388]
1,3,[0.7174 0.245 ],[0.01070701 0.17269395],[0.7   0.025],[0.727 0.438]
2,5,[0.74   0.1184],[0.00687023 0.08053968],[0.733 0.039],[0.753 0.27 ]
3,5,[0.726  0.1758],[0.0148054  0.13356856],[0.7   0.025],[0.743 0.366]
4,4,[0.7358 0.276 ],[0.00798499 0.13062312],[0.723 0.032],[0.743 0.418]
5,3,[0.73  0.252],[0.00843801 0.14033531],[0.717 0.065],[0.743 0.418]
6,4,[0.7352 0.3196],[0.0084947  0.03125124],[0.723 0.282],[0.743 0.366]
7,3,[0.74   0.2146],[0.00268328 0.09976292],[0.737 0.076],[0.743 0.302]
8,5,[0.7288 0.2636],[0.00990757 0.15532366],[0.72 0.08],[0.747 0.428]
9,4,[0.7214 0.253 ],[0.00717217 0.17324895],[0.71 0.02],[0.73  0.418]
10,3,[0.7328 0.2434],[0.0109252  0.15633758],[0.717 0.056],[0.747 0.438]
11,4,[0.7354 0.2288],[0.00601997 0.10686328],[0.727 0.101],[0.743 0.366]
12,5,[0.73  0.231],[0.00715542 0.1171085 ],[0.723 0.086],[0.74  0.346]
13,4,[0.7368 0.145 ],[0.01187266 0.13392237],[0.72  0.001],[0.757 0.398]
14,4,[0.7368 0.1336],[0.00780769 0.1104221 ],[0.723 0.024],[0.747 0.346]
15,4,[0.7386 0.13  ],[0.00821219 0.14134921],[0.723 0.024],[0.747 0.408]
16,3,[0.7434 0.0894],[0.01156892 0.12902651],[0.723 0.003],[0.757 0.346]
17,5,[0.7318 0.1754],[0.00906422 0.12969441],[0.72  0.061],[0.743 0.376]
18,3,[0.7346 0.1792],[0.009992   0.15269237],[0.723 0.002],[0.747 0.376]
19,3,[0.728 0.295],[0.00521536 0.09404254],[0.723 0.111],[0.737 0.366]
20,2,[0.7326 0.238 ],[0.00765768 0.12596031],[0.723 0.071],[0.743 0.366]
21,5,[0.7388 0.0922],[0.00549181 0.02966075],[0.73  0.051],[0.747 0.132]
22,5,[0.7368 0.144 ],[0.00365513 0.0813388 ],[0.73  0.091],[0.74  0.306]
23,4,[0.734  0.1284],[0.00745654 0.07937405],[0.72  0.066],[0.74  0.284]
24,3,[0.732  0.2072],[0.00869483 0.11799898],[0.72  0.101],[0.74  0.356]
25,4,[0.7354 0.2028],[0.00601997 0.1182022 ],[0.727 0.091],[0.743 0.396]
