gen,nevals,avg,std,min,max
0,50,[0.7129  0.04908],[0.0225373  0.05422245],[0.673 0.   ],[0.743 0.318]
1,5,[0.716 0.048],[0.0186333  0.02520317],[0.69  0.011],[0.733 0.089]
2,4,[0.7164 0.0476],[0.0191374  0.02795425],[0.693 0.009],[0.733 0.084]
3,3,[0.7172 0.0246],[0.02105612 0.01560256],[0.69 0.  ],[0.737 0.049]
4,5,[0.6914 0.063 ],[0.0028     0.01240967],[0.69  0.049],[0.697 0.079]
5,5,[0.6958 0.0426],[0.01263962 0.02655259],[0.683 0.   ],[0.72  0.069]
6,4,[0.708  0.0328],[0.02216303 0.02035092],[0.687 0.01 ],[0.737 0.069]
7,3,[0.7078 0.0496],[0.02069203 0.01915829],[0.687 0.019],[0.733 0.069]
8,5,[0.706  0.0358],[0.02170714 0.01825815],[0.683 0.004],[0.737 0.055]
9,3,[0.7132 0.0206],[0.02475803 0.01672842],[0.683 0.004],[0.737 0.043]
10,4,[0.7326 0.0272],[0.00257682 0.01133843],[0.73  0.014],[0.737 0.043]
11,4,[0.7346 0.037 ],[0.00195959 0.01067708],[0.733 0.023],[0.737 0.053]
12,4,[0.732 0.026],[0.00334664 0.02014944],[0.727 0.003],[0.737 0.058]
13,4,[0.7354 0.037 ],[0.00662118 0.02177154],[0.727 0.008],[0.747 0.073]
14,5,[0.7338 0.039 ],[0.00331059 0.01067708],[0.73  0.023],[0.74  0.053]
15,4,[0.7332 0.032 ],[0.00222711 0.01907878],[0.73  0.003],[0.737 0.053]
16,5,[0.74  0.057],[0.00481664 0.01392839],[0.733 0.038],[0.747 0.073]
17,4,[0.733 0.041],[0.         0.01122497],[0.733 0.023],[0.733 0.053]
18,4,[0.7338 0.039 ],[0.0016     0.00969536],[0.733 0.023],[0.737 0.053]
19,5,[0.734  0.0292],[0.00268328 0.00881816],[0.73  0.014],[0.737 0.038]
20,5,[0.7298 0.0334],[0.00503587 0.00989141],[0.72  0.021],[0.733 0.047]
21,5,[0.736 0.045],[0.00268328 0.01630951],[0.733 0.023],[0.74  0.063]
22,3,[0.7312 0.0238],[0.00466476 0.01724413],[0.723 0.001],[0.737 0.053]
23,4,[0.7268 0.0498],[0.013891   0.01672603],[0.7   0.028],[0.737 0.079]
24,4,[0.7296 0.0412],[0.0148     0.01977271],[0.7   0.028],[0.737 0.079]
25,3,[0.7362 0.036 ],[0.0016    0.0116619],[0.733 0.028],[0.737 0.058]
