gen,nevals,avg,std,min,max
0,50,[0.74948 0.05202],[0.01204365 0.05113883],[0.727 0.007],[0.773 0.334]
1,3,[0.7412 0.0376],[0.00906422 0.02791129],[0.73  0.009],[0.753 0.091]
2,2,[0.7426 0.0758],[0.01492113 0.10056123],[0.73  0.009],[0.767 0.276]
3,5,[0.744  0.0724],[0.01670928 0.11187958],[0.733 0.012],[0.777 0.296]
4,5,[0.737 0.017],[0.00489898 0.01335665],[0.733 0.002],[0.743 0.037]
5,4,[0.7408 0.0314],[0.0084     0.03146172],[0.733 0.002],[0.757 0.091]
6,2,[0.7422 0.0298],[0.00752064 0.03236912],[0.737 0.002],[0.757 0.091]
7,3,[0.736  0.0092],[0.00268328 0.01205653],[0.733 0.002],[0.74  0.033]
8,5,[0.7366 0.0256],[0.00313688 0.00574804],[0.733 0.016],[0.74  0.033]
9,2,[0.7352 0.0228],[0.00285657 0.00813388],[0.733 0.007],[0.74  0.028]
10,5,[0.7392 0.0254],[0.0065238  0.01639024],[0.733 0.012],[0.75  0.056]
11,3,[0.7374 0.0286],[0.00682935 0.0160075 ],[0.73  0.012],[0.75  0.056]
12,3,[0.738 0.033],[0.00689928 0.02094755],[0.73  0.014],[0.75  0.072]
13,5,[0.7494 0.0652],[0.00731027 0.03250477],[0.737 0.021],[0.76  0.121]
14,4,[0.748 0.062],[0.01056409 0.02028793],[0.73 0.03],[0.763 0.084]
15,4,[0.7422 0.0466],[0.00897552 0.02624195],[0.727 0.002],[0.75  0.072]
16,3,[0.7514 0.0766],[0.00338231 0.01877871],[0.747 0.052],[0.757 0.11 ]
17,5,[0.7478 0.0474],[0.0040694  0.02143455],[0.743 0.011],[0.753 0.072]
18,4,[0.74   0.0462],[0.01145426 0.03282926],[0.727 0.002],[0.757 0.101]
19,4,[0.738  0.0348],[0.00715542 0.01270276],[0.727 0.018],[0.747 0.052]
20,5,[0.7452 0.0536],[0.0163878  0.02023462],[0.72  0.023],[0.77  0.077]
21,3,[0.7486 0.0572],[0.00387814 0.01838913],[0.743 0.028],[0.753 0.077]
22,3,[0.7424 0.0322],[0.00643739 0.02180275],[0.733 0.002],[0.753 0.07 ]
23,5,[0.7388 0.0178],[0.0024     0.01060943],[0.737 0.007],[0.743 0.037]
24,3,[0.7454 0.0264],[0.0124996  0.02152766],[0.737 0.007],[0.77  0.064]
25,4,[0.7488 0.0378],[0.01008762 0.03175783],[0.737 0.001],[0.767 0.092]
