gen,nevals,avg,std,min,max
0,50,[0.8196  0.18624],[0.01667333 0.06394672],[0.773 0.103],[0.849 0.41 ]
1,4,[0.8266 0.169 ],[0.01318484 0.01868689],[0.81  0.133],[0.839 0.185]
2,4,[0.8266 0.1646],[0.0112712  0.02185955],[0.81  0.125],[0.836 0.187]
3,4,[0.8306 0.1974],[0.01708333 0.09828449],[0.811 0.104],[0.856 0.388]
4,4,[0.828 0.157],[0.01613691 0.02687006],[0.812 0.104],[0.857 0.177]
5,5,[0.8412 0.2532],[0.01941546 0.10680524],[0.815 0.166],[0.857 0.386]
6,3,[0.8368 0.218 ],[0.01943605 0.08442985],[0.809 0.166],[0.857 0.386]
7,4,[0.8236 0.2262],[0.01815048 0.10218884],[0.807 0.162],[0.85 0.43]
8,3,[0.8248 0.2154],[0.01682141 0.08600837],[0.808 0.159],[0.85  0.386]
9,4,[0.83   0.1728],[0.02025833 0.00877268],[0.799 0.159],[0.853 0.183]
10,3,[0.8286 0.173 ],[0.02034306 0.00328634],[0.799 0.167],[0.846 0.176]
11,5,[0.8282 0.1726],[0.01635115 0.01156892],[0.805 0.153],[0.844 0.184]
12,4,[0.8194 0.1698],[0.01146473 0.0154971 ],[0.807 0.142],[0.838 0.184]
13,4,[0.8306 0.1634],[0.01510761 0.01437498],[0.807 0.139],[0.851 0.181]
14,5,[0.828  0.2292],[0.01792205 0.11773088],[0.807 0.156],[0.85  0.464]
15,4,[0.826  0.1664],[0.01820989 0.00909065],[0.805 0.156],[0.848 0.179]
16,5,[0.8208 0.162 ],[0.01740575 0.01447757],[0.797 0.145],[0.846 0.188]
17,4,[0.807  0.2132],[0.01460137 0.08901101],[0.79  0.153],[0.833 0.39 ]
18,5,[0.8132 0.2478],[0.01140877 0.14061351],[0.796 0.08 ],[0.83  0.444]
19,4,[0.8024 0.2032],[0.01265859 0.10175932],[0.788 0.109],[0.825 0.4  ]
20,4,[0.8068 0.2046],[0.01632667 0.10324456],[0.795 0.092],[0.839 0.4  ]
21,2,[0.797  0.2054],[0.00678233 0.10289529],[0.784 0.092],[0.803 0.4  ]
22,3,[0.802 0.223],[0.01603746 0.0885257 ],[0.784 0.176],[0.832 0.4  ]
23,3,[0.7944 0.2232],[0.00705975 0.09042433],[0.784 0.176],[0.805 0.404]
24,5,[0.8042 0.2254],[0.01471598 0.08870761],[0.787 0.165],[0.831 0.402]
25,4,[0.8042 0.1768],[0.01790419 0.00746726],[0.783 0.164],[0.831 0.185]
