gen,nevals,avg,std,min,max
0,50,[0.81568 0.1609 ],[0.01700052 0.02323123],[0.785 0.076],[0.852 0.189]
1,4,[0.8162 0.2144],[0.01933287 0.0863912 ],[0.792 0.157],[0.842 0.386]
2,4,[0.8188 0.1712],[0.01543243 0.00803492],[0.798 0.16 ],[0.839 0.182]
3,3,[0.8228 0.171 ],[0.01259206 0.00822192],[0.809 0.155],[0.839 0.178]
4,5,[0.8158 0.1722],[0.01595494 0.00318748],[0.804 0.167],[0.847 0.176]
5,5,[0.8172 0.175 ],[0.01373172 0.00481664],[0.804 0.166],[0.843 0.18 ]
6,4,[0.809  0.1778],[0.00389872 0.00633719],[0.802 0.169],[0.813 0.188]
7,4,[0.8106 0.1746],[0.00688767 0.00293939],[0.797 0.171],[0.816 0.178]
8,5,[0.8066 0.1714],[0.00611882 0.00755248],[0.799 0.162],[0.814 0.184]
9,5,[0.8064 0.1746],[0.0051225  0.00349857],[0.797 0.17 ],[0.811 0.179]
10,4,[0.8026 0.1732],[0.005004   0.00430813],[0.797 0.167],[0.811 0.177]
11,2,[0.8    0.1748],[0.00334664 0.00630555],[0.797 0.163],[0.805 0.182]
12,4,[0.806  0.1754],[0.00469042 0.00611882],[0.797 0.166],[0.81  0.184]
13,4,[0.8086 0.1696],[0.00708802 0.01063203],[0.8   0.151],[0.821 0.184]
14,4,[0.81   0.1646],[0.00689928 0.01646329],[0.8   0.144],[0.82  0.184]
15,2,[0.8212 0.1624],[0.01188949 0.01440278],[0.805 0.144],[0.836 0.177]
16,3,[0.824 0.168],[0.01395708 0.00593296],[0.806 0.157],[0.837 0.175]
17,3,[0.824  0.1722],[0.01275931 0.00611228],[0.808 0.167],[0.837 0.184]
18,5,[0.8262 0.1704],[0.01222129 0.0068    ],[0.811 0.159],[0.839 0.18 ]
19,4,[0.8202 0.1712],[0.01265543 0.00203961],[0.806 0.169],[0.838 0.175]
20,5,[0.8144 0.1716],[0.01128893 0.00854634],[0.805 0.156],[0.836 0.179]
21,3,[0.8234 0.17  ],[0.01451344 0.00802496],[0.807 0.156],[0.845 0.18 ]
22,4,[0.8198 0.1668],[0.0176     0.01074058],[0.803 0.147],[0.845 0.177]
23,4,[0.8186 0.1634],[0.01927278 0.01233856],[0.794 0.147],[0.845 0.179]
24,4,[0.8274 0.1644],[0.0118423  0.00700286],[0.811 0.152],[0.838 0.172]
25,5,[0.823  0.1736],[0.01640732 0.0080895 ],[0.807 0.164],[0.843 0.185]
