gen,nevals,avg,std,min,max
0,50,[0.81226 0.1791 ],[0.01707491 0.06814551],[0.775 0.098],[0.848 0.498]
1,4,[0.8106 0.1678],[0.0160075  0.00601332],[0.791 0.163],[0.837 0.179]
2,5,[0.8066 0.1614],[0.02010572 0.02492067],[0.788 0.114],[0.841 0.187]
3,4,[0.8046 0.1616],[0.02034306 0.02451612],[0.788 0.114],[0.839 0.18 ]
4,5,[0.822  0.1732],[0.02247665 0.00906422],[0.794 0.162],[0.842 0.183]
5,3,[0.8314 0.1702],[0.01937627 0.01087014],[0.793 0.154],[0.846 0.183]
6,3,[0.8302 0.204 ],[0.01896734 0.0921846 ],[0.793 0.15 ],[0.846 0.388]
7,3,[0.8224 0.2034],[0.02293992 0.09466488],[0.793 0.149],[0.845 0.392]
8,5,[0.8208 0.1672],[0.02057571 0.0056    ],[0.795 0.158],[0.847 0.174]
9,4,[0.817  0.1506],[0.01453272 0.01697763],[0.799 0.121],[0.843 0.174]
10,5,[0.8118 0.1702],[0.00757364 0.00949526],[0.8   0.157],[0.821 0.184]
11,3,[0.8052 0.1546],[0.01112475 0.03733417],[0.792 0.083],[0.821 0.184]
12,3,[0.801  0.1628],[0.0089666  0.00825591],[0.793 0.155],[0.817 0.176]
13,3,[0.7996 0.1606],[0.00830903 0.0106132 ],[0.789 0.149],[0.813 0.177]
14,4,[0.796 0.158],[0.00460435 0.00384708],[0.791 0.152],[0.804 0.162]
15,5,[0.814  0.1658],[0.02106181 0.00943186],[0.79  0.152],[0.851 0.176]
16,3,[0.8142 0.174 ],[0.02043918 0.01017841],[0.79  0.159],[0.851 0.186]
17,4,[0.8052 0.1628],[0.00567098 0.01485126],[0.797 0.138],[0.813 0.182]
18,5,[0.8044 0.1622],[0.00926499 0.01467515],[0.795 0.144],[0.817 0.181]
19,3,[0.8132 0.1602],[0.00974474 0.01032279],[0.796 0.144],[0.823 0.174]
20,2,[0.8176 0.1578],[0.00722772 0.01010742],[0.805 0.144],[0.824 0.174]
21,5,[0.8198 0.141 ],[0.00601332 0.0332686 ],[0.809 0.098],[0.827 0.185]
22,3,[0.8228 0.1534],[0.01154816 0.02073258],[0.809 0.125],[0.838 0.184]
23,4,[0.816 0.16 ],[0.01164474 0.02154994],[0.805 0.12 ],[0.838 0.184]
24,4,[0.8192 0.1598],[0.01108873 0.01812622],[0.807 0.14 ],[0.838 0.189]
25,3,[0.8158 0.1586],[0.0103034  0.01802887],[0.807 0.135],[0.835 0.181]
