gen,nevals,avg,std,min,max
0,50,[0.81894 0.1762 ],[0.01318698 0.08619513],[0.783 0.078],[0.846 0.556]
1,3,[0.8158 0.142 ],[0.01068457 0.02086145],[0.801 0.105],[0.831 0.164]
2,4,[0.8062 0.1498],[0.00549181 0.02326714],[0.801 0.11 ],[0.816 0.171]
3,5,[0.8112 0.1736],[0.00886341 0.00904655],[0.797 0.16 ],[0.821 0.184]
4,4,[0.8122 0.1496],[0.00790949 0.03032886],[0.797 0.089],[0.818 0.167]
5,4,[0.812  0.1534],[0.00880909 0.03251215],[0.795 0.089],[0.819 0.176]
6,4,[0.8092 0.165 ],[0.01225398 0.00565685],[0.79 0.16],[0.823 0.176]
7,5,[0.8144 0.1642],[0.00801499 0.01016661],[0.799 0.148],[0.82  0.179]
8,5,[0.8142 0.1664],[0.00865794 0.00640625],[0.798 0.155],[0.824 0.172]
9,4,[0.8098 0.147 ],[0.01451069 0.0257449 ],[0.781 0.103],[0.819 0.172]
10,4,[0.813  0.1586],[0.01065833 0.01525254],[0.793 0.133],[0.821 0.179]
11,5,[0.8152 0.1494],[0.01208967 0.01374918],[0.793 0.126],[0.829 0.165]
12,4,[0.8186 0.1462],[0.00484149 0.01761136],[0.813 0.117],[0.827 0.165]
13,2,[0.8212 0.1466],[0.00688186 0.01753397],[0.813 0.117],[0.831 0.165]
14,4,[0.8246 0.1454],[0.00492341 0.01929352],[0.815 0.12 ],[0.828 0.17 ]
15,4,[0.8248 0.1412],[0.0049558  0.01260793],[0.817 0.12 ],[0.83  0.154]
16,4,[0.8232 0.1456],[0.00702567 0.00760526],[0.81  0.138],[0.829 0.16 ]
17,4,[0.8162 0.1592],[0.00926067 0.01279687],[0.802 0.145],[0.828 0.177]
18,5,[0.8196 0.1548],[0.00611882 0.00299333],[0.815 0.151],[0.831 0.16 ]
19,5,[0.8198 0.1638],[0.00462169 0.00943186],[0.813 0.146],[0.825 0.174]
20,2,[0.8212 0.1622],[0.00426146 0.00851822],[0.813 0.149],[0.825 0.174]
21,3,[0.8212 0.1544],[0.00231517 0.00752596],[0.817 0.147],[0.824 0.165]
22,4,[0.823  0.1618],[0.00340588 0.00699714],[0.817 0.15 ],[0.827 0.172]
23,5,[0.8192 0.1638],[0.00386782 0.00444522],[0.813 0.155],[0.824 0.167]
24,5,[0.816 0.172],[0.00404969 0.00678233],[0.812 0.16 ],[0.823 0.179]
25,4,[0.8242 0.165 ],[0.0079599  0.00460435],[0.815 0.16 ],[0.839 0.173]
