gen,nevals,avg,std,min,max
0,50,[0.81472 0.16686],[0.01711495 0.04475757],[0.78  0.077],[0.853 0.44 ]
1,4,[0.818  0.1664],[0.01911021 0.00595315],[0.795 0.16 ],[0.853 0.176]
2,4,[0.8136 0.172 ],[0.00195959 0.00737564],[0.812 0.165],[0.816 0.185]
3,3,[0.8112 0.16  ],[0.00667533 0.02058155],[0.8  0.12],[0.821 0.178]
4,4,[0.8102 0.164 ],[0.0064     0.02357965],[0.8  0.12],[0.818 0.183]
5,4,[0.8172 0.1806],[0.00116619 0.00412795],[0.815 0.175],[0.818 0.187]
6,5,[0.817  0.1778],[0.00209762 0.0049558 ],[0.813 0.172],[0.819 0.183]
7,3,[0.8162 0.177 ],[0.00116619 0.00536656],[0.815 0.172],[0.818 0.184]
8,4,[0.816  0.1768],[0.00154919 0.00401995],[0.813 0.172],[0.817 0.183]
9,4,[0.8168 0.1726],[0.00132665 0.00765768],[0.815 0.158],[0.819 0.18 ]
10,5,[0.8158 0.1832],[0.00299333 0.00491528],[0.81  0.175],[0.818 0.189]
11,5,[0.8158 0.181 ],[0.00331059 0.0052915 ],[0.811 0.172],[0.82  0.188]
12,4,[0.8146 0.1834],[0.00233238 0.00458694],[0.811 0.177],[0.817 0.189]
13,3,[0.815  0.1816],[0.00252982 0.00185472],[0.811 0.179],[0.817 0.184]
14,3,[0.8156 0.1802],[0.0026533  0.00183303],[0.813 0.177],[0.82  0.182]
15,3,[0.8212 0.1748],[0.01175415 0.00870402],[0.812 0.158],[0.844 0.182]
16,4,[0.8286 0.1726],[0.01670449 0.00608605],[0.813 0.165],[0.849 0.182]
17,4,[0.8338 0.1746],[0.0186376  0.00895768],[0.81  0.167],[0.85  0.187]
18,3,[0.834  0.1708],[0.01840652 0.00754718],[0.81  0.164],[0.85  0.184]
19,4,[0.829  0.1708],[0.01428286 0.00874986],[0.81  0.161],[0.849 0.184]
20,5,[0.827  0.1714],[0.01715809 0.00697424],[0.812 0.163],[0.848 0.18 ]
21,5,[0.8258 0.1696],[0.01858386 0.00449889],[0.809 0.165],[0.849 0.178]
22,4,[0.8242 0.1694],[0.02002399 0.01298615],[0.8   0.154],[0.848 0.19 ]
23,3,[0.8248 0.1664],[0.01900947 0.00372022],[0.807 0.16 ],[0.848 0.171]
24,4,[0.8228 0.1712],[0.01895679 0.00708237],[0.807 0.162],[0.847 0.18 ]
25,2,[0.839  0.1674],[0.01558204 0.00621611],[0.808 0.162],[0.849 0.179]
