,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
61,0.657,0.654,0.654,0.654,0.308,0.234,0.215,0.199,12
62,0.642,0.636,0.637,0.636,0.273,0.174,0.16,0.126,12
63,0.64,0.632,0.635,0.633,0.267,0.113,0.1,0.059,12
64,0.63,0.63,0.629,0.629,0.258,0.128,0.117,0.07,12
65,0.609,0.6,0.603,0.599,0.202,0.076,0.061,0.069,12
66,0.606,0.595,0.6,0.594,0.195,0.057,0.041,0.056,12
67,0.573,0.573,0.573,0.572,0.146,0.049,0.033,0.07,12
68,0.579,0.578,0.577,0.577,0.155,0.044,0.032,0.034,12
69,0.669,0.661,0.665,0.662,0.327,0.14,0.119,0.076,10
70,0.649,0.643,0.645,0.643,0.287,0.102,0.08,0.062,10
71,0.668,0.659,0.665,0.66,0.325,0.114,0.091,0.063,10
72,0.638,0.629,0.634,0.629,0.263,0.041,0.015,0.035,10
73,0.669,0.663,0.666,0.664,0.329,0.212,0.196,0.16,11
74,0.667,0.661,0.665,0.662,0.326,0.114,0.098,0.05,11
75,0.654,0.648,0.651,0.648,0.299,0.137,0.118,0.113,11
76,0.643,0.637,0.64,0.638,0.277,0.102,0.085,0.074,11
77,0.61,0.602,0.605,0.602,0.208,0.077,0.067,0.037,11
78,0.606,0.601,0.602,0.601,0.203,0.118,0.106,0.091,11
79,0.599,0.592,0.594,0.592,0.186,0.083,0.074,0.046,11
80,0.645,0.641,0.643,0.641,0.283,0.207,0.184,0.157,19
81,0.641,0.637,0.638,0.638,0.276,0.191,0.169,0.143,19
82,0.608,0.601,0.605,0.601,0.206,0.11,0.093,0.074,19
83,0.625,0.621,0.622,0.621,0.243,0.124,0.105,0.076,19
84,0.61,0.606,0.608,0.607,0.214,0.066,0.048,0.025,19
85,0.607,0.602,0.604,0.601,0.205,0.072,0.058,0.017,19
86,0.613,0.618,0.62,0.613,0.238,0.108,0.085,0.086,19
87,0.629,0.627,0.627,0.627,0.254,0.092,0.071,0.043,19
88,0.639,0.632,0.641,0.629,0.272,0.097,0.075,0.073,18
89,0.629,0.624,0.628,0.623,0.252,0.143,0.131,0.065,18
90,0.622,0.618,0.62,0.618,0.238,0.107,0.092,0.053,18
91,0.623,0.618,0.622,0.617,0.24,0.121,0.108,0.054,18
92,0.603,0.603,0.603,0.603,0.206,0.137,0.124,0.089,18
93,0.605,0.602,0.603,0.603,0.205,0.053,0.043,0.023,18
94,0.583,0.582,0.582,0.582,0.164,0.072,0.061,0.039,18
95,0.635,0.626,0.628,0.627,0.254,0.118,0.101,0.056,7
96,0.633,0.627,0.627,0.627,0.253,0.133,0.125,0.039,7
97,0.646,0.638,0.638,0.638,0.276,0.12,0.102,0.05,7
98,0.633,0.626,0.626,0.626,0.252,0.139,0.125,0.068,7
99,0.613,0.609,0.608,0.608,0.216,0.15,0.138,0.09,7
100,0.621,0.616,0.615,0.615,0.231,0.15,0.139,0.075,7
101,0.648,0.64,0.645,0.641,0.285,0.21,0.186,0.14,6
102,0.654,0.647,0.652,0.648,0.299,0.195,0.168,0.126,6
103,0.655,0.648,0.653,0.649,0.301,0.157,0.129,0.091,6
104,0.654,0.647,0.651,0.648,0.298,0.178,0.149,0.119,6
105,0.638,0.631,0.635,0.631,0.266,0.133,0.11,0.061,6
106,0.614,0.606,0.61,0.605,0.216,0.087,0.061,0.073,6
107,0.641,0.633,0.638,0.633,0.271,0.143,0.116,0.092,6
108,0.643,0.639,0.641,0.639,0.279,0.135,0.107,0.091,4
109,0.64,0.636,0.637,0.636,0.273,0.146,0.12,0.098,4
110,0.63,0.628,0.628,0.628,0.256,0.099,0.077,0.032,4
111,0.623,0.616,0.62,0.616,0.236,0.079,0.051,0.062,4
112,0.626,0.623,0.623,0.623,0.247,0.098,0.068,0.083,4
113,0.61,0.603,0.607,0.603,0.21,0.092,0.071,0.056,4
114,0.603,0.598,0.599,0.598,0.197,0.118,0.099,0.087,4
115,0.621,0.612,0.619,0.61,0.231,0.017,0.012,0.006,4
116,0.596,0.588,0.592,0.587,0.18,0.039,0.019,0.018,4
117,0.602,0.592,0.598,0.59,0.19,0.04,0.011,0.062,4
118,0.601,0.592,0.597,0.591,0.189,0.02,0.005,0.02,4
119,0.656,0.653,0.654,0.653,0.307,0.201,0.179,0.164,5
120,0.639,0.634,0.636,0.634,0.27,0.123,0.105,0.081,5
121,0.648,0.647,0.647,0.647,0.294,0.133,0.113,0.085,5
122,0.593,0.59,0.59,0.59,0.18,0.126,0.118,0.074,5
123,0.608,0.6,0.605,0.598,0.205,0.026,0.009,0.013,5
124,0.612,0.606,0.608,0.606,0.214,0.114,0.1,0.079,5
125,0.606,0.603,0.603,0.603,0.207,0.119,0.104,0.094,5
126,0.597,0.592,0.593,0.592,0.185,0.058,0.044,0.042,5
127,0.596,0.59,0.593,0.59,0.183,0.046,0.03,0.038,5
128,0.56,0.561,0.561,0.56,0.122,0.049,0.044,0.009,5
129,0.655,0.652,0.654,0.652,0.305,0.158,0.136,0.081,1
130,0.643,0.64,0.642,0.64,0.281,0.202,0.183,0.131,1
131,0.642,0.64,0.641,0.64,0.281,0.205,0.185,0.134,1
132,0.65,0.649,0.649,0.649,0.298,0.156,0.133,0.092,1
133,0.628,0.623,0.626,0.623,0.25,0.085,0.065,0.037,1
134,0.609,0.604,0.607,0.603,0.211,0.084,0.069,0.024,1
135,0.593,0.588,0.591,0.586,0.179,0.068,0.045,0.093,1
136,0.588,0.583,0.585,0.582,0.169,0.044,0.027,0.038,1
137,0.656,0.652,0.655,0.652,0.307,0.207,0.183,0.148,0
138,0.638,0.632,0.637,0.632,0.27,0.086,0.062,0.042,0
139,0.648,0.646,0.647,0.646,0.292,0.146,0.122,0.093,0
140,0.622,0.618,0.621,0.618,0.238,0.114,0.096,0.055,0
141,0.632,0.627,0.63,0.627,0.257,0.121,0.099,0.078,0
142,0.625,0.62,0.623,0.62,0.243,0.116,0.099,0.051,0
143,0.611,0.607,0.609,0.607,0.216,0.07,0.051,0.037,0
144,0.599,0.592,0.597,0.59,0.19,0.071,0.057,0.023,0
145,0.6,0.596,0.598,0.596,0.194,0.115,0.1,0.072,0
146,0.594,0.588,0.592,0.586,0.18,0.081,0.068,0.034,0
147,0.568,0.566,0.566,0.566,0.132,0.022,0.012,0.015,0
148,0.565,0.564,0.564,0.564,0.128,0.024,0.013,0.006,0
149,0.632,0.624,0.627,0.624,0.251,0.113,0.086,0.102,2
150,0.618,0.619,0.618,0.617,0.237,0.173,0.15,0.151,2
151,0.641,0.635,0.637,0.635,0.272,0.194,0.166,0.178,2
152,0.625,0.615,0.619,0.615,0.234,0.082,0.055,0.078,2
153,0.601,0.603,0.602,0.6,0.204,0.106,0.085,0.09,2
154,0.617,0.609,0.611,0.609,0.22,0.148,0.124,0.144,2
155,0.598,0.589,0.591,0.588,0.18,0.136,0.117,0.129,2
156,0.599,0.592,0.593,0.592,0.185,0.106,0.092,0.071,2
157,0.574,0.588,0.594,0.571,0.181,0.071,0.053,0.057,2
158,0.653,0.648,0.65,0.648,0.298,0.176,0.145,0.129,3
159,0.632,0.629,0.629,0.629,0.258,0.164,0.14,0.103,3
160,0.639,0.637,0.637,0.637,0.273,0.214,0.186,0.172,3
161,0.612,0.603,0.609,0.602,0.211,0.091,0.063,0.09,3
162,0.613,0.608,0.609,0.609,0.218,0.104,0.082,0.063,3
