,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.85,0.614,0.798,0.642,0.368,0.048,0.035,0.065,8
1,0.852,0.617,0.807,0.646,0.378,0.041,0.017,0.032,8
2,0.834,0.579,0.734,0.594,0.273,0.038,0.025,0.039,8
3,0.852,0.626,0.79,0.657,0.383,0.065,0.055,0.089,16
4,0.851,0.628,0.785,0.659,0.382,0.049,0.031,0.051,16
5,0.849,0.623,0.776,0.652,0.369,0.048,0.028,0.044,16
6,0.832,0.573,0.722,0.586,0.255,0.034,0.017,0.016,16
7,0.828,0.571,0.701,0.582,0.238,0.036,0.023,0.03,16
8,0.864,0.636,0.799,0.671,0.404,0.064,0.048,0.072,17
9,0.858,0.624,0.778,0.655,0.37,0.054,0.029,0.034,17
10,0.862,0.631,0.796,0.665,0.394,0.047,0.021,0.03,17
11,0.858,0.618,0.781,0.648,0.364,0.049,0.028,0.038,17
12,0.855,0.617,0.764,0.646,0.352,0.046,0.027,0.04,17
13,0.852,0.607,0.754,0.634,0.331,0.034,0.01,0.012,17
14,0.856,0.624,0.781,0.655,0.373,0.048,0.023,0.032,9
15,0.856,0.626,0.78,0.657,0.376,0.042,0.011,0.011,9
16,0.856,0.628,0.778,0.66,0.378,0.037,0.001,0.012,9
17,0.853,0.608,0.778,0.636,0.347,0.041,0.018,0.022,15
18,0.851,0.605,0.769,0.631,0.336,0.041,0.024,0.035,15
19,0.861,0.621,0.789,0.653,0.374,0.044,0.018,0.018,14
20,0.861,0.623,0.787,0.654,0.375,0.036,0.001,0.016,14
21,0.858,0.616,0.778,0.646,0.359,0.028,0.01,0.03,14
22,0.858,0.618,0.778,0.648,0.362,0.028,0.019,0.051,14
23,0.855,0.616,0.776,0.646,0.359,0.033,0.001,0.004,10
24,0.854,0.616,0.771,0.645,0.355,0.028,0.008,0.021,10
25,0.851,0.605,0.763,0.631,0.332,0.028,0.001,0.002,10
26,0.844,0.589,0.731,0.609,0.286,0.021,0.005,0.012,10
27,0.837,0.568,0.7,0.58,0.233,0.019,0.004,0.007,10
28,0.852,0.616,0.784,0.645,0.364,0.059,0.04,0.056,11
29,0.855,0.62,0.799,0.651,0.379,0.052,0.03,0.041,11
30,0.853,0.618,0.789,0.648,0.369,0.054,0.027,0.031,11
31,0.853,0.619,0.787,0.648,0.369,0.048,0.016,0.012,11
32,0.852,0.617,0.783,0.646,0.364,0.039,0.003,0.008,11
33,0.847,0.603,0.766,0.628,0.332,0.042,0.012,0.005,11
34,0.843,0.592,0.752,0.613,0.305,0.037,0.012,0.008,11
35,0.837,0.576,0.731,0.591,0.265,0.035,0.021,0.029,11
36,0.853,0.612,0.797,0.641,0.365,0.042,0.024,0.042,13
37,0.849,0.603,0.783,0.628,0.341,0.042,0.026,0.04,13
38,0.849,0.604,0.784,0.63,0.344,0.04,0.021,0.033,13
39,0.84,0.587,0.742,0.606,0.291,0.038,0.03,0.054,13
40,0.856,0.624,0.795,0.655,0.382,0.055,0.04,0.067,12
41,0.855,0.622,0.794,0.653,0.379,0.045,0.02,0.031,12
42,0.852,0.614,0.784,0.643,0.36,0.046,0.029,0.048,12
43,0.852,0.616,0.778,0.645,0.359,0.036,0.001,0.007,12
44,0.837,0.585,0.721,0.602,0.273,0.047,0.034,0.049,12
45,0.854,0.613,0.797,0.642,0.366,0.049,0.028,0.041,1
46,0.852,0.609,0.785,0.637,0.352,0.043,0.021,0.03,1
47,0.853,0.611,0.791,0.64,0.36,0.034,0.01,0.017,1
48,0.852,0.611,0.782,0.639,0.354,0.027,0.009,0.02,1
49,0.852,0.607,0.788,0.634,0.351,0.031,0.004,0.006,1
50,0.843,0.592,0.747,0.613,0.301,0.023,0.003,0.008,1
51,0.858,0.621,0.784,0.652,0.371,0.051,0.034,0.051,0
52,0.857,0.617,0.781,0.647,0.362,0.038,0.012,0.014,0
53,0.857,0.617,0.781,0.647,0.363,0.039,0.016,0.021,0
54,0.854,0.607,0.773,0.635,0.342,0.036,0.023,0.042,0
55,0.847,0.591,0.744,0.612,0.297,0.038,0.037,0.067,0
56,0.846,0.589,0.74,0.61,0.292,0.032,0.027,0.052,0
57,0.838,0.568,0.704,0.58,0.236,0.03,0.022,0.034,0
58,0.855,0.618,0.785,0.649,0.367,0.034,0.01,0.032,2
59,0.853,0.611,0.781,0.639,0.353,0.029,0.018,0.047,2
60,0.855,0.615,0.786,0.645,0.363,0.029,0.018,0.046,2
61,0.846,0.593,0.756,0.615,0.309,0.035,0.012,0.011,2
62,0.846,0.605,0.768,0.63,0.335,0.052,0.03,0.042,3
63,0.848,0.61,0.771,0.636,0.344,0.046,0.014,0.01,3
64,0.845,0.598,0.764,0.621,0.321,0.039,0.011,0.008,3
65,0.841,0.591,0.746,0.611,0.3,0.036,0.002,0.012,3
66,0.852,0.619,0.771,0.648,0.359,0.068,0.058,0.086,7
67,0.85,0.614,0.766,0.642,0.349,0.044,0.018,0.021,7
68,0.847,0.607,0.755,0.632,0.33,0.046,0.015,0.007,7
69,0.852,0.626,0.769,0.656,0.368,0.062,0.033,0.036,19
70,0.851,0.624,0.766,0.654,0.364,0.05,0.017,0.012,19
71,0.851,0.623,0.771,0.653,0.365,0.041,0.008,0.039,19
72,0.85,0.62,0.767,0.648,0.358,0.04,0.006,0.033,19
73,0.846,0.612,0.751,0.638,0.335,0.034,0.006,0.025,19
74,0.857,0.616,0.777,0.645,0.358,0.032,0.001,0.002,18
75,0.859,0.619,0.784,0.649,0.367,0.047,0.026,0.038,18
76,0.855,0.613,0.765,0.642,0.346,0.027,0.001,0.004,18
77,0.86,0.628,0.783,0.66,0.38,0.039,0.005,0.021,6
78,0.859,0.622,0.78,0.653,0.37,0.035,0.007,0.022,6
79,0.856,0.616,0.77,0.646,0.355,0.037,0.0,0.01,6
80,0.856,0.619,0.768,0.649,0.357,0.03,0.012,0.029,6
81,0.854,0.611,0.762,0.639,0.341,0.032,0.001,0.008,6
82,0.841,0.575,0.711,0.59,0.251,0.024,0.012,0.024,6
